,Unnamed: 0,timedate,open,high,low,close,volume,1d_GAIN,1d_TRENDPoint7,1d_TREND1,1d_TREND1Point3,1d_TREND1Point6,1d_TREND2,1d_TREND2Point5,1d_TREND3,1d_CDLMARUBOZU,1d_CDLRICKSHAWMAN,1d_CDLCLOSINGMARUBOZU,1d_CMO,1d_RSI,1d_STOCH,1d_CDLHIKKAKE,1d_CDLMATHOLD,1d_CDLBREAKAWAY,1d_CDLDOJI,1d_CDLDOJISTAR,1d_CDLSHOOTINGSTAR,1d_WILLR,1d_TRIX,1d_STOCHF,1d_CDLHIKKAKEMOD,1d_CDLLADDERBOTTOM,1d_CDLRISEFALL3METHODS,1d_CDLDRAGONFLYDOJI,1d_CDLGRAVESTONEDOJI,1d_CDLHANGINGMAN,1d_AROONOSC,1d_PPO1,1d_MFI,1d_CDLTASUKIGAP,1d_CDLCONCEALBABYSWALL,1d_CDLXSIDEGAP3METHODS,1d_CDLHAMMER,1d_CDLINVERTEDHAMMER,1d_CDLLONGLINE,1d_CDLLONGLEGGEDDOJI,1d_PPO2,1d_CDLADVANCEBLOCK,1d_CDL2CROWS,1d_CDL3LINESTRIKE,1d_CDLSTALLEDPATTERN,1d_CDLTAKURI,1d_CDLSPINNINGTOP,1d_CDLSHORTLINE,1d_HT_DCPERIOD,1d_HT_DCPHASE,1d_HT_PHASOR,1d_CDL3BLACKCROWS,1d_CDLUNIQUE3RIVER,1d_CDL3WHITESOLDIERS,1d_CDLENGULFING,1d_CDLKICKING,1d_CDLKICKINGBYLENGTH,1d_HT_SINE,1d_HT_TRENDMODE,1d_ULTOSC,1d_CDLIDENTICAL3CROWS,1d_CDLTRISTAR,1d_CDL3OUTSIDE,1d_CDLMATCHINGLOW,1d_CDLGAPSIDESIDEWHITE,1d_CDLDARKCLOUDCOVER,1d_CCI,1d_STOCHRSI,1d_ADX,1d_DX,1d_CDLMORNINGSTAR,1d_CDL3INSIDE,1d_CDLINNECK,1d_CDLONNECK,1d_CDLBELTHOLD,1d_CDLCOUNTERATTACK,1d_CDLHARAMICROSS,1d_CDL3STARSINSOUTH,1d_CDLEVENINGDOJISTAR,1d_CDLMORNINGDOJISTAR,1d_CDLUPSIDEGAP2CROWS,1d_CDLSEPARATINGLINES,1d_CDLTHRUSTING,1d_CDLHARAMI,1d_CDLHOMINGPIGEON,1d_CDLPIERCING,1d_CDLABANDONEDBABY,1d_CDLEVENINGSTAR,1d_CDLHIGHWAVE,1d_CDLSTICKSANDWICH,1w_GAIN,1w_TRENDPoint7,1w_TREND1,1w_TREND1Point3,1w_TREND1Point6,1w_TREND2,1w_TREND2Point5,1w_TREND3,1w_CDLMARUBOZU,1w_CDLRICKSHAWMAN,1w_CDLCLOSINGMARUBOZU,1w_CMO,1w_RSI,1w_STOCH,1w_CDLHIKKAKE,1w_CDLMATHOLD,1w_CDLBREAKAWAY,1w_CDLDOJI,1w_CDLDOJISTAR,1w_CDLSHOOTINGSTAR,1w_WILLR,1w_TRIX,1w_STOCHF,1w_CDLHIKKAKEMOD,1w_CDLLADDERBOTTOM,1w_CDLRISEFALL3METHODS,1w_CDLDRAGONFLYDOJI,1w_CDLGRAVESTONEDOJI,1w_CDLHANGINGMAN,1w_AROONOSC,1w_PPO1,1w_MFI,1w_CDLTASUKIGAP,1w_CDLCONCEALBABYSWALL,1w_CDLXSIDEGAP3METHODS,1w_CDLHAMMER,1w_CDLINVERTEDHAMMER,1w_CDLLONGLINE,1w_CDLLONGLEGGEDDOJI,1w_PPO2,1w_CDLADVANCEBLOCK,1w_CDL2CROWS,1w_CDL3LINESTRIKE,1w_CDLSTALLEDPATTERN,1w_CDLTAKURI,1w_CDLSPINNINGTOP,1w_CDLSHORTLINE,1w_HT_DCPERIOD,1w_HT_DCPHASE,1w_HT_PHASOR,1w_CDL3BLACKCROWS,1w_CDLUNIQUE3RIVER,1w_CDL3WHITESOLDIERS,1w_CDLENGULFING,1w_CDLKICKING,1w_CDLKICKINGBYLENGTH,1w_HT_SINE,1w_HT_TRENDMODE,1w_ULTOSC,1w_CDLIDENTICAL3CROWS,1w_CDLTRISTAR,1w_CDL3OUTSIDE,1w_CDLMATCHINGLOW,1w_CDLGAPSIDESIDEWHITE,1w_CDLDARKCLOUDCOVER,1w_CCI,1w_STOCHRSI,1w_ADX,1w_DX,1w_CDLMORNINGSTAR,1w_CDL3INSIDE,1w_CDLINNECK,1w_CDLONNECK,1w_CDLBELTHOLD,1w_CDLCOUNTERATTACK,1w_CDLHARAMICROSS,1w_CDL3STARSINSOUTH,1w_CDLEVENINGDOJISTAR,1w_CDLMORNINGDOJISTAR,1w_CDLUPSIDEGAP2CROWS,1w_CDLSEPARATINGLINES,1w_CDLTHRUSTING,1w_CDLHARAMI,1w_CDLHOMINGPIGEON,1w_CDLPIERCING,1w_CDLABANDONEDBABY,1w_CDLEVENINGSTAR,1w_CDLHIGHWAVE,1w_CDLSTICKSANDWICH
652,652,2016-11-30,732.29489714,745.0,729.26947051,742.6833652,3974.594153759997,0.0155,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.1973,0.5986,0.3538,1.0,0.0,0.0,0.0,0.0,0.0,-0.2867,0.0525,0.5181,1.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.0186,0.6027,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2986,0.6224,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0,-0.6952,0,0.6151,0.0,0.0,0.0,0.0,0.0,0.0,0.0361,0.4396,0.2216,0.1943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0529,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,0.0,1.0,0.0,0.3775,0.6887,0.7569,0.0,0.0,0.0,1.0,0.0,0.0,-0.1324,0.2503,0.7583,0.0,0.0,0.0,0.0,1.0,0.0,0.9286,0.0253,0.7918,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.2688,0.3874,0.0046,0.0,0.0,0.0,0.0,0.0,0.0,0.6498,1,0.5901,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.8894,0.253,0.3688,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
653,653,2016-12-01,742.52007293,754.85,741.80420444,753.99999987,4241.149564360002,0.0204,UP,UP,UP,UP,EITHER,EITHER,EITHER,1.0,0.0,1.0,0.2782,0.6391,0.5208,0.0,0.0,0.0,0.0,0.0,0.0,-0.0213,0.052000000000000005,0.7681,0.0,0.0,0.0,0.0,0.0,0.0,0.7857,0.0177,0.6027,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2909,0.6488,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,-0.8046,1,0.6773,0.0,0.0,0.0,0.0,0.0,0.0,0.1722,0.7571,0.2256,0.2789,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0529,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,0.0,1.0,0.0,0.3775,0.6887,0.7569,0.0,0.0,0.0,1.0,0.0,0.0,-0.1324,0.2503,0.7583,0.0,0.0,0.0,0.0,1.0,0.0,0.9286,0.0253,0.7918,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.2688,0.3874,0.0046,0.0,0.0,0.0,0.0,0.0,0.0,0.6498,1,0.5901,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.8894,0.253,0.3688,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
654,654,2016-12-02,754.0,779.51763735,753.58414668,769.37344576,6102.592526990021,-0.0036,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.371,0.6855,0.7229,0.0,0.0,0.0,0.0,0.0,0.0,-0.1572,0.0518,0.8825,0.0,0.0,0.0,0.0,0.0,0.0,0.8571,0.0166,0.6152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2851,0.6661,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,-0.8641,1,0.6363,0.0,0.0,0.0,0.0,0.0,0.0,0.2689,1.0,0.2408,0.4379,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0529,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,0.0,1.0,0.0,0.3775,0.6887,0.7569,0.0,0.0,0.0,1.0,0.0,0.0,-0.1324,0.2503,0.7583,0.0,0.0,0.0,0.0,1.0,0.0,0.9286,0.0253,0.7918,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.2688,0.3874,0.0046,0.0,0.0,0.0,0.0,0.0,0.0,0.6498,1,0.5901,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.8894,0.253,0.3688,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
655,655,2016-12-03,769.58147045,771.92,759.00003576,766.82821892,3221.3101393599995,0.0012,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.3403,0.6702,0.8304,0.0,0.0,0.0,0.0,0.0,0.0,-0.1967,0.0516,0.8406,0.0,0.0,0.0,0.0,0.0,0.0,0.8571,0.0152,0.5545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2812,0.6805,-0.0008,0.0,0.0,0.0,0.0,0.0,0.0,-0.9061,1,0.6226,0.0,0.0,0.0,0.0,0.0,0.0,0.1919,0.9632,0.2549,0.4379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0529,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,0.0,1.0,0.0,0.3775,0.6887,0.7569,0.0,0.0,0.0,1.0,0.0,0.0,-0.1324,0.2503,0.7583,0.0,0.0,0.0,0.0,1.0,0.0,0.9286,0.0253,0.7918,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.2688,0.3874,0.0046,0.0,0.0,0.0,0.0,0.0,0.0,0.6498,1,0.5901,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.8894,0.253,0.3688,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
656,656,2016-12-04,766.91617221,769.75471459,763.00252692,767.83666529,2794.840699829999,-0.0205,DOWN,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,0.0,1.0,0.0,0.3466,0.6733,0.8323,0.0,0.0,0.0,1.0,0.0,0.0,-0.2184,0.0515,0.7738,0.0,0.0,0.0,0.0,0.0,0.0,0.8571,0.0162,0.6263,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0327,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2781,0.4589,-0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.2552,1,0.6711,0.0,0.0,0.0,0.0,0.0,0.0,0.1425,0.9315,0.268,0.4379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0529,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,0.0,1.0,0.0,0.3775,0.6887,0.7569,0.0,0.0,0.0,1.0,0.0,0.0,-0.1324,0.2503,0.7583,0.0,0.0,0.0,0.0,1.0,0.0,0.9286,0.0253,0.7918,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.2688,0.3874,0.0046,0.0,0.0,0.0,0.0,0.0,0.0,0.6498,1,0.5901,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.8894,0.253,0.3688,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
657,657,2016-12-05,767.77403131,767.988753,748.73605221,752.0,4837.864445609999,0.0105,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.1606,0.5803,0.737,0.5,0.0,0.0,0.0,0.0,0.0,-0.5145,0.0513,0.5967,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0.0155,0.5474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2743,0.3626,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.7602,1,0.6193,0.0,0.0,0.0,0.0,0.0,0.0,0.0643,0.5982,0.266,0.2403,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.4523,0.7261,0.7843,-0.5,0.0,0.0,0.0,0.0,0.0,-0.0553,0.2475,0.8303,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.0281,0.7961,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2703,0.4239,0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.4601,1,0.5994,0.0,0.0,0.0,0.0,0.0,0.0,0.1243,0.9718,0.266,0.4351,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,658,2016-12-06,752.00288938,761.25,752.0,759.90402492,4557.55882239,0.0059,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.2186,0.6093,0.6125,0.0,0.0,0.0,0.0,0.0,0.0,-0.3667,0.0511,0.4669,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0.0144,0.5503,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2701,0.3652,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.7491,1,0.6239,0.0,0.0,0.0,0.0,0.0,0.0,0.0617,0.3935,0.2642,0.2403,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.4523,0.7261,0.7843,-0.5,0.0,0.0,0.0,0.0,0.0,-0.0553,0.2475,0.8303,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.0281,0.7961,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2703,0.4239,0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.4601,1,0.5994,0.0,0.0,0.0,0.0,0.0,0.0,0.1243,0.9718,0.266,0.4351,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,659,2016-12-07,759.93,768.88931584,750.37902867,764.42789738,4583.182362540004,0.0045,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.2505,0.6253,0.5001,0.0,0.0,0.0,0.0,0.0,0.0,-0.2821,0.0508,0.4367,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0.0144,0.5591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2664,0.3987,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.5941,1,0.6274,0.0,0.0,0.0,0.0,0.0,0.0,0.0688,0.2343,0.2667,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.4523,0.7261,0.7843,-0.5,0.0,0.0,0.0,0.0,0.0,-0.0553,0.2475,0.8303,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.0281,0.7961,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2703,0.4239,0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.4601,1,0.5994,0.0,0.0,0.0,0.0,0.0,0.0,0.1243,0.9718,0.266,0.4351,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,660,2016-12-08,764.43396299,772.74859254,761.96090891,767.84502038,4841.0334016900015,0.0068,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.2746,0.6373,0.5051,0.0,0.0,0.0,0.0,0.0,0.0,-0.2182,0.0506,0.6118,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0.0146,0.6334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2628,0.4345,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.3999,1,0.5999,0.0,0.0,0.0,0.0,0.0,0.0,0.0873,0.4387,0.2712,0.3288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.4523,0.7261,0.7843,-0.5,0.0,0.0,0.0,0.0,0.0,-0.0553,0.2475,0.8303,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.0281,0.7961,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2703,0.4239,0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.4601,1,0.5994,0.0,0.0,0.0,0.0,0.0,0.0,0.1243,0.9718,0.266,0.4351,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,661,2016-12-09,767.88168888,773.12782452,766.04026352,773.12782452,3945.7666425200014,0.0037,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.3115,0.6558,0.6242,0.0,0.0,0.0,0.0,0.0,0.0,-0.1195,0.0504,0.8242,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0.0151,0.6946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.257,0.4615,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.2395,1,0.6135,0.0,0.0,0.0,0.0,0.0,0.0,0.0903,0.6173,0.2755,0.3317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.4523,0.7261,0.7843,-0.5,0.0,0.0,0.0,0.0,0.0,-0.0553,0.2475,0.8303,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.0281,0.7961,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2703,0.4239,0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.4601,1,0.5994,0.0,0.0,0.0,0.0,0.0,0.0,0.1243,0.9718,0.266,0.4351,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,662,2016-12-10,773.16614021,776.96761932,770.49,776.01321061,3377.24082711,-0.0064,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.3315,0.6657,0.7853,0.0,0.0,0.0,0.0,0.0,0.0,-0.0685,0.0503,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0.0155,0.7455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2491,0.4988,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0078,1,0.6286,0.0,0.0,0.0,0.0,0.0,0.0,0.0983,0.8082,0.2816,0.3618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.4523,0.7261,0.7843,-0.5,0.0,0.0,0.0,0.0,0.0,-0.0553,0.2475,0.8303,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.0281,0.7961,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2703,0.4239,0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.4601,1,0.5994,0.0,0.0,0.0,0.0,0.0,0.0,0.1243,0.9718,0.266,0.4351,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,663,2016-12-11,775.97689479,776.07655535,765.61841882,771.02213833,3127.298109439995,0.0105,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.2632,0.6316,0.8859,0.0,0.0,0.0,0.0,0.0,0.0,-0.166,0.0501,0.9135,0.0,0.0,0.0,0.0,0.0,0.0,0.3571,0.0162,0.7381,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2427,0.5416,-0.0006,0.0,0.0,0.0,0.0,0.0,0.0,-0.2581,1,0.6207,0.0,0.0,0.0,0.0,0.0,0.0,0.0741,0.7354,0.2817,0.2828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.4523,0.7261,0.7843,-0.5,0.0,0.0,0.0,0.0,0.0,-0.0553,0.2475,0.8303,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.0281,0.7961,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2703,0.4239,0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.4601,1,0.5994,0.0,0.0,0.0,0.0,0.0,0.0,0.1243,0.9718,0.266,0.4351,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,664,2016-12-12,771.05643103,781.89171235,770.95431213,779.1784452,4444.213184440005,-0.0034,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.3242,0.6621,0.9005,0.0,0.0,0.0,0.0,0.0,0.0,-0.0507,0.05,0.8681,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.0175,0.8062,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2407,0.5629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.385,1,0.7046,0.0,0.0,0.0,0.0,0.0,0.0,0.1053,0.7683,0.2854,0.3326,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0255,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,1.0,0.0,0.4581,0.7290000000000001,0.8152,0.0,0.0,0.0,1.0,0.0,0.0,-0.0457,0.2452,0.857,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.0316,0.7981,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.27399999999999997,0.4338,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.4041,1,0.5928,0.0,0.0,0.0,0.0,0.0,0.0,0.1117,0.9718,0.2781,0.4351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,665,2016-12-13,779.07443316,790.30523699,772.95821491,776.38726828,5424.17938676,0.0011,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.285,0.6425,0.8246,0.0,0.0,0.0,0.0,0.0,0.0,-0.228,0.0498,0.6922,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0186,0.8123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.2417,0.5791,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,-0.47700000000000004,1,0.6145,0.0,0.0,0.0,0.0,0.0,0.0,0.1202,0.5413,0.2934,0.3976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0255,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,1.0,0.0,0.4581,0.7290000000000001,0.8152,0.0,0.0,0.0,1.0,0.0,0.0,-0.0457,0.2452,0.857,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.0316,0.7981,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.27399999999999997,0.4338,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.4041,1,0.5928,0.0,0.0,0.0,0.0,0.0,0.0,0.1117,0.9718,0.2781,0.4351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
