timedate,open,high,low,close,Volume_(BTC)
2015-02-18 14:00:00,242.19845607,242.97749743,237.54315442,238.30605604,646.02025534
2015-02-18 15:00:00,238.05616948,239.77977623,236.34295707,237.54959900000003,593.5362255
2015-02-18 16:00:00,237.58810174,240.04486423,237.58810174,238.83,708.5475577399999
2015-02-18 17:00:00,238.78109988,239.56874198,236.71205177,236.71205177,620.25549205
2015-02-18 18:00:00,235.78968237,236.24589383,234.26792125,235.06389107,1081.9132151000003
2015-02-18 19:00:00,235.02943925,236.63942804,232.67415942,234.35143412,733.82953854
2015-02-18 20:00:00,234.39996909,235.85970533,233.82137127,235.85970533,484.5382163700001
2015-02-18 21:00:00,235.78263725,236.0306365,232.49718491,234.23666667,1354.0368169600001
2015-02-18 22:00:00,234.32970347,236.48413041,234.16022941,235.61,592.9111665099999
2015-02-18 23:00:00,236.2727029,237.88410125,235.72237967,237.40391492,401.7379079399998
2015-02-19 00:00:00,237.4989665,238.30157181,236.75845091,237.8,558.57815132
2015-02-19 01:00:00,237.79041669,238.44921095,236.67866777,236.95221941,423.1672667099999
2015-02-19 02:00:00,237.18644494,237.56996789,236.11052142,236.21862012,316.24917944999993
2015-02-19 03:00:00,236.58732898,237.75935409999997,235.69129816,237.53893415,296.3122309800001
2015-02-19 04:00:00,237.40056016,237.63195809,236.44576998,236.76520833,253.90868824999993
2015-02-19 05:00:00,237.02887161,238.19702449,236.60117925,237.78428571,242.28966954
2015-02-19 06:00:00,237.858125,238.05316596,236.5535685,237.31798182,313.66625617
2015-02-19 07:00:00,237.33,237.51,236.01188196,236.59092258,112.6725176
2015-02-19 08:00:00,236.5897903,237.29464275,236.09373763,237.24208149,205.61235242
2015-02-19 09:00:00,237.11172166,238.1,236.68132178,236.99024763,126.80716688000003
2015-02-19 10:00:00,237.16184746,238.91452882,236.79580645,238.91452882,99.18369912
2015-02-19 11:00:00,239.17683288,239.46043668,237.9959375,238.77557083,70.78617607
2015-02-19 12:00:00,238.49336937,238.49336937,237.3060457,237.73615385,391.28079866
2015-02-19 13:00:00,237.72414466,238.109425,237.35027778,237.92131341,197.19776167
2015-02-19 14:00:00,237.83309091,238.52434634,237.18088825,237.45368579,264.37843093999993
2015-02-19 15:00:00,237.88,239.01713559,237.51,238.15890388,350.7684372399999
2015-02-19 16:00:00,238.49303168,239.80358618,238.46772883,239.16845037,470.8736693999999
2015-02-19 17:00:00,239.12104794,241.86227571,239.08107074,241.86227571,395.19700619999986
2015-02-19 18:00:00,241.94756034,242.93790574,241.16139944,242.49962948,654.7663220799999
2015-02-19 19:00:00,242.62431283,244.54080882,242.04500699,242.48133841,796.6987133299999
2015-02-19 20:00:00,242.36270569,242.36270569,239.79739203,241.20178476,1218.4925171599998
2015-02-19 21:00:00,241.19,242.09850497,239.92934092,242.0,735.54763529
2015-02-19 22:00:00,242.11711627,242.46678939,241.78502721,241.88435556,428.07806092000004
2015-02-19 23:00:00,241.90344262,243.64239527,241.1730273,241.1730273,545.18587418
2015-02-20 00:00:00,241.06474002,242.0915588,240.8537963,240.87615081,477.8493380300001
2015-02-20 01:00:00,241.13595966,241.77726301,240.43702830000004,241.56384608,353.2812382699999
2015-02-20 02:00:00,241.21958835,242.41905869,240.38700213,242.10907296,413.27697394
2015-02-20 03:00:00,242.43251376,242.7035904,241.94203321,242.69,327.4622282199999
2015-02-20 04:00:00,242.71039647,244.99920583,242.66658076,244.92695984,708.9723466400002
2015-02-20 05:00:00,244.84615385,245.82970297,243.84675809,245.34,416.38951704
2015-02-20 06:00:00,245.36915343,245.36915343,243.37426052,244.85107879,420.87885620999987
2015-02-20 07:00:00,244.71028398,245.79986547,244.41137857,244.58488158,362.54716821000005
2015-02-20 08:00:00,244.51159555,247.102,244.3,246.41576633,422.20384803
2015-02-20 09:00:00,247.06612226,248.17838863,245.02379559999997,245.79161842,257.9711525099999
2015-02-20 10:00:00,245.07644196,248.12611126,245.02558167,246.63175424,322.74968344000007
2015-02-20 11:00:00,246.28,246.92320469,244.40424242,244.89136122,182.94674234000004
2015-02-20 12:00:00,244.87361111,244.87361111,242.58075181,244.81685143,586.4125292399996
2015-02-20 13:00:00,245.07125,246.0,244.19,245.94272727,190.42774527999998
2015-02-20 14:00:00,245.91603375,246.96041985,244.90566474,246.79041346,569.8482245399999
2015-02-20 15:00:00,246.63972816,247.45286413,245.97433048,246.01627390000002,614.19362123
2015-02-20 16:00:00,245.79487609,246.43510621,243.08989169999998,243.28079461,583.82190518
2015-02-20 17:00:00,243.01862584,245.17117527,242.96452691,244.2352292,679.36867272
2015-02-20 18:00:00,244.17116191,244.17116191,242.53009217,243.13533817,704.4816349099999
2015-02-20 19:00:00,243.635,244.10817778,242.07343588,242.90086274,735.0091342100001
2015-02-20 20:00:00,242.27687891,243.95587705,242.15712864,243.95587705,386.59060472
2015-02-20 21:00:00,243.97403004,245.94016336,242.17818701,245.86,667.62953178
2015-02-20 22:00:00,245.92004611,246.07281907,244.51439482,245.78626667,490.90171001000004
2015-02-20 23:00:00,245.67634978,246.55275651,245.22506173,245.22506173,326.5976189500001
2015-02-21 00:00:00,244.87182173,246.04530753,244.29451181,245.86428131,323.50939999999997
2015-02-21 01:00:00,245.73630862,246.01220993,244.50121951,245.45701249,258.65309110999993
2015-02-21 02:00:00,245.46,245.82824680000004,244.95080851,245.82824680000004,169.58413735000002
2015-02-21 03:00:00,245.89,247.59877486,245.89,247.0527424,416.74129322000005
2015-02-21 04:00:00,247.04088478,247.88631615,245.95809322,246.25901732,354.21878186999993
2015-02-21 05:00:00,246.06099550000002,247.79235686,245.53363636,246.1335119,640.94080372
2015-02-21 06:00:00,246.4,246.65493151,245.50111623,245.84223824,192.39669999999998
2015-02-21 07:00:00,246.12931615,246.96366838,245.55994223,245.60491243,139.53277366000003
2015-02-21 08:00:00,245.6,246.15124509999998,245.56230769,246.09291358,69.88499999999998
2015-02-21 09:00:00,246.04473514,246.87346631,245.24076939,245.24076939,187.971946
2015-02-21 10:00:00,245.73285714,245.74,244.9,245.21716469999998,99.72530400000001
2015-02-21 11:00:00,244.91,245.91698457,244.7,245.91698457,26.957659180000004
2015-02-21 12:00:00,245.28,246.58510658,245.28,245.94971284,122.64234188000002
2015-02-21 13:00:00,245.9095309,246.10130233,245.11,245.24,132.49972428
2015-02-21 14:00:00,245.22385972,245.54353140000003,244.5016536,244.985,268.1965706599999
2015-02-21 15:00:00,245.09947733,245.58857841,244.01226825,245.07717006,201.99280249999995
2015-02-21 16:00:00,245.35217205,245.81156000000001,244.99,245.69254545,220.62698453
2015-02-21 17:00:00,245.58960009,245.97479962,245.17954145,245.68569615,235.62651198999995
2015-02-21 18:00:00,245.66,246.09990519999997,244.54839122,244.55197323,521.0084110900001
2015-02-21 19:00:00,244.55,245.0798279,244.32117988,244.97706981,251.0266
2015-02-21 20:00:00,244.88869613,245.16600923,244.32970859,244.95755343,328.48497019999985
2015-02-21 21:00:00,245.20003109999996,245.84664603,244.82416719,245.16,544.7398897000002
2015-02-21 22:00:00,245.16,245.67720930000004,244.95268626,245.32667901,214.9465061000001
2015-02-21 23:00:00,245.33692308,245.99297783,245.24200000000002,245.89876077,292.04230000000007
2015-02-22 00:00:00,245.74207792,246.97996114,245.72,246.36740248,325.32484425
2015-02-22 01:00:00,246.50527083,246.99,246.35083453,246.35083453,367.63451895
2015-02-22 02:00:00,246.29459109,246.98698175,246.22505029,246.90430653,274.24576038
2015-02-22 03:00:00,246.72113951,247.44979381,245.92189652,245.92189652,279.16927767
2015-02-22 04:00:00,246.2013578,246.94426484,245.98832689,246.37567459,197.39417114
2015-02-22 05:00:00,246.21856502,246.90342043,246.21,246.31,75.48842891999999
2015-02-22 06:00:00,246.42,246.60909524,246.11,246.11,97.16799376000004
2015-02-22 07:00:00,246.22578381,246.68074201,246.13356121,246.56951467,141.13740451000004
2015-02-22 08:00:00,246.5972381,246.63,246.00004733,246.58168589,58.61649247000001
2015-02-22 09:00:00,246.46083333,246.71848421,245.88,246.09144995,70.02772614000001
2015-02-22 10:00:00,246.27654381,246.59029963,246.03,246.10335,110.03004780000002
2015-02-22 11:00:00,246.05,246.13,245.23,245.50747383,94.36188938999999
2015-02-22 12:00:00,245.44872909999998,245.44872909999998,244.45273751,245.23432772,249.9042330199999
2015-02-22 13:00:00,245.0275,245.61944891,244.50215616,244.50215616,116.95636012999998
2015-02-22 14:00:00,244.12908834,244.12908834,236.00126228,239.21110062,1467.40124511
2015-02-22 15:00:00,239.02678302,240.46184985,236.77264059,240.46184985,291.76186773000006
2015-02-22 16:00:00,240.04824973,244.83602632,239.23851006,242.65205882,437.5125799399999
2015-02-22 17:00:00,243.89,244.36732609,235.16412103,235.16412103,1118.0770395700004
2015-02-22 18:00:00,235.39369651,237.37329096,234.47323162,234.73528782,685.4430202199998
2015-02-22 19:00:00,234.96621795,237.02274408,234.92664527,236.90608768,562.7418676600001
2015-02-22 20:00:00,236.82186682,237.75520764,235.72618612,235.72618612,398.83071723
2015-02-22 21:00:00,235.95556038,236.44127428,235.48639316,235.83863444,322.8595953999999
2015-02-22 22:00:00,236.67421905,236.82292979,235.37765561,236.66695265,290.77530222
2015-02-22 23:00:00,236.74929446,237.17696372,236.69662694,236.79243532,247.15633739000003
2015-02-23 00:00:00,236.96671271,237.39687498,236.72421269,237.39687498,264.16772899
2015-02-23 01:00:00,237.49910840000004,238.93999938,237.25,238.78941459,329.58590000000004
2015-02-23 02:00:00,238.79605944,238.98535519,236.98767195,238.40180343,331.19138595
2015-02-23 03:00:00,238.4,239.05758969,236.59509440000002,237.21389781,418.8041508100001
2015-02-23 04:00:00,237.59693152,238.53676533,236.53768922,237.64789421,250.46702654000003
2015-02-23 05:00:00,237.62417753,238.19286382,236.97355033,237.65,119.90993433
2015-02-23 06:00:00,237.64542522,238.63862593,237.17911504,238.39482559,104.99570008000003
2015-02-23 07:00:00,238.38,238.87310812,236.51345780000003,237.0988,177.70898219
2015-02-23 08:00:00,237.02,237.37332405,236.02432409,237.12,145.93336935
2015-02-23 09:00:00,237.13454734,237.91833069,235.86734182,236.67302765,215.72440810000003
2015-02-23 10:00:00,236.47776267,236.73278161,234.74264745,236.27937681,151.34116803999999
2015-02-23 11:00:00,236.7771227,236.97,233.38673319,234.10875191,180.98094011
2015-02-23 12:00:00,234.08549448,234.64667182,232.49837616,232.75104128,496.29143457000004
2015-02-23 13:00:00,232.92351152,235.75,232.7152381,235.75,376.94202752000007
2015-02-23 14:00:00,235.43220995,237.01128593,235.43220995,236.69567473,472.67956568999995
2015-02-23 15:00:00,236.83717000000001,237.34477709,236.02178398,236.72156416,497.41228860999985
2015-02-23 16:00:00,236.74163583,238.00356823,236.48786076,237.52032904,519.5444028100001
2015-02-23 17:00:00,237.62952334,238.74765980000004,237.54744873,237.55380249,584.1040057900001
2015-02-23 18:00:00,237.74356874,238.39518856,237.43721351,237.78647181,372.41380570000007
2015-02-23 19:00:00,237.65494871,238.09395614,236.91286204,237.39,556.11984909
2015-02-23 20:00:00,237.39,239.99489552,237.39,238.29883563,1515.9003390700002
2015-02-23 21:00:00,238.49344138,240.23279633,237.84503251,239.68355965,898.31957414
2015-02-23 22:00:00,239.81051282,240.95313297,239.25827297,240.0134054,411.6832710799998
2015-02-23 23:00:00,239.82229451,239.84887589,238.41162319999998,239.47142586,635.9850696399999
2015-02-24 00:00:00,239.48458448,240.51872605,239.42278316,240.51872605,374.29511524000003
2015-02-24 01:00:00,240.57391899,240.83658817,239.25211017,240.21419886,442.30717065999994
2015-02-24 02:00:00,240.06953067,240.8993382,239.51179374,240.8993382,504.3834
2015-02-24 03:00:00,240.89283429,240.98483623,239.53555556,240.00829039,341.06985735
2015-02-24 04:00:00,240.02668891,240.54234479,239.54320865,239.70594737,315.31032366
2015-02-24 05:00:00,239.83843786,239.93998538,239.05163551,239.16533333,355.30879838
2015-02-24 06:00:00,239.41499551,239.50505691,237.2926014,238.25855669999999,316.0942719100001
2015-02-24 07:00:00,238.40100774,238.60590323,236.0922955,237.71196811,422.90170484999993
2015-02-24 08:00:00,237.6,238.79272763,237.50810592,238.49044333,111.37468673
2015-02-24 09:00:00,238.38716890000003,238.62915535,237.71748224,237.71748224,73.99234126
2015-02-24 10:00:00,237.775,237.88859088,236.80903607,237.60488775,95.09039999999999
2015-02-24 11:00:00,237.61827483,238.81281732,236.74709889,238.7,54.001160989999974
2015-02-24 12:00:00,238.59559259,239.22653487,238.22901489,239.15360177,363.51334699
2015-02-24 13:00:00,239.1559375,240.51863851,238.47351859,240.33403309999997,511.73629466000006
2015-02-24 14:00:00,240.70502246,240.96409794,238.18912653,238.87842735,465.62643139000005
2015-02-24 15:00:00,239.02650435,239.02650435,237.03997071,237.03997071,493.67309271000005
2015-02-24 16:00:00,237.81013236,239.00818592,237.61107667,238.70580447,424.3941227299998
2015-02-24 17:00:00,238.60371122,238.60926563,237.80567577,238.07265056,364.2546451
2015-02-24 18:00:00,238.10854286,240.03840678,238.10854286,240.03157939,469.31049992
2015-02-24 19:00:00,239.82704429999998,240.00349604,239.39693269,239.52026415,424.85376151000014
2015-02-24 20:00:00,239.53354369,239.84930703,238.55610416,239.61183784,485.8946279699999
2015-02-24 21:00:00,239.52274027,241.40144529,238.97471608,241.40144529,683.25520955
2015-02-24 22:00:00,240.99777932,241.06743213,240.0,240.03108696,355.04169421
2015-02-24 23:00:00,240.41315468,240.46631854,239.16912122,239.91448889,475.91536701
2015-02-25 00:00:00,239.83236536,240.98778202,239.70788631,240.30662388,476.00002288999997
2015-02-25 01:00:00,240.17816746,240.46196632,239.62577747,239.99865094,225.35613105
2015-02-25 02:00:00,240.1020337,240.39483650000003,239.11,240.04471484,226.11072112999997
2015-02-25 03:00:00,239.82858684,240.08815544,239.02821269999998,239.5384764,258.84652225
2015-02-25 04:00:00,239.73,240.09447472,239.34325609999996,240.04233399999998,413.45786286000003
2015-02-25 05:00:00,240.12058955,240.13905484,239.07148011,239.48000345,352.30442112000003
2015-02-25 06:00:00,239.54240385,239.83350427,238.52685803,238.84764416,265.25086903
2015-02-25 07:00:00,238.67395683,238.67581111,237.43627864,238.29,260.54655941000004
2015-02-25 08:00:00,238.29425306,238.30643529,237.01213531,237.44894737,149.67830518000002
2015-02-25 09:00:00,237.511036,237.58784099,236.10486009999997,236.46278571,259.67242225
2015-02-25 10:00:00,236.25,236.93,235.69715538,236.93,202.39689909999993
2015-02-25 11:00:00,236.92348571,238.05376264,236.76301925,237.58104762,132.40361782000002
2015-02-25 12:00:00,237.57006383,237.9419,236.11764469999997,237.35063791,373.56473378000015
2015-02-25 13:00:00,237.50635558,238.70414655,236.9910058,238.58197981,298.54349742999995
2015-02-25 14:00:00,238.12222743,238.72434653,238.02330109,238.56614254,253.07866118
2015-02-25 15:00:00,238.65903853,239.43294433,237.78068356,238.67812782,561.7772282799999
2015-02-25 16:00:00,238.69979866,239.3571018,238.44963744,239.22777778,348.94930668
2015-02-25 17:00:00,239.3,239.42712230000004,238.63866545,238.77033268,504.62091055
2015-02-25 18:00:00,238.93562091,238.93562091,238.56317789,238.69833328,291.0222873999999
2015-02-25 19:00:00,238.89719517,239.14989472,238.6977676,238.78933999999998,441.72664202000004
2015-02-25 20:00:00,238.89417909999997,239.09834952,238.22922313,238.43792841,354.2305820700001
2015-02-25 21:00:00,238.56631602,238.56631602,237.72091665,238.27173737,486.70708423
2015-02-25 22:00:00,238.25922005,238.44192264,238.15397159,238.18037396,430.1488191799999
2015-02-25 23:00:00,238.16009446,238.46940583,238.14428125,238.38607749,274.5107357800001
2015-02-26 00:00:00,238.27889277,238.46781563,238.1158765,238.4,222.49990175000002
2015-02-26 01:00:00,238.4,238.45156543,238.17722838,238.17722838,349.24361524000005
2015-02-26 02:00:00,238.28004778,238.35642568,237.05608335,237.08924541,459.78951781
2015-02-26 03:00:00,236.90548405,236.90548405,234.4849058,236.54110081,1008.16534929
2015-02-26 04:00:00,236.64860524,238.15524309,236.64860524,237.09747577,555.97990944
2015-02-26 05:00:00,237.18196672,237.73352131,237.07892857,237.50390930000003,212.60029471999994
2015-02-26 06:00:00,237.51996936,237.56599999999997,236.20942276,236.85175181,212.61767664
2015-02-26 07:00:00,236.71903821,237.37730818,235.81694672,236.27898466,317.7719920699998
2015-02-26 08:00:00,236.33,236.56923386,234.80476403,235.37745550000002,205.90548252
2015-02-26 09:00:00,235.38423448,236.31446207,235.25286385,235.25801872,194.11060917000003
2015-02-26 10:00:00,235.25961716,237.19232678,234.60087083,237.14979366,193.76880309000003
2015-02-26 11:00:00,237.02,237.64597391,236.55115829,237.10851,73.66402189
2015-02-26 12:00:00,236.82967449,237.56757682,235.82159151,237.11149716,382.6137767200001
2015-02-26 13:00:00,236.99572416,236.99572416,235.8775,236.53967442,155.72912099
2015-02-26 14:00:00,236.69434108,237.35443624,236.11530252,236.87048733,377.4143550200001
2015-02-26 15:00:00,236.89,237.47765319,236.89,237.45255579,225.06458186
2015-02-26 16:00:00,237.41405797,237.85702328,237.15040019,237.4801221,564.2509079
2015-02-26 17:00:00,237.48,237.98599027,237.27072124,237.79,359.46329600000007
2015-02-26 18:00:00,237.52315674,238.16314796,237.42557454,237.76641999,461.19021341000007
2015-02-26 19:00:00,237.73606196,238.00180257,237.53571791,238.00180257,511.26724249
2015-02-26 20:00:00,237.95200453,238.00233333,237.22937958,237.56137056,297.34363936000005
2015-02-26 21:00:00,237.57551724,237.57551724,235.99049632,236.85430155,487.93194717000006
2015-02-26 22:00:00,236.89314884,237.24213675,236.63851958,236.99510211,407.34032228000007
2015-02-26 23:00:00,236.82245258,237.36429145,236.70378859,237.17261969999996,314.13054963
2015-02-27 00:00:00,237.15121951,237.47282683,236.58908677,236.98439431,368.1890399999999
2015-02-27 01:00:00,236.86,237.47508593,236.60646439,236.90284616,375.05038084000006
2015-02-27 02:00:00,236.92118045,237.48076463,236.81903895,237.39156863,266.80237909999994
2015-02-27 03:00:00,237.47,252.72365094,237.39,252.72365094,2130.8912720199996
2015-02-27 04:00:00,251.12280138,256.98745953,248.85505395,251.68422147,3556.7691221500004
2015-02-27 05:00:00,251.86120996,255.63382941,251.78487038,252.59086207,1659.4152604200008
2015-02-27 06:00:00,252.24579280000003,252.36111002,247.84220333,249.28799999999998,1248.6685871899997
2015-02-27 07:00:00,249.51040783,253.57795409,249.51040783,251.89061976,1143.9367807200001
2015-02-27 08:00:00,252.00311469,254.96097509,251.17886126,251.52857117,489.3450989500001
2015-02-27 09:00:00,251.94202869,252.88455939,249.59662528,249.70484314,197.56277830000002
2015-02-27 10:00:00,249.72378315,253.28732132,249.72378315,253.05974931,235.07835764999987
2015-02-27 11:00:00,252.59697485,253.07,251.21725777,252.32467435,152.73572332
2015-02-27 12:00:00,252.31914175,256.02655155,251.30911551,254.50953462,1142.12355949
2015-02-27 13:00:00,254.35918548,254.50600010000002,251.04322569,251.24558739999998,557.74644648
2015-02-27 14:00:00,251.35648711,254.27177828,251.35498571,253.29736232,789.9925511899997
2015-02-27 15:00:00,253.01552032,253.93847915,252.0149758,253.12736797,540.6913562999998
2015-02-27 16:00:00,253.15931811,254.60528966,253.09830966,254.49949966,548.8000392199999
2015-02-27 17:00:00,254.50190303,254.91991667,253.83823709,254.64545455,636.74980253
2015-02-27 18:00:00,254.68,257.1385686,254.53549773,257.1385686,631.8020088600001
2015-02-27 19:00:00,257.21066394,258.81265894,256.13235864,256.22737322,1091.5162312400003
2015-02-27 20:00:00,256.31184125,256.91757867,255.26441467,256.27594194,648.8301184000002
2015-02-27 21:00:00,256.32260638,256.80807703,254.18383723,256.44527178,848.59872183
2015-02-27 22:00:00,256.26129188,257.28376646,255.33410313,256.97263048,646.4281812400001
2015-02-27 23:00:00,257.06930593,257.12961634,254.12681087,254.31470713,793.3734009699998
2015-02-28 00:00:00,254.43274038,256.64907054,253.80893318,254.79893628,603.21300545
2015-02-28 01:00:00,254.76370729,254.92021595,253.26751302,253.54195498,427.71442893
2015-02-28 02:00:00,253.58646111,253.98894389,251.27732613,251.91831504,604.57567292
2015-02-28 03:00:00,252.0948973,253.84085561,251.37185714,253.84085561,302.02986874999993
2015-02-28 04:00:00,253.40373946,253.61,251.73218415,252.71,327.73616552999994
2015-02-28 05:00:00,252.77105864,253.81839799,251.87892702,253.60254972,351.44988422
2015-02-28 06:00:00,253.68913043,253.68913043,250.96023077,252.36331864,670.29650118
2015-02-28 07:00:00,252.46541025,253.08991043,251.77438446,252.49388889,255.10924018000003
2015-02-28 08:00:00,252.20952290000002,252.69112403,251.49555254,252.18,199.74790548
2015-02-28 09:00:00,251.76069983,254.44126339,251.76069983,254.11377026,385.9790873
2015-02-28 10:00:00,254.06,254.24634632,252.24703041,253.06049423,70.69389172999999
2015-02-28 11:00:00,253.05356005,253.63550497,252.69750127,253.63550497,87.95517363999998
2015-02-28 12:00:00,253.49297644,254.57,252.99460917,254.43,111.12596309
2015-02-28 13:00:00,254.43,254.62708216,252.40784002,253.66845914,161.9655855999999
2015-02-28 14:00:00,253.4256,253.59422857,252.24102981,253.09042453,149.7190394
2015-02-28 15:00:00,253.18249024,253.74134312,252.81883543,253.3925914,173.52449779000003
2015-02-28 16:00:00,253.45170607,253.81481822,252.39729113,253.65126557,222.94211919999995
2015-02-28 17:00:00,253.72,254.41557426,253.31986285,253.83526206,310.0443539
2015-02-28 18:00:00,254.19846711,255.09617069,254.19846711,254.93173799,411.4432482599999
2015-02-28 19:00:00,254.75,254.90539737,253.26437269,253.57772409999998,241.37766923
2015-02-28 20:00:00,253.93112212,254.98167276,253.93112212,254.83825382,439.0565421200001
2015-02-28 21:00:00,254.81963880000004,256.27999288,254.63684667,255.5,428.56479613000005
2015-02-28 22:00:00,255.31392405,256.06294349,255.02007634,255.11,301.60383980000006
2015-02-28 23:00:00,255.11793711,255.84923034,255.11793711,255.66087954,248.60400524000002
2015-03-01 00:00:00,255.73909091,255.73909091,254.29068977,254.96,331.0871538800001
2015-03-01 01:00:00,254.99,254.99,254.43263754,254.55857143,224.47826859999998
2015-03-01 02:00:00,254.47668382,254.47668382,254.04125996,254.41863951,210.44707045000004
2015-03-01 03:00:00,254.44,255.30298009999998,254.30747248,254.70564894,225.93031556
2015-03-01 04:00:00,254.80029572,255.04562939,254.68333333,255.00544334,204.97200407
2015-03-01 05:00:00,255.20203355,255.34527778,254.75226228,254.75226228,227.08732881999998
2015-03-01 06:00:00,254.91587236,254.91587236,254.62228664,254.87,189.14393055000002
2015-03-01 07:00:00,254.88,254.95,254.58875969,254.58875969,124.81876559999999
2015-03-01 08:00:00,254.52250130000002,254.79077155,254.12235294,254.33163713,184.17238939
2015-03-01 09:00:00,254.63545455,254.66614346,254.04,254.13056521,93.31105508999998
2015-03-01 10:00:00,254.18,254.52209236,253.94398557,254.13,92.61859377999998
2015-03-01 11:00:00,254.18,254.58941935,254.04,254.32079937,27.709000000000007
2015-03-01 12:00:00,253.79891433,253.79891433,245.57289236,247.78748230000002,1207.1090313999998
2015-03-01 13:00:00,247.37316483,248.51755556,247.1,247.9890119,259.17875488
2015-03-01 14:00:00,247.86104583,249.07309242,247.86104583,248.65124603,169.53808245
2015-03-01 15:00:00,248.91117975,250.14846119,248.71763145,249.02836903,377.46520088999995
2015-03-01 16:00:00,249.02512553,249.02512553,247.32993666,248.43095541,403.9554687799999
2015-03-01 17:00:00,248.85552587,249.69024496,248.63361449,249.1097457,305.6430349800001
2015-03-01 18:00:00,249.00716754,249.92561757,249.00716754,249.48852104,465.95217418999994
2015-03-01 19:00:00,249.48145946,249.67395789,248.91097258,248.97243243,213.91580245
2015-03-01 20:00:00,248.61300292,249.71378863,248.43322659,249.48046459,488.65526160999997
2015-03-01 21:00:00,249.32,260.2611441,249.12829845,259.06379832,1925.0058672399998
2015-03-01 22:00:00,258.36261651,261.33175963,255.47957664,259.04319361,1501.3483707900002
2015-03-01 23:00:00,259.28728605,261.73101468,257.86453178,260.25735113,966.0326344599999
2015-03-02 00:00:00,260.38196161,261.43924158,257.92494863,260.01320273,723.0805940099999
2015-03-02 01:00:00,259.7369935,260.0504958,258.57015175,258.72716049,455.85887140000006
2015-03-02 02:00:00,258.6696501,259.49884946,258.22738356,259.49884946,322.27062068
2015-03-02 03:00:00,259.06737206,260.99252903,259.04319611,260.95866744,485.56505049000003
2015-03-02 04:00:00,260.84219341,262.79254403,259.66605992,260.71059731,561.3358377499999
2015-03-02 05:00:00,260.57563095,262.42967464,260.24046647,261.03095092,824.1369126899998
2015-03-02 06:00:00,261.00571698,262.98367182,259.67846068,262.50907195,692.8583346300001
2015-03-02 07:00:00,262.37196136,262.38445359,260.9,261.62419355,549.9131625100001
2015-03-02 08:00:00,261.77,262.09951828,261.15150264,261.18929252,240.88597537000004
2015-03-02 09:00:00,260.96004089,261.42957788,260.52062592,261.17,246.08225729000003
2015-03-02 10:00:00,260.91720563,261.43568891,260.56,260.85400000000004,149.40917278000003
2015-03-02 11:00:00,260.64171137,261.09276748,258.88815962,259.98113573,305.8453692000001
2015-03-02 12:00:00,260.16778068,261.63490196,258.01008222,261.20316667,453.85353760999993
2015-03-02 13:00:00,261.63101429,261.63101429,261.05584,261.41722222,248.14123407000002
2015-03-02 14:00:00,261.3,261.7479437,260.35125443,261.04208089,461.17851587999996
2015-03-02 15:00:00,261.19673119,262.5317207,261.11,262.48413008,554.7391102400001
2015-03-02 16:00:00,262.40277829,264.98928977,262.40277829,263.65797714,1173.2677606299994
2015-03-02 17:00:00,263.84756643,264.85757032,263.0267281,264.59043475,1147.89918479
