timedate,open,high,low,close,volume
2015-02-22,239.02969071,248.17838863,232.49718491,236.79243532,62323.44524045982
2015-03-01,236.96671271,261.73101468,232.49837616,260.25735113,75954.36890378971
2015-03-08,260.38196161,289.04002974,257.92494863,275.49992362,86382.36198525927
2015-03-15,275.47,299.07425567,275.07567828,287.99736402,74305.82086218022
2015-03-22,287.99977496,294.97905119,249.94546019999999,269.30059476,73307.37534075016
2015-03-29,269.4218479,272.15227191,235.2584964,243.68653999999998,78977.59279660918
2015-04-05,243.56643674,261.87648826,238.04846828,261.80299977,57696.65964589029
2015-04-12,261.70934055,263.0,232.47232630000002,237.55,55186.7278348001
2015-04-19,237.56937377,237.99016502,217.06657303,224.04554897,60838.699996510106
2015-04-26,224.54504052,238.41367419,215.65548329,221.26140769,54677.42310127027
2015-05-03,221.28558303,242.95424986,218.93624791,240.82605595,61966.94011949983
2015-05-10,240.94350081,247.59792958,228.61192139,241.57,56862.72855956994
2015-05-17,241.57,245.31065425,232.88078338,237.10985046,55452.25547272954
2015-05-24,237.18679714,242.0,231.59299179,240.81452133,45659.936321199966
2015-05-31,240.82270505,241.37750049,229.56,230.19652232,44916.784869849755
2015-06-07,230.20844502,230.99,221.59,223.89,48917.609948189995
2015-06-14,223.87113069,235.0,223.71030544,233.6,41393.11228049993
2015-06-21,233.6,258.73862067,233.6,244.64598417,51062.96370953039
2015-06-28,244.68176387,252.14758711,239.74552984,249.10847039,41248.08111928991
2015-07-05,249.10765486,275.15112186,249.1,271.95516295,69741.31389862983
2015-07-12,271.83976519,316.42657446,264.56548838,312.18978843,71062.39464511005
2015-07-19,312.31833069,312.65911019,272.65476552,275.47025568,52907.70720394977
2015-07-26,275.46167432,294.3,273.67849144,293.89,38027.97767351008
2015-08-02,293.87399543,297.8682008,277.33825688,282.60152466,38236.03643658999
2015-08-09,282.62,286.46337164,260.40607105,267.73877074,39828.501417889835
2015-08-16,267.58142981,272.34820013,255.82453231,259.2,42377.00855916992
2015-08-23,259.2,261.38292466,205.91538262,229.21319243,62844.14794307007
2015-08-30,229.23996659999997,235.77421649,199.03113332,229.35729046,75792.14925125976
2015-09-06,229.44234043,244.74303382,225.45174049,241.28887796,52034.08798227013
2015-09-13,241.25913803,246.95796800000002,229.76352758,230.82031939,46122.79449398984
2015-09-20,230.83,235.05274772,227.08589872,232.21897615,47025.64248438948
2015-09-27,232.2853863,237.5192193,224.77263995,233.53799094,51302.93308661
2015-10-04,233.53,241.03492493,233.53,239.87,44617.03910269
2015-10-11,239.8954185,249.89840843,237.71192956,249.01078719,51158.51100650013
2015-10-18,249.01,274.78507455,244.86,264.99899519,57537.17082288012
2015-10-25,265.0,295.87897799999996,262.54483544,285.06877737,57380.226327609875
