,timedate,open,high,low,close,volume,12h_GAIN,12h_TREND,12h_TRENDPoint1,12h_TRENDPoint3,12h_TRENDPoint5,12h_TRENDPoint7,12h_TREND1,12h_TREND1Point3,12h_TREND1Point6,12h_TREND2,12h_TREND2Point5,12h_TREND3,12h_CDLMARUBOZU,12h_CDLRICKSHAWMAN,12h_CDLCLOSINGMARUBOZU,12h_CMO1,12h_CMO2,12h_RSI1,12h_RSI2,12h_STOCH1,12h_STOCH2,12h_STOCH3,12h_STOCH4,12h_CDLHIKKAKE,12h_CDLMATHOLD,12h_CDLBREAKAWAY,12h_CDLDOJI,12h_CDLDOJISTAR,12h_CDLSHOOTINGSTAR,12h_WILLR1,12h_WILLR2,12h_TRIX1,12h_TRIX2,12h_STOCHF1,12h_STOCHF2,12h_STOCHF3,12h_STOCHF4,12h_CDLHIKKAKEMOD,12h_CDLLADDERBOTTOM,12h_CDLRISEFALL3METHODS,12h_CDLDRAGONFLYDOJI,12h_CDLGRAVESTONEDOJI,12h_CDLHANGINGMAN,12h_AROONOSC1,12h_AROONOSC2,12h_PPO1,12h_MFI1,12h_MFI2,12h_CDLTASUKIGAP,12h_CDLCONCEALBABYSWALL,12h_CDLXSIDEGAP3METHODS,12h_CDLHAMMER,12h_CDLINVERTEDHAMMER,12h_CDLLONGLINE,12h_CDLLONGLEGGEDDOJI,12h_PPO2,12h_PPO3,12h_PPO4,12h_CDLADVANCEBLOCK,12h_CDL2CROWS,12h_CDL3LINESTRIKE,12h_CDLSTALLEDPATTERN,12h_CDLTAKURI,12h_CDLSPINNINGTOP,12h_CDLSHORTLINE,12h_HT_DCPERIOD,12h_HT_DCPHASE,12h_HT_PHASOR1,12h_HT_PHASOR2,12h_CDL3BLACKCROWS,12h_CDLUNIQUE3RIVER,12h_CDL3WHITESOLDIERS,12h_CDLENGULFING,12h_CDLKICKING,12h_CDLKICKINGBYLENGTH,12h_HT_SINE1,12h_HT_SINE2,12h_HT_TRENDMODE,12h_ULTOSC1,12h_ULTOSC2,12h_CDLIDENTICAL3CROWS,12h_CDLTRISTAR,12h_CDL3OUTSIDE,12h_CDLMATCHINGLOW,12h_CDLGAPSIDESIDEWHITE,12h_CDLDARKCLOUDCOVER,12h_CCI1,12h_CCI2,12h_STOCHRSI1,12h_STOCHRSI2,12h_STOCHRSI3,12h_STOCHRSI4,12h_ADX1,12h_ADX2,12h_DX1,12h_DX2,12h_CDLMORNINGSTAR,12h_CDL3INSIDE,12h_CDLINNECK,12h_CDLONNECK,12h_CDLBELTHOLD,12h_CDLCOUNTERATTACK,12h_CDLHARAMICROSS,12h_CDL3STARSINSOUTH,12h_CDLEVENINGDOJISTAR,12h_CDLMORNINGDOJISTAR,12h_CDLUPSIDEGAP2CROWS,12h_CDLSEPARATINGLINES,12h_CDLTHRUSTING,12h_CDLHARAMI,12h_CDLHOMINGPIGEON,12h_CDLPIERCING,12h_CDLABANDONEDBABY,12h_CDLEVENINGSTAR,12h_CDLHIGHWAVE,12h_CDLSTICKSANDWICH
800,2016-03-23 12:00:00,417.34102263,418.93351072,414.19134684,417.53,3966.768376769997,-0.0056,0,DOWN,DOWN,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.125,0.0395,0.5625,0.5197,0.8898,0.9105,0.5379,0.6236,0.0,0.0,0.0,1.0,0.0,0.0,-0.127,-0.1266,0.0001,0.0066,0.9105,0.8717,0.6236,0.873,0.0,0.0,0.0,0.0,0.0,0.0,-0.1429,-0.1429,-0.0019,0.579,0.564,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0099,0.2219,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2281,0.1921,-0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.9345,0.9124,0,0.5945,0.5808,0.0,0.0,0.0,0.0,0.0,0.0,0.0706,0.0768,1.0,1.0,0.5206,0.9506,0.2536,0.1483,0.1962,0.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
801,2016-03-24 00:00:00,417.53,417.70589659,413.76089811,415.20827887,1926.4109109600013,-0.0101,0,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,EITHER,EITHER,0.0,0.0,0.0,0.035,0.0214,0.5175,0.5107,0.8735,0.785,0.5482,0.6559,0.0,0.0,0.0,0.0,0.0,0.0,-0.2619,-0.1825,0.0001,0.0065,0.785,0.5297,0.6559,0.7381,0.0,0.0,0.0,0.0,0.0,0.0,-0.1429,-0.0952,-0.0028,0.5271,0.5809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0084,0.2217,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2235,0.258,0.0001,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.9987,0.6706,0,0.6079,0.5837,0.0,0.0,0.0,0.0,0.0,0.0,0.0499,0.0562,0.8198,0.4594,0.6017,0.6925,0.2503,0.1489,0.2072,0.1716,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,2016-03-24 12:00:00,415.16121323,416.89794514,410.97933127,410.97933127,3522.214147430001,0.0063,1,UP,UP,UP,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,0.0,0.0,-1.0,-0.1054,-0.0108,0.4473,0.4946,0.7209,0.4671,0.5608,0.6618,0.0,0.0,0.0,0.0,0.0,0.0,-0.4844,-0.2737,-0.0,0.0065,0.4671,0.0,0.6618,0.4922,0.0,0.0,0.0,0.0,0.0,0.0,-0.1429,-0.0952,-0.0036,0.4411,0.5518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0073,0.2216,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2187,0.3223,0.0004,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.8986,0.3252,0,0.5582,0.5612,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0156,0.4865,0.0,0.608,0.2343,0.2521,0.1498,0.2764,0.1887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,2016-03-25 00:00:00,412.86545351,415.70416936,411.22597277,415.45375119,1923.043149470005,0.0023,1,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,1.0,0.0426,0.0226,0.5213,0.5113,0.5387,0.3641,0.5774,0.693,0.0,0.0,0.0,0.0,0.0,0.0,-0.2119,-0.146,-0.0001,0.0064,0.3641,0.5625,0.693,0.7881,0.0,0.0,0.0,0.0,0.0,0.0,0.7143,-0.0714,-0.0029,0.4966,0.5708,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.0061,0.2213,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2149,0.4421,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.356,-0.409,0,0.5774,0.5703,0.0,0.0,0.0,0.0,0.0,0.0,0.0361,0.0375,0.3672,0.6423,0.6967,0.7096,0.2539,0.1507,0.2764,0.1887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,2016-03-25 12:00:00,415.4905601,416.7910643,414.43349447,416.43723685,2890.460494529999,-0.0031,0,DOWN,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.072,0.0298,0.536,0.5149,0.4158,0.4162,0.6042,0.7509,-0.5,0.0,0.0,0.0,0.0,0.0,-0.1788,-0.1214,-0.0001,0.0064,0.4162,0.6862,0.7509,0.848,0.0,0.0,0.0,0.0,0.0,-1.0,0.7143,0.3095,-0.0015,0.6121,0.6011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0047,0.221,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2127,0.5184,0.0005,-0.0003,0.0,0.0,0.0,0.0,0.0,0.0,-0.1152,-0.7839,0,0.5579,0.5798,0.0,0.0,0.0,0.0,0.0,0.0,0.0694,0.0649,0.4707,0.7699,0.7496,0.821,0.252,0.1514,0.2278,0.1787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,2016-03-26 00:00:00,416.42666252,417.77,414.49972845,415.14,1965.0708133299993,0.0044,1,UP,UP,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0272,0.0196,0.5136,0.5098,0.4669,0.6205,0.6364,0.7706,0.0,0.0,0.0,0.0,0.0,0.0,-0.2718,-0.1538,-0.0001,0.0063,0.6205,0.6127,0.7706,0.7282,0.0,0.0,0.0,0.0,0.0,0.0,0.5714,0.3095,-0.0006,0.5602,0.6196,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0031,0.2207,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2107,0.5753,0.0003,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,-0.4554,-0.9516,0,0.5151,0.5742,0.0,0.0,0.0,0.0,0.0,0.0,0.0589,0.0618,0.6625,0.5754,0.7357,0.7022,0.2472,0.1518,0.1842,0.1697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,2016-03-26 12:00:00,415.15,417.30127909,414.746238,416.96918767,1943.56724357,0.0018,1,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0852,0.0334,0.5426,0.5167,0.5879,0.727,0.6694,0.7779,0.0,0.0,0.0,0.0,0.0,0.0,-0.1664,-0.1238,-0.0001,0.0063,0.727,0.8821,0.7779,0.8593,0.0,0.0,0.0,0.0,0.0,0.0,0.5714,0.3095,-0.0,0.6283,0.6609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015,0.2206,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2079,0.6138,0.0,-0.0006,0.0,0.0,0.0,0.0,0.0,0.0,-0.6555,-0.9975,0,0.5252,0.5779,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0711,0.7818,1.0,0.7415,0.9087,0.2427,0.1523,0.1842,0.1697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,2016-03-27 00:00:00,416.91166327,417.77,416.40544761,417.67,1042.1410452600003,0.0182,1,UP,UP,UP,UP,UP,UP,UP,UP,UP,UP,0.0,0.0,0.0,0.1072,0.0387,0.5536,0.5193,0.7246,0.8265,0.699,0.7857,-0.5,0.0,0.0,0.0,0.0,0.0,-0.107,-0.1498,-0.0,0.0062,0.8265,0.9847,0.7857,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.3571,0.2857,0.0011,0.6172,0.6539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,0.2203,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2052,0.6403,-0.0003,-0.0003,0.0,0.0,0.0,0.0,0.0,0.0,-0.7715,-0.9954,1,0.5246,0.5658,0.0,0.0,0.0,0.0,0.0,0.0,0.0878,0.0919,0.8585,1.0,0.7509,0.9882,0.2368,0.1526,0.1612,0.1652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,2016-03-27 12:00:00,417.67,426.5,417.14849457,425.27444214,3959.684475579999,-0.0028,0,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.303,0.0939,0.6515,0.547,0.8251,0.9217,0.7238,0.7952,0.0,0.0,0.0,0.0,0.0,0.0,-0.0633,-0.0416,0.0002,0.0062,0.9217,0.8984,0.7952,0.9367,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.9762,0.0024,0.6302,0.6544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.2201,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2045,0.6221,-0.0002,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,-0.6942,-0.9998,1,0.6305,0.5864,0.0,0.0,0.0,0.0,0.0,0.0,0.2295,0.225,1.0,1.0,0.7571,1.0,0.2316,0.151,0.1637,0.0857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,2016-03-28 00:00:00,425.05117800000005,425.05117800000005,421.64159666,423.87159925,1993.6631638800031,-0.0027,0,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.2486,0.0822,0.6243,0.5411,0.8788,0.888,0.7428,0.7942,0.0,0.0,0.0,0.0,0.0,0.0,-0.1421,-0.1096,0.0005,0.0061,0.888,0.781,0.7942,0.8643,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.9762,0.0042,0.692,0.6506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.2197,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2055,0.5194,0.0001,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,-0.1219,-0.788,1,0.7194,0.5842,0.0,0.0,0.0,0.0,0.0,0.0,0.2135,0.2293,0.9343,0.8028,0.7834,0.903,0.2268,0.1494,0.1637,0.0857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
810,2016-03-28 12:00:00,424.03898489,424.23829188,419.77596711,422.8916879,4023.799695250001,-0.0166,0,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,0.0,0.0,0.0,0.2106,0.0739,0.6053,0.537,0.8669,0.7908,0.759,0.8016,0.5,0.0,0.0,0.0,0.0,0.0,-0.2325,-0.1504,0.0008,0.0061,0.7908,0.693,0.8016,0.805,0.0,0.0,0.0,0.0,0.0,0.0,0.8571,0.4286,0.0054,0.5855,0.6122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.2191,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2062,0.4236,0.0001,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.4618,-0.3007,1,0.688,0.6055,0.0,0.0,0.0,0.0,0.0,0.0,0.1381,0.1851,0.8226,0.665,0.8584,0.8349,0.2169,0.1482,0.0882,0.0995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,2016-03-29 00:00:00,422.8916879,424.58677044,415.87,415.87,2271.8185354,0.0018,1,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,-1.0,-0.0197,0.017,0.4901,0.5085,0.7234,0.4913,0.7723,0.782,0.0,0.0,0.0,0.0,0.0,0.0,-0.6849,-0.4432,0.0011,0.0061,0.4913,0.0,0.782,0.3151,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0.4286,0.0054,0.5167,0.5912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.2183,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2058,0.4251,0.0002,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.4536,-0.3095,1,0.5346,0.5682,0.0,0.0,0.0,0.0,0.0,0.0,0.0329,0.0945,0.4892,0.0,0.8154,0.3648,0.205,0.1477,0.0506,0.1277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812,2016-03-29 12:00:00,415.64879108,416.4871685,409.82829338,416.39,5192.299171099994,-0.0076,0,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0045,0.0209,0.4978,0.5105,0.5481,0.3622,0.7774,0.7381,0.0,0.0,0.0,0.0,0.0,0.0,-0.6064,-0.4215,0.0013,0.006,0.3622,0.3936,0.7381,0.3936,0.0,0.0,0.0,0.0,0.0,0.0,-0.2857,0.4286,0.0052,0.404,0.5867,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0069,0.2173,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2042,0.4614,0.0003,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.2402,-0.5165,1,0.6126,0.5841,0.0,0.0,0.0,0.0,0.0,0.0,-0.0822,-0.0166,0.2374,0.0472,0.7506,0.3027,0.2059,0.1482,0.217,0.1689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,2016-03-30 00:00:00,416.4,416.41,411.84078542,413.23532018,2023.6257559300032,-0.0005,0,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0931,-0.0039,0.4535,0.4981,0.3531,0.2058,0.768,0.6666,0.0,0.0,0.0,0.0,0.0,0.0,-0.7956,-0.553,0.0014,0.006,0.2058,0.2238,0.6666,0.2044,0.0,0.0,0.0,0.0,0.0,0.0,-0.2857,0.4286,0.0047,0.3573,0.5711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.2155,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2019,0.5231,0.0005,0.0003,0.0,0.0,0.0,-1.0,0.0,0.0,-0.1445,-0.8019,0,0.5742,0.5614,0.0,0.0,0.0,0.0,0.0,0.0,-0.0823,-0.0293,0.0157,0.0,0.671,0.0659,0.2066,0.1487,0.217,0.1689,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,2016-03-30 12:00:00,413.1352211,413.24467959,408.66429782,412.91928078,3967.50127665,0.0029,1,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.1017,-0.0063,0.4492,0.4968,0.2876,0.2949,0.7504,0.6122,0.5,0.0,0.0,1.0,1.0,0.0,-0.7614,-0.5662,0.0015,0.006,0.2949,0.2672,0.6122,0.2386,0.0,0.0,0.0,1.0,0.0,0.0,-0.4286,0.4286,0.0042,0.3577,0.5417,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0094,0.2144,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1992,0.6353,0.0006,-0.0003,0.0,0.0,0.0,0.0,0.0,0.0,-0.7513,-0.9979,1,0.5944,0.5822,0.0,0.0,-1.0,1.0,0.0,0.0,-0.1161,-0.0845,0.0157,0.0,0.5627,0.0422,0.2128,0.1497,0.2926,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,2016-03-31 00:00:00,412.81971569,416.0,412.81971569,414.0,2379.8609215999986,0.0049,1,UP,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0644,0.0023,0.4678,0.5012,0.2587,0.2754,0.7251,0.55,0.0,0.0,0.0,0.0,0.0,0.0,-0.7008,-0.5211,0.0016,0.0059,0.2754,0.3351,0.55,0.2992,0.0,0.0,0.0,0.0,0.0,0.0,-0.4286,0.4286,0.0044,0.4142,0.5608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.2135,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1955,0.7177,0.0003,-0.0009,0.0,0.0,0.0,1.0,0.0,0.0,-0.9795,-0.8351,0,0.543,0.588,0.0,0.0,0.0,0.0,0.0,0.0,-0.0533,-0.0192,0.0398,0.1193,0.4549,0.1252,0.2108,0.15,0.1856,0.1637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,2016-03-31 12:00:00,414.01,417.52877291,413.84770382,416.02806583,3050.5936127800014,-0.0007,0,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0037,0.0186,0.5018,0.5093,0.3493,0.4777,0.693,0.4966,0.0,0.0,0.0,0.0,0.0,0.0,-0.5871,-0.4366,0.0016,0.0059,0.4777,0.8307,0.4966,0.4129,0.0,0.0,0.0,0.0,0.0,0.0,-0.4286,0.4286,0.0054,0.4977,0.5526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123,0.2127,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1918,0.7901,-0.0002,-0.0009,0.0,0.0,0.0,0.0,0.0,0.0,-0.9684,-0.5084,0,0.558,0.5973,0.0,0.0,1.0,0.0,0.0,0.0,-0.0255,0.0193,0.3731,1.0,0.365,0.2808,0.2051,0.15,0.1298,0.1493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,2016-04-01 00:00:00,416.00018045,416.94778505,414.34142728,415.69,2126.858898910001,0.0047,1,UP,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,1.0,0.0,-0.0077,0.0158,0.4961,0.5079,0.4686,0.6528,0.6531,0.4363,0.0,0.0,0.0,1.0,0.0,0.0,-0.6061,-0.4507,0.0016,0.0059,0.6528,0.7926,0.4363,0.3939,0.0,0.0,0.0,0.0,0.0,0.0,-0.4286,0.4286,0.0053,0.4459,0.5306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0136,0.2119,,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.1904,0.8634,-0.0005,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,-0.7569,-0.0731,0,0.539,0.5827,0.0,0.0,0.0,0.0,0.0,0.0,-0.0322,0.0178,0.6704,0.8918,0.2838,0.2538,0.1997,0.15,0.1298,0.1493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
818,2016-04-01 12:00:00,415.71839341,417.68,415.34307098,417.68,3428.3383513400045,0.0042,1,UP,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.06,0.032,0.53,0.516,0.6683,0.8744,0.6089,0.3964,-0.5,0.0,0.0,0.0,0.0,0.0,-0.4945,-0.3677,0.0016,0.0058,0.8744,1.0,0.3964,0.5055,0.0,0.0,0.0,0.0,0.0,0.0,-0.4286,0.4286,0.0048,0.4535,0.5296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.2112,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1919,-0.0601,-0.0006,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3687,0.3966,0,0.6558,0.5799,0.0,0.0,0.0,0.0,0.0,0.0,-0.0046,0.0532,0.9639,1.0,0.2305,0.4088,0.1926,0.1498,0.101,0.1422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819,2016-04-02 00:00:00,417.72694385,420.5,417.56228175,419.5,2119.5408763599985,0.0012,1,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.1183,0.0468,0.5591,0.5234,0.8049,0.8875,0.5614,0.3745,0.0,0.0,0.0,0.0,0.0,0.0,-0.3925,-0.2918,0.0017,0.0058,0.8875,0.8698,0.3745,0.6075,0.0,0.0,0.0,0.0,0.0,0.0,-0.4286,0.4286,0.0048,0.5054,0.5512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159,0.2104,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1931,0.0263,-0.0005,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.1648,0.814,0,0.614,0.5814,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.1088,0.9639,1.0,0.2511,0.5296,0.1792,0.149,0.0043,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,2016-04-02 12:00:00,419.43576088,419.97737136,418.77559138,419.93537429,2004.0600420399994,-0.0005,0,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.1322,0.0503,0.5661,0.5251,0.8967,0.9283,0.5201,0.4097,0.0,0.0,0.0,0.0,0.0,0.0,-0.3681,-0.2737,0.0018,0.0057,0.9283,0.9151,0.4097,0.6319,0.0,0.0,0.0,0.0,0.0,0.0,-0.4286,0.4286,0.0044,0.5064,0.5764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0166,0.2096,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1923,0.1147,-0.0002,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.9979,0,0.6621,0.5862,0.0,0.0,0.0,0.0,0.0,0.0,0.0445,0.1131,1.0,1.0,0.2839,0.5649,0.1667,0.1482,0.0043,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,2016-04-03 00:00:00,419.94950217,420.37163297,419.01291886,419.72399091,1358.616579529999,0.0011,1,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,1.0,0.0,0.1229,0.0484,0.5615,0.5242,0.9007,0.8863,0.4864,0.4349,-0.5,0.0,0.0,1.0,0.0,0.0,-0.3799,-0.2825,0.0019,0.0057,0.8863,0.874,0.4349,0.6201,0.0,0.0,0.0,0.0,0.0,0.0,-0.4286,0.4286,0.004,0.5104,0.5735,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0172,0.2088,,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.1902,0.1986,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.9483,0.895,0,0.6186,0.5782,0.0,0.0,0.0,0.0,0.0,0.0,0.0419,0.1105,0.978,0.934,0.3439,0.5456,0.1562,0.1473,0.0195,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
