,timedate,open,high,low,close,Volume_(BTC),WeightedPrice,SMA5,SMA24,STOCHFFastK,STOCHFFastD,STOCHRSIFastK,STOCHRSIFastD,RSI,MACD,CCI,WILLR,TREND
31,2018-01-02 07:00:00,13367.997525,13430.403024,13301.593823,13423.33505,219.99803602999992,13385.110632333332,-5.597154751563727,-0.2604046867327928,79.74622728197477,50.282187788102476,100.0,55.39193679995149,49.954845127945426,-43.22422451308739,-39.558798405277344,-57.81369311953019,EITHER
32,2018-01-02 08:00:00,13423.336972,13558.935279,13423.336972,13477.397187,430.9400216699999,13486.556479333332,-11.590494692485322,-7.833326303628932,84.58203596074875,71.63288666339473,100.0,87.04473266437746,51.83429085933169,-32.27908499127443,5.338413267061688,-52.014135295913334,EITHER
33,2018-01-02 09:00:00,13478.236544999998,13625.17,13478.236544999998,13598.284014,481.7881232,13567.230186333332,-11.377998015150293,-13.865936078673018,94.34173766017241,86.22333363429864,100.00000000000001,99.99999999999999,55.8764425145737,-14.434406569786006,43.15728854365978,-39.045906842419924,EITHER
34,2018-01-02 10:00:00,13604.60537,13749.078302000002,13604.60537,13744.057030000002,503.13852849,13699.246900666667,-13.092103795698794,-23.175939084898555,99.15013129269421,92.69130163787179,100.0,99.99999999999999,60.263296708723104,10.399420048415777,93.9207182879614,-23.407993094855357,EITHER
35,2018-01-02 11:00:00,13740.000857,13740.000857,13568.928791,13650.416111000002,263.5439855,13653.115253000002,-5.480449986178661,-18.5549135769136,77.95181830206029,90.48122908497562,61.92249408053302,87.30749802684431,56.338095447847095,22.688584350604287,62.23389618505841,-33.4533955619667,EITHER
36,2018-01-02 12:00:00,13642.564699,13719.991998,13587.704274000002,13628.772807,411.01273750000007,13645.489693000001,-1.8872737263365555,-16.739784399266593,63.067168971158374,80.05637285530428,42.63263809603502,68.18504405885598,55.42779841819635,30.37770722768437,66.65790511195864,-30.126437891021226,UP
37,2018-01-02 13:00:00,13632.983785,13986.757297,13632.983785,13974.383268,845.6466268400003,13864.708116666667,-10.607444657725217,-30.28507114104907,97.56666194027801,79.52854973783221,100.0,68.18504405885598,65.21792544265614,61.51151745227071,146.26468933294368,-1.2934436145959658,EITHER
38,2018-01-02 14:00:00,13963.021471,13990.305353,13800.996953999998,13858.995467,787.8856846700003,13883.432591333332,-8.14065859671832,-29.76854011757669,68.8378761797389,76.49056903039174,50.65524174578,64.42929328060497,60.387010929655396,76.46998112307483,123.36995719400547,-13.674960747407868,EITHER
39,2018-01-02 15:00:00,13858.997198,13884.626669,13662.38006,13741.008314,752.11290114,13762.671681,0.584102734464441,-19.27344011649279,40.83746902847447,69.0806690494971,3.578995829369962,51.41141252504996,55.77818665609179,78.46050331452534,69.78899295793882,-25.962456648313744,EITHER
40,2018-01-02 16:00:00,13755.587634,13893.632214,13698.944919,13698.944919,712.7807398599998,13763.840684,1.2031759446347832,-17.418849194190003,27.63048854123874,45.768611249817354,0.0,18.078079191716625,54.170261931465845,75.93816061045982,61.15976151174531,-34.6734382241994,UP
41,2018-01-02 17:00:00,13687.823656,13894.998317,13687.823656,13894.998317,776.2943032499999,13825.940096666665,0.5584897236567148,-19.63691075266164,73.32737664466974,47.265111404794304,53.03155958710467,18.870185138824848,60.029010189385545,87.51777970408875,78.54623711887378,-11.454398956135922,UP
42,2018-01-02 18:00:00,13895.344147999998,14764.218101,13895.344147999998,14594.410815,4078.550857079999,14417.991021333333,-32.97967377606533,-58.73050008653349,84.58872541322967,61.84886353304603,100.0,51.0105198623682,73.30843116103539,147.10384882369544,258.12352214712735,-11.609768041878558,UP
43,2018-01-02 19:00:00,14569.002605,15218.869077,14554.007648,14807.921769,4247.905834080001,14860.266164666667,-50.38427376688455,-86.29606329534892,73.59780226447953,77.17130144079296,100.0,84.34385319570153,75.96738390038756,207.44576570974277,255.08768969797543,-22.8872158206271,EITHER
44,2018-01-02 20:00:00,14821.391115,15147.482578,14821.391115,14832.102758,1565.20858464,14933.658817000001,-39.53751376854607,-87.13869802543577,74.7384163986864,77.64164802546519,100.0,99.99999999999999,76.25957532115439,253.6521215415305,168.35708164057598,-22.219871908035678,EITHER
45,2018-01-02 21:00:00,14848.512473,14960.699593,14700.001814,14760.928867,1030.24819592,14807.210091333334,-15.71796175740001,-74.0386391252212,70.08970447781384,72.80864104699323,82.34651703821208,94.11550567940401,73.39431527101569,281.2442020193048,107.9239054468765,-27.754956581501347,EITHER
46,2018-01-02 22:00:00,14772.474159,15042.080666,14772.474159,14873.621272,1019.36214148,14896.058699000001,-8.275570728628185,-76.13962406136038,73.91452193795446,72.91421427148488,57.852658736128625,80.06639192478022,75.01574652080022,307.584009012533,95.32052278634914,-20.92486667120505,EITHER
47,2018-01-02 23:00:00,14865.561674,14922.744403,14719.301944,14781.720335,803.1685896099998,14807.922227333334,0.2252862411371286,-65.56619797483754,34.24964617702311,59.41795753093046,0.0,46.733058591446884,71.1577640982062,317.5163556132611,69.44232536781267,-26.79979001484131,EITHER
48,2018-01-03 00:00:00,14775.912444999998,14968.99431,14765.959668,14885.662347999998,712.8078049999998,14873.538775333333,-3.1518356560329974,-66.90415746957432,41.49017096073403,49.88477969190385,33.732837525317194,30.528498753815256,72.87874978889171,329.0161297041268,67.50737627364842,-21.010771124548747,EITHER
49,2018-01-03 01:00:00,14879.528266999998,14899.987635,14817.302217,14888.982611,507.0093861699999,14868.757487666668,-2.060521890599965,-62.700066077529875,55.24480566252598,43.661540933427695,46.067136634902056,26.59999138673973,72.93502613217309,334.1640208985027,57.85440066956725,-21.19426879322464,EITHER
50,2018-01-03 02:00:00,14885.157588,15081.995338,14823.124532,15040.369866,1006.0291092000003,14981.829912000001,-5.8921851461887975,-66.05045211197704,88.52323403497073,61.75273688607691,100.0,59.93332472007307,75.4670686694154,345.23803477106594,66.53361316410596,-11.468067493598017,EITHER
51,2018-01-03 03:00:00,15040.994899,15198.413122,14882.726124,14917.088366,1442.26996604,14999.409204000001,-6.485004676097701,-62.42899666704634,41.281946880396006,61.68332885929757,0.0,48.689045544967335,69.67618420315979,340.505780526988,65.89750105580276,-19.710761474528432,EITHER
52,2018-01-03 04:00:00,14913.695316,15149.995602,14913.695316,15096.812527000002,681.0217575199998,15053.501148333335,-5.861237189638978,-60.27934070235373,76.50600450516971,68.77039514017882,56.953060411141315,52.31768680371375,72.97427013156575,345.9030002751115,84.34801722769593,-7.972105094065501,EITHER
53,2018-01-03 05:00:00,15077.086799,15149.238224,15031.241255,15098.867132,573.3052836200002,15093.115537,-5.642926667946875,-57.19667606589669,73.8800468068473,63.88933273080434,57.58522826159222,38.179429557577826,73.01087824141817,345.9989852448798,127.29914682160275,-9.066844331422478,UP
54,2018-01-03 06:00:00,15098.868974,15370.506361000002,15075.345768,15335.823519,953.1733781199997,15260.558549333333,-10.780799225022616,-62.8212199585314,93.66386676310333,81.34997269170678,100.0,71.51276289091116,76.9407137660413,359.31357461217885,197.32452988932363,-4.247752194558811,EITHER
55,2018-01-03 07:00:00,15371.297059,15393.385041,15283.60831,15307.996522,548.8402552900002,15328.329957666667,-11.682967051819853,-61.73447899523596,83.27875688499917,83.6075568183166,80.60480624408525,79.39667816855915,75.53174418186472,363.20123271518787,173.60331590920887,-12.314765583448423,EITHER
56,2018-01-03 08:00:00,15308.0,15308.0,15138.405661,15149.175592,380.7204967000001,15198.527084333333,-0.052114734879583284,-47.68853790948727,49.09012299565102,75.34424888125118,0.0,60.201602081361735,67.80115725142255,350.02914117426553,85.42800031079761,-35.21998218165722,DOWN
57,2018-01-03 09:00:00,15172.825709,15172.825709,14862.950578,14870.347259,737.8261910600003,14968.707848666667,12.125712546870238,-28.089988988318954,1.3944570943159433,44.58777899165538,0.0,26.868268748028402,56.6889764573815,314.8767235848791,-29.538745649812444,-77.59247848340578,EITHER
58,2018-01-03 10:00:00,14888.275386,14932.108611,14642.389423,14750.003403,751.2107765200003,14774.833812333332,20.40987847578583,-11.861274376321072,14.329508378036932,21.6046961560013,0.0,-1.4210854715202004e-14,52.62779019693231,274.74958177425106,-114.57089569244857,-85.67049162196307,EITHER
59,2018-01-03 11:00:00,14765.498177,14903.139157,14750.250112,14903.139157,291.12725416,14852.176141999998,9.599558131977327,-13.534994122593243,34.72054000719874,16.814835159850542,18.70828886231216,6.236096287437372,56.91272806932452,251.4390983613721,-81.56024563483847,-65.27945999280126,DOWN
60,2018-01-03 12:00:00,14903.14,14942.249053,14632.42789,14632.42789,357.91885962000015,14735.701610999999,8.432601564226076,-2.7250297721251715,0.0,16.35001612841189,0.0,6.236096287437372,48.459574265934805,210.2071626539746,-123.67543477352183,-100.0,UP
61,2018-01-03 13:00:00,14655.986712,14985.967202000002,14650.007946000002,14971.706119,523.8044342999998,14869.227089000002,-2.9477758184594944,-8.958035635475069,62.78304927799859,32.50119642839911,99.99999999999999,39.5694296207707,57.15927645971009,200.5769137660136,-63.419884459949465,-55.414279430301306,EITHER
62,2018-01-03 14:00:00,14971.909154,15099.994823,14924.491847,14924.491847,633.1067702399997,14982.992838999999,-9.883773259332198,-13.624129964554031,62.464630491737196,41.74922658991193,83.58442765781999,61.19480921927331,55.73117055253669,187.1249040684197,-12.093279201086892,-61.61886952291759,EITHER
63,2018-01-03 15:00:00,14936.84625,15090.93006,14936.84625,15083.971116,588.69729229,15037.249142,-8.998227969448788,-13.458142942948909,96.57295974777577,73.94021317250385,100.0,94.52814255260664,59.46318105786466,186.12688679529674,10.892148458037767,-40.661149526407364,EITHER
64,2018-01-03 16:00:00,15096.146879,15244.34876,15095.014283,15127.28774,831.11402693,15155.550261000002,-13.886382043527666,-17.350576442765117,80.8699088821728,79.96916637389525,100.0,94.52814255260664,60.451092989223376,186.25794236058573,56.78646570235086,-34.96876278123054,EITHER
65,2018-01-03 17:00:00,15119.929116,15120.193026,14955.949353999997,14955.949353999997,790.5846020299998,15010.697244666664,0.13215431022917434,-4.645756806864328,51.47575276565065,76.3062071318664,0.0,66.66666666666664,54.69887194642246,171.41487782081822,-1.696433417755968,-57.48493018629949,EITHER
66,2018-01-03 18:00:00,14954.998805,14954.999928,14799.788477000002,14799.788477000002,1176.38669567,14851.525627333334,8.463717436268153,6.576354161727033,0.0,44.11522054927448,0.0,33.33333333333331,49.97110071751843,146.21852124283396,-62.09306430247216,-78.0065688613259,EITHER
67,2018-01-03 19:00:00,14779.222385,14930.798489,14779.222385,14806.529819999998,1012.0209956700003,14838.850231333332,7.747064735258561,7.420365039534147,5.870971088233539,19.115574617961396,1.9352480369961136,0.6450826789986761,50.173914562233946,125.30233642067651,-56.347062712177994,-74.2289642477992,UP
68,2018-01-03 20:00:00,14783.509137,14985.606335,14783.509137,14979.274139,799.8448997400003,14916.129870333332,1.1809503227563962,2.6601748537834,43.01019351998677,16.293721536073438,50.3298282725053,17.42169210316711,55.24566283083936,120.23421196009622,-0.004831606668667354,-43.31844753064259,EITHER
69,2018-01-03 21:00:00,14983.937788999998,15080.838702,14964.589934,15065.365302000002,748.84256027,15036.931312666668,-7.743913986689367,-4.5649720725944425,83.920104135887,44.267089581369106,100.0,50.75502543650044,57.592520460843474,121.1665675774293,74.95183647920969,-29.249444948657956,DOWN
70,2018-01-03 22:00:00,15067.995956,15067.995956,14867.591391,14867.591391,569.5755914799997,14934.392912666668,-2.0587549828405085,2.2685143204930243,29.29848321170264,52.076260289192135,12.227550721014648,54.18579299783995,50.903013682294926,105.79624707550829,-0.5299316186901734,-61.56962239251636,UP
71,2018-01-03 23:00:00,14874.105779,15081.972218,14865.003757,15081.972218,999.08928935,15009.649397666668,-3.308979856701965,-1.9217907057635577,100.0,71.07286244919653,89.75089803039158,67.32614958380204,56.8321799775716,108.36013560692845,45.1843382073351,-26.535545682565132,EITHER
72,2018-01-04 00:00:00,15099.647325999998,15129.989965,15037.928212,15108.476616999998,765.0019001200003,15092.131598,-4.7665186460362525,-6.803694065511758,93.7908980060501,74.36312707258423,98.97593340889858,66.9847940534349,57.524015456814894,110.97960893622621,95.23690493032427,-22.860981409902386,UP
73,2018-01-04 01:00:00,15106.674396,15369.245136,14996.304799,15369.245136,1246.08312195,15244.931690333333,-9.69641125630496,-15.641245221050292,100.0,97.93029933535001,100.0,96.24227714643003,63.75818259152142,130.90961746720313,180.46836789214373,-0.0,EITHER
74,2018-01-04 02:00:00,15362.179697999998,15399.222486,15245.396066999998,15281.588978,1211.3720446599998,15308.735843666667,-11.026512883871117,-19.209515433489848,77.9802725710875,90.59039019237918,74.66959344631755,91.21517561840535,60.50191604365176,138.34009714864442,165.77105053596088,-18.973143360826732,EITHER
75,2018-01-04 03:00:00,15279.51995,15300.519255,15147.221231,15159.620084,743.5980670999999,15202.453523333332,-0.14953221887080298,-11.453060213921118,55.14900751448563,77.70976002852434,0.0,58.223197815439164,56.148990988077195,133.41485873267447,80.89933028510916,-38.645542414193876,EITHER
76,2018-01-04 04:00:00,15142.974387,15142.974387,14950.001801,14982.637951,1003.4070259700003,15025.204713,10.217775648233555,0.023192853782741902,7.265059488522941,46.79811319136533,0.0,24.889864482105832,50.408076391243696,114.86927120599466,-8.160506024646466,-67.19104308662024,EITHER
77,2018-01-04 05:00:00,14986.764139,14999.999699000002,14866.972143,14978.703622,754.8328943600002,14948.558488,13.580294891120547,4.792628423354962,20.992279379329606,27.802115460779365,0.0,-1.8947806286936004e-14,50.2833973217355,98.72793389807521,-47.89856538048847,-67.82561217679522,EITHER
78,2018-01-04 06:00:00,14971.000053,15120.998827,14971.000053,15000.00399,549.1655103599999,15030.667623333333,3.3051467496388427,-1.6068791222188186,24.99422475712683,17.750521208326433,7.0050869064412655,2.3350289688137362,50.999213438756705,86.52036084424071,-11.278737420349907,-64.39006951065004,EITHER
79,2018-01-04 07:00:00,14961.076727,14984.368063999998,14920.78994,14920.78994,546.42839552,14941.982648,4.42210266010146,3.2312402602309747,12.413367661874751,19.466623932777036,0.0,2.3350289688137362,48.18464162492141,70.10271584117254,-74.90483406143642,-77.70377997765301,DOWN
80,2018-01-04 08:00:00,14920.007038999998,14939.605705000002,14465.749386,14465.749386,1517.4388690999995,14623.701492333334,16.535472786733905,22.6068690461516,0.0,12.4691974730005,0.0,2.3350289688137362,35.80243880563032,22.85641324073913,-227.92522342783204,-100.0,EITHER
81,2018-01-04 09:00:00,14379.054725999997,14606.726481,14243.743757,14549.276671,973.1280329700003,14466.582303000001,21.397852773380624,32.24282201863188,34.82828705680774,15.747218239560803,20.674314735665387,6.891438245221777,38.944267822952625,-8.03615713117506,-204.89481438169085,-73.55789368235101,EITHER
82,2018-01-04 10:00:00,14580.148679,14698.05334,14531.01,14531.01,434.62312075,14586.691113333334,7.2600712515792045,23.61202225076104,32.746033944266664,22.524773667024775,17.716748955157566,12.797021230274298,38.494813216662386,-33.33485183754419,-121.70233156596511,-75.1387683918152,EITHER
83,2018-01-04 11:00:00,14531.005483,14603.189999,14386.537697999998,14603.18934,418.35584954,14530.972345666667,5.681586444890155,26.527284786016423,48.532782357088024,38.70236778605412,45.284243902382556,27.891769197735147,41.409625730805786,-47.288470894040074,-105.75900359602626,-68.89206404421829,EITHER
84,2018-01-04 12:00:00,14603.189265,14645.207661000002,14400.003557,14476.384019,640.7917249299999,14507.198412333333,1.2339635433550356,27.696458021496813,33.431956247735286,38.23692418302996,38.50884455665001,33.836612471396684,37.96170170264694,-66.9328999454774,-88.81686166056488,-79.86633105731548,EITHER
85,2018-01-04 13:00:00,14476.954374,14663.280618,14472.239963,14610.708926,791.7979667800003,14582.076502333332,-1.9212926004639568,21.69171876317043,80.7742523450136,54.24633031661227,100.0,61.2643628196775,43.40705782037136,-71.48216512157524,-58.429817359970606,-68.2412873737982,EITHER
86,2018-01-04 14:00:00,14623.951339,14698.999805,14571.612678,14674.973016999998,748.2733281100002,14648.528499999999,-4.751645321815296,16.547504169450132,92.31049542913024,68.83890134062635,100.0,79.50294818554998,45.8860547545683,-69.3981566448565,-32.17679826368166,-59.19386276308247,EITHER
87,2018-01-04 15:00:00,14647.199243,14669.445133,14544.476551,14623.386802,965.0953041599997,14612.436162,-1.0075362944179633,17.70501325642254,75.80090471578421,82.96188416330932,78.60871209545664,92.86957069848552,44.19093357865933,-70.73114861042995,-34.647407814660056,-57.78134859574337,EITHER
88,2018-01-04 16:00:00,14606.690948,14647.290081,14500.00328,14636.285314,731.9831132600003,14594.526225,0.6724977286555681,17.557842038789083,79.02499064135449,82.37879692875629,85.63459917231515,88.08110375592389,44.74768967565892,-69.94578887150055,-34.695087089830686,-55.25342965529959,EITHER
89,2018-01-04 17:00:00,14624.362928,14748.631705000002,14608.004537,14717.007363,718.4746795100003,14691.214535000001,-2.644076019939694,10.3859615716716,88.55814512721555,81.12801349478472,100.0,88.08110375592389,48.270882550967734,-62.512532424008896,22.44999568710701,-46.05176736111643,EITHER
90,2018-01-04 18:00:00,14717.931108,14927.273576,14717.931108,14818.798644,852.93164048,14821.334442666666,-8.659550383337715,1.6742287400686309,74.61210549492552,80.73174708783182,100.0,95.21153305743833,52.442566067625876,-48.43974856274326,132.13005852684958,-22.35538564358763,UP
91,2018-01-04 19:00:00,14809.49064,14997.998385,14784.221746,14997.996201,793.70872109,14926.738777333334,-11.386095726806706,-4.885541188658937,99.99956144147224,87.72327068787108,100.0,99.99999999999996,58.82033981661464,-23.655395703815884,211.12619801023115,-0.000289557388152001,EITHER
92,2018-01-04 20:00:00,14997.998732,15073.812594,14878.18263,14878.18263,1077.26152145,14943.392617999998,-9.030500464459259,-6.292048084412079,65.90679878716615,80.17282190785461,62.757830397244554,87.58594346574814,53.57937958351751,-12.918358312665077,152.4368156039224,-23.56792054825706,EITHER
93,2018-01-04 21:00:00,14877.952332,15024.986384,14877.562966999998,14940.711945,671.2206472099998,14947.753765333333,-5.192441705153992,-6.937913431015428,71.42585942861831,79.11073988575221,71.56427669676592,78.10736903133679,55.82052533856236,0.21655692798594828,118.03656533974878,-19.3664354357563,EITHER
94,2018-01-04 22:00:00,14942.478477,15048.992938999998,14900.814114,15014.998413999998,572.4819552399998,14988.268489,-3.893528906878546,-9.249567447281843,83.4736612288949,73.60210648155977,93.75581983955684,76.0259756445224,58.42210013350233,15.9246879562088,106.06932155190974,-8.557591779112911,EITHER
95,2018-01-04 23:00:00,15014.998569999998,15156.778468,14979.443055000002,15134.483416,839.5613487899999,15090.234979666668,-6.46693011120278,-15.965898715224686,94.01566239891888,82.97172768547735,100.00000000000001,88.44003217877422,62.315839305014705,36.780375483336684,119.42290095182352,-2.9460611967884454,EITHER
96,2018-01-05 00:00:00,15164.24737,15164.24737,14985.711273,15053.175538999998,547.11952153,15067.711393999998,-4.225519437889953,-14.60687416116492,61.256409543842295,79.58191105721868,53.6354549756404,82.46375827173237,58.265219503906096,46.55877054311895,95.93988274772015,-16.05067082757414,EITHER
97,2018-01-05 01:00:00,15052.682042,15097.915439,15045.029733,15072.995196000002,433.19511210999985,15071.980122666668,-1.9083095050984296,-15.738581749078444,68.16981564218646,74.48062919498254,48.5554934413751,67.39698280567178,58.97435708553985,55.061449422972146,84.78509721723552,-13.737747218796887,EITHER
98,2018-01-05 02:00:00,15072.998694,15170.999528,15072.995988,15128.085516,528.58961156,15124.027010666667,-2.8698440931525213,-19.685678527799674,84.1168287493117,71.1810179784468,67.13357724440195,56.44150855380576,60.984545476960385,65.07098677346767,95.87007225730272,-6.395566611275766,DOWN
99,2018-01-05 03:00:00,15120.010383,15120.010383,14950.005282,14959.447444,562.5934601500002,15009.821036333333,3.969331457075422,-12.555123748715184,4.272582735027121,52.186409042175086,0.0,38.563023561925625,52.40909540053492,59.60887992602693,38.64974892541797,-31.528057665085633,EITHER
100,2018-01-05 04:00:00,14963.117891999998,15020.999161000002,14827.624938,14936.623575,657.7247087000001,14928.415891333332,6.76308183605467,-7.193841050604706,31.743361382680924,40.044257622339906,0.0,22.37785908146726,51.34313345667378,52.93773713185328,-28.656261358775506,-41.63020217705646,EITHER
101,2018-01-05 05:00:00,14939.1955,15057.087719,14870.707933000003,15037.995438,507.49339829,14988.597029999999,2.557551641813561,-11.085628631745552,61.26559918134869,32.427181099685576,45.272644385270624,15.090881461756817,55.70805563433687,54.5788898596893,-3.7406281640584162,-29.35629236749727,EITHER
102,2018-01-05 06:00:00,15037.993622,15040.714219,14923.109002,14943.277322,425.6004789400001,14969.033514333334,2.136668303076829,-9.926957633798256,33.68111309575914,42.230024553262915,0.0,15.090881461756817,51.040874479037015,48.19015538800704,-41.86324173156,-58.876754714933384,EITHER
103,2018-01-05 07:00:00,14943.498963,14973.248386,14856.031854,14953.99,284.71762911,14927.756746666666,2.5731205892345876,-7.048118782839544,43.2186567973652,46.05512302482433,10.732551932332889,18.66839877253445,51.541782120305626,43.41475178527617,-90.57221269469146,-63.19906432214476,UP
