,Unnamed: 0,timedate,close,high,low,open,volume,2h_GAIN,2h_RATIO,2h_TREND,2h_TRENDPoint1,2h_TRENDPoint3,2h_TRENDPoint5,2h_TRENDPoint7,2h_TREND1,2h_TREND1Point3,2h_TREND1Point6,2h_TREND2,2h_TREND2Point5,2h_TREND3,2h_CDLMARUBOZU,2h_CDLRICKSHAWMAN,2h_CDLCLOSINGMARUBOZU,2h_CMO1,2h_CMO2,2h_RSI1,2h_RSI2,2h_STOCH1,2h_STOCH2,2h_STOCH3,2h_STOCH4,2h_CDLHIKKAKE,2h_CDLBREAKAWAY,2h_CDLDOJI,2h_CDLDOJISTAR,2h_CDLSHOOTINGSTAR,2h_WILLR1,2h_WILLR2,2h_TRIX1,2h_TRIX2,2h_STOCHF1,2h_STOCHF2,2h_STOCHF3,2h_STOCHF4,2h_CDLHIKKAKEMOD,2h_CDLRISEFALL3METHODS,2h_CDLDRAGONFLYDOJI,2h_CDLGRAVESTONEDOJI,2h_CDLHANGINGMAN,2h_AROONOSC1,2h_AROONOSC2,2h_PPO1,2h_MFI1,2h_MFI2,2h_CDLTASUKIGAP,2h_CDLXSIDEGAP3METHODS,2h_CDLHAMMER,2h_CDLINVERTEDHAMMER,2h_CDLLONGLINE,2h_CDLLONGLEGGEDDOJI,2h_PPO2,2h_PPO3,2h_PPO4,2h_CDLADVANCEBLOCK,2h_CDL2CROWS,2h_CDLSTALLEDPATTERN,2h_CDLTAKURI,2h_CDLSPINNINGTOP,2h_CDLSHORTLINE,2h_HT_DCPERIOD,2h_HT_DCPHASE,2h_HT_PHASOR1,2h_HT_PHASOR2,2h_CDL3BLACKCROWS,2h_CDLUNIQUE3RIVER,2h_CDL3WHITESOLDIERS,2h_CDLENGULFING,2h_HT_SINE1,2h_HT_SINE2,2h_HT_TRENDMODE,2h_ULTOSC1,2h_ULTOSC2,2h_CDLIDENTICAL3CROWS,2h_CDL3OUTSIDE,2h_CDLMATCHINGLOW,2h_CDLGAPSIDESIDEWHITE,2h_CDLDARKCLOUDCOVER,2h_CCI1,2h_CCI2,2h_STOCHRSI1,2h_STOCHRSI2,2h_STOCHRSI3,2h_STOCHRSI4,2h_ADX1,2h_ADX2,2h_DX1,2h_DX2,2h_CDL3INSIDE,2h_CDLBELTHOLD,2h_CDLHARAMICROSS,2h_CDLEVENINGDOJISTAR,2h_CDLMORNINGDOJISTAR,2h_CDLSEPARATINGLINES,2h_CDLTHRUSTING,2h_CDLHARAMI,2h_CDLHOMINGPIGEON,2h_CDLPIERCING,2h_CDLEVENINGSTAR,2h_CDLHIGHWAVE,12h_GAIN,12h_RATIO,12h_TREND,12h_TRENDPoint1,12h_TRENDPoint3,12h_TRENDPoint5,12h_TRENDPoint7,12h_TREND1,12h_TREND1Point3,12h_TREND1Point6,12h_TREND2,12h_TREND2Point5,12h_TREND3,12h_CDLMARUBOZU,12h_CDLRICKSHAWMAN,12h_CDLCLOSINGMARUBOZU,12h_CMO1,12h_CMO2,12h_RSI1,12h_RSI2,12h_STOCH1,12h_STOCH2,12h_STOCH3,12h_STOCH4,12h_CDLHIKKAKE,12h_CDLBREAKAWAY,12h_CDLDOJI,12h_CDLDOJISTAR,12h_CDLSHOOTINGSTAR,12h_WILLR1,12h_WILLR2,12h_TRIX1,12h_TRIX2,12h_STOCHF1,12h_STOCHF2,12h_STOCHF3,12h_STOCHF4,12h_CDLHIKKAKEMOD,12h_CDLRISEFALL3METHODS,12h_CDLDRAGONFLYDOJI,12h_CDLGRAVESTONEDOJI,12h_CDLHANGINGMAN,12h_AROONOSC1,12h_AROONOSC2,12h_PPO1,12h_MFI1,12h_MFI2,12h_CDLTASUKIGAP,12h_CDLXSIDEGAP3METHODS,12h_CDLHAMMER,12h_CDLINVERTEDHAMMER,12h_CDLLONGLINE,12h_CDLLONGLEGGEDDOJI,12h_PPO2,12h_PPO3,12h_PPO4,12h_CDLADVANCEBLOCK,12h_CDL2CROWS,12h_CDLSTALLEDPATTERN,12h_CDLTAKURI,12h_CDLSPINNINGTOP,12h_CDLSHORTLINE,12h_HT_DCPERIOD,12h_HT_DCPHASE,12h_HT_PHASOR1,12h_HT_PHASOR2,12h_CDL3BLACKCROWS,12h_CDLUNIQUE3RIVER,12h_CDL3WHITESOLDIERS,12h_CDLENGULFING,12h_HT_SINE1,12h_HT_SINE2,12h_HT_TRENDMODE,12h_ULTOSC1,12h_ULTOSC2,12h_CDLIDENTICAL3CROWS,12h_CDL3OUTSIDE,12h_CDLMATCHINGLOW,12h_CDLGAPSIDESIDEWHITE,12h_CDLDARKCLOUDCOVER,12h_CCI1,12h_CCI2,12h_STOCHRSI1,12h_STOCHRSI2,12h_STOCHRSI3,12h_STOCHRSI4,12h_ADX1,12h_ADX2,12h_DX1,12h_DX2,12h_CDL3INSIDE,12h_CDLBELTHOLD,12h_CDLHARAMICROSS,12h_CDLEVENINGDOJISTAR,12h_CDLMORNINGDOJISTAR,12h_CDLSEPARATINGLINES,12h_CDLTHRUSTING,12h_CDLHARAMI,12h_CDLHOMINGPIGEON,12h_CDLPIERCING,12h_CDLEVENINGSTAR,12h_CDLHIGHWAVE
146,146,2019-08-26 06:00:00+00:00,10335.7,10413.7,10315.3,10363.5,1702.08215852,0.0031,0.4829,1,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0837,-0.0058,0.5419,0.4971,0.6137,0.5675,0.4794,0.4874,-0.5,0.0,0.0,0.0,0.0,-0.3883,-0.4676,-0.0047,,0.5675,0.5564,0.4874,0.5968,0.0,0.0,0.0,0.0,0.0,0.8333,-0.1944,-0.0047,0.5664,0.4815,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,-1.0,0.2597,0.3827,-0.0066,0.0134,0.0,0.0,0.0,0.0,0.6722,-0.0482,1,0.5489,0.5294,0.0,0.0,0.0,0.0,0.0,0.1828,0.0495,0.7749,0.7478,0.54,0.8245,0.1877,0.1611,0.1404,0.0595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,147,2019-08-26 08:00:00+00:00,10367.5,10394.8,10284.8,10335.7,1517.71202779,0.002,0.3134,1,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.1009,0.0002,0.5504,0.5001,0.5807,0.5514,0.4838,0.5163,0.0,0.0,0.0,0.0,0.0,-0.3596,-0.4381,-0.0046,,0.5514,0.4655,0.5163,0.6404,0.0,0.0,0.0,0.0,0.0,0.8333,-0.1944,-0.0038,0.6261,0.49,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.2629,0.3886,0.0016,0.0398,0.0,0.0,0.0,0.0,0.6444,-0.0851,1,0.5545,0.5374,0.0,0.0,0.0,0.0,0.0,0.1469,0.0507,0.8033,0.8083,0.5837,0.8844,0.1848,0.1598,0.1186,0.0655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,148,2019-08-26 10:00:00+00:00,10388.2,10432.4,10325.2,10367.5,1398.85277721,-0.0029,-0.449,0,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,1.0,0.0,0.1121,0.0041,0.5561,0.5021,0.5637,0.5723,0.4923,0.5468,0.0,0.0,1.0,0.0,0.0,-0.3312,-0.4189,-0.0045,,0.5723,0.6951,0.5468,0.6688,0.0,0.0,0.0,0.0,0.0,0.2083,-0.1944,-0.0031,0.6594,0.4986,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.2674,0.4026,0.0242,0.0326,0.0,0.0,0.0,0.0,0.5743,-0.1727,1,0.5591,0.5363,0.0,0.0,0.0,0.0,0.0,0.1416,0.0664,0.773,0.8482,0.6219,0.9236,0.1829,0.1584,0.1397,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,149,2019-08-26 12:00:00+00:00,10358.5,10408.4,10282.9,10388.2,1820.88599428,-0.0021,-0.3217,0,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0916,-0.0016,0.5458,0.4992,0.5677,0.5793,0.5042,0.5759,0.0,0.0,0.0,0.0,0.0,-0.3719,-0.4464,-0.0044,,0.5793,0.5772,0.5759,0.6281,0.0,0.0,0.0,0.0,0.0,0.2083,-0.1944,-0.0021,0.6597,0.4968,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2796,0.4188,0.0265,-0.0047,0.0,0.0,0.0,0.0,0.4884,-0.2717,1,0.5568,0.5302,0.0,0.0,0.0,0.0,0.0,0.1067,0.0577,0.7979999999999999,0.7757,0.6486,0.8667,0.1798,0.1571,0.1085,0.0655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,150,2019-08-26 14:00:00+00:00,10337.2,10379.6,10300.0,10358.5,1857.47039775,-0.001,-0.1571,0,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0768,-0.0057,0.5384,0.4972,0.5656,0.5452,0.5233,0.6175,0.0,0.0,0.0,0.0,0.0,-0.4011,-0.4662,-0.0042,,0.5452,0.3632,0.6175,0.5989,0.0,0.0,0.0,0.0,0.0,0.2083,-0.1944,-0.0012,0.6495,0.4838,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,-1.0,0.2978,0.4337,0.0182,-0.0148,0.0,0.0,0.0,0.0,0.4044,-0.3607,1,0.5594,0.5279,0.0,0.0,0.0,0.0,0.0,0.0893,0.0574,0.7807,0.7232,0.6773,0.8257,0.1768,0.1558,0.1085,0.0655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,151,2019-08-26 16:00:00+00:00,10326.8,10399.6,10239.7,10337.2,2213.47166446,0.0001,0.0152,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,1.0,0.0,0.0694,-0.0077,0.5347,0.4961,0.5295,0.4641,0.5405,0.6219,0.0,0.0,1.0,0.0,0.0,-0.4153,-0.4758,-0.0041,,0.4641,0.452,0.6219,0.5847,0.0,0.0,0.0,0.0,0.0,0.2083,-0.1944,-0.0004,0.6177,0.4742,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,-1.0,0.0,0.3027,0.4506,0.0141,-0.0225,0.0,0.0,0.0,0.0,0.3053,-0.4575,1,0.5621,0.5299,0.0,0.0,0.0,0.0,0.0,0.0721,0.0555,0.7329,0.5088,0.6801,0.8055,0.1721,0.1547,0.0633,0.0775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,152,2019-08-26 18:00:00+00:00,10328.0,10340.0,10294.2,10327.0,1102.04966581,-0.0037,-0.5737,0,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,1.0,0.0,0.0702,-0.0075,0.5351,0.4963,0.4779,0.4245,0.5526,0.6063,0.0,0.0,1.0,0.0,0.0,-0.4137,-0.4747,-0.0039,,0.4245,0.4582,0.6063,0.5863,0.0,0.0,1.0,0.0,0.0,0.2083,-0.1944,0.0002,0.6031,0.4731,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,0.2992,0.4743,0.0052,-0.0175,0.0,0.0,0.0,0.0,0.1607,-0.5843,1,0.5654,0.5328,0.0,0.0,0.0,0.0,0.0,0.0651,0.0603,0.5994,0.1411,0.7126,0.8024,0.1676,0.1536,0.0633,0.0775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,153,2019-08-26 20:00:00+00:00,10289.4,10332.7,10199.3,10327.3,2282.94038535,0.008,1.2755,1,UP,UP,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0413,-0.0151,0.5206,0.4925,0.4452,0.447,0.5653,0.6076,0.5,0.0,0.0,0.0,0.0,-0.4666,-0.5105,-0.0038,,0.447,0.4309,0.6076,0.5297,0.0,0.0,0.0,0.0,0.0,0.2083,-0.1944,0.0008,0.5781,0.4632,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2913,0.5094,0.0053,-0.0073,0.0,0.0,0.0,0.0,-0.0593,-0.7478,0,0.5789,0.5306,0.0,0.0,0.0,0.0,0.0,0.0365,0.0447,0.4298,0.0,0.7383,0.7240000000000001,0.1608,0.1528,0.0062,0.0964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,154,2019-08-26 22:00:00+00:00,10371.8,10409.0,10289.6,10289.6,1225.76092218,-0.0062,-0.991,0,DOWN,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0957,0.0015,0.5478,0.5008,0.4807,0.5706,0.5765,0.6086,1.0,0.0,0.0,0.0,0.0,-0.3537,-0.4124,-0.0036,,0.5706,0.8226,0.6086,0.6435,0.0,0.0,0.0,0.0,0.0,0.2083,-0.1944,0.0012,0.5708,0.4632,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2837,0.5434,0.0028,-0.0117,0.0,0.0,0.0,0.0,-0.2696,-0.8715,0,0.5645,0.5353,0.0,0.0,0.0,0.0,0.0,0.0747,0.0916,0.4282,0.7681,0.7784,0.8947,0.1561,0.1518,0.0461,0.0784,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,155,2019-08-27 00:00:00+00:00,10307.1,10391.0,10299.8,10371.9,1272.83916057,-0.0101,-1.6029,0,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,0.0,0.0,-1.0,0.047,-0.0114,0.5235,0.4943,0.5356,0.5892,0.5894,0.6038,0.0,0.0,0.0,0.0,0.0,-0.4423,-0.4201,-0.0034,,0.5892,0.5141,0.6038,0.5541,0.0,0.0,0.0,0.0,0.0,0.2083,-0.1806,0.0017,0.5697,0.4665,0.0,0.0,0.0,0.0,-1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2771,0.5722,-0.0018,-0.0093,0.0,0.0,0.0,0.0,-0.4383,-0.9455,1,0.5386,0.5326,0.0,0.0,0.0,0.0,0.0,0.0572,0.086,0.2998,0.0808,0.818,0.7345,0.1515,0.1508,0.0461,0.0784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,156,2019-08-27 02:00:00+00:00,10202.7,10318.7,10103.8,10307.1,3841.22318781,0.0032,0.5123,1,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0259,-0.0318,0.4871,0.4841,0.5711,0.5536,0.5956,0.5722,0.5,0.0,0.0,0.0,0.0,-0.5853,-0.4919,-0.0033,,0.5536,0.324,0.5722,0.35600000000000004,0.0,0.0,0.0,0.0,0.0,0.2083,-0.1667,0.0019,0.5313,0.4755,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2725,0.6064,-0.0037,-0.0032,0.0,0.0,0.0,0.0,-0.62,-0.9932,0,0.557,0.5331,0.0,0.0,0.0,0.0,0.0,-0.0124,0.0228,0.198,0.0,0.8125,0.4968,0.1488,0.1503,0.0867,0.1167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,157,2019-08-27 04:00:00+00:00,10235.9,10251.7,10158.3,10202.8,1747.13256627,-0.0055,-0.8664,0,DOWN,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0027,-0.0249,0.4986,0.4875,0.5221,0.4236,0.5933,0.5258,0.0,0.0,0.0,0.0,0.0,-0.5399,-0.4537,-0.0031,,0.4236,0.4328,0.5258,0.251,0.0,0.0,0.0,0.0,0.0,0.2083,0.6528,0.0024,0.5507,0.4963,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2698,0.6719,-0.0035,-0.0011,0.0,0.0,0.0,0.0,-0.8821,-0.9568,0,0.5546,0.5381,0.0,0.0,0.0,0.0,0.0,-0.0126,0.0269,0.2033,0.1678,0.7822,0.5756,0.1462,0.1499,0.0867,0.1167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,158,2019-08-27 06:00:00+00:00,10179.6,10236.4,10127.4,10235.9,1908.19420895,-0.0019,-0.3017,0,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.040999999999999995,-0.0359,0.4795,0.4821,0.4374,0.3351,0.5825,0.4791,0.5,0.0,0.0,0.0,0.0,-0.617,-0.5185,-0.003,,0.3351,0.2484,0.4791,0.2073,0.0,0.0,0.0,0.0,0.0,0.2083,0.6528,0.0028,0.53,0.4997,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.268,0.7181,-0.0041,0.0011,0.0,0.0,0.0,0.0,-0.9799,-0.8339,0,0.5623,0.5381,0.0,0.0,0.0,0.0,0.0,-0.0366,0.0083,0.2033,0.0,0.7631,0.449,0.1445,0.1495,0.1062,0.1226,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,159,2019-08-27 08:00:00+00:00,10160.4,10214.1,10125.1,10179.6,1209.72504585,-0.0031,-0.4997,0,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.054000000000000006,-0.0396,0.473,0.4802,0.3505,0.2928,0.5619,0.4317,0.0,0.0,0.0,0.0,0.0,-0.6433,-0.5406,-0.0029,,0.2928,0.1971,0.4317,0.1722,0.0,0.0,0.0,0.0,0.0,0.2083,0.6528,0.0028,0.5118,0.49,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,-1.0,-1.0,0.2668,0.7679,-0.0014,0.003,0.0,0.0,0.0,0.0,-0.9937,-0.6234,0,0.544,0.5489999999999999,0.0,0.0,0.0,0.0,0.0,-0.0482,0.0006,0.0497,0.0,0.7295,0.4058,0.14300000000000002,0.1491,0.1077,0.1231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
