,Unnamed: 0,timedate,close,high,low,open,volume,2h_GAIN,2h_RATIO,2h_TREND,2h_TRENDPoint1,2h_TRENDPoint3,2h_TRENDPoint5,2h_TRENDPoint7,2h_TREND1,2h_TREND1Point3,2h_TREND1Point6,2h_TREND2,2h_TREND2Point5,2h_TREND3,2h_CDLMARUBOZU,2h_CDLRICKSHAWMAN,2h_CDLCLOSINGMARUBOZU,2h_CMO1,2h_CMO2,2h_RSI1,2h_RSI2,2h_STOCH1,2h_STOCH2,2h_STOCH3,2h_STOCH4,2h_CDLHIKKAKE,2h_CDLBREAKAWAY,2h_CDLDOJI,2h_CDLDOJISTAR,2h_CDLSHOOTINGSTAR,2h_WILLR1,2h_WILLR2,2h_TRIX1,2h_TRIX2,2h_STOCHF1,2h_STOCHF2,2h_STOCHF3,2h_STOCHF4,2h_CDLHIKKAKEMOD,2h_CDLRISEFALL3METHODS,2h_CDLDRAGONFLYDOJI,2h_CDLGRAVESTONEDOJI,2h_CDLHANGINGMAN,2h_AROONOSC1,2h_AROONOSC2,2h_PPO1,2h_MFI1,2h_MFI2,2h_CDLTASUKIGAP,2h_CDLXSIDEGAP3METHODS,2h_CDLHAMMER,2h_CDLINVERTEDHAMMER,2h_CDLLONGLINE,2h_CDLLONGLEGGEDDOJI,2h_PPO2,2h_PPO3,2h_PPO4,2h_CDLADVANCEBLOCK,2h_CDL2CROWS,2h_CDLSTALLEDPATTERN,2h_CDLTAKURI,2h_CDLSPINNINGTOP,2h_CDLSHORTLINE,2h_HT_DCPERIOD,2h_HT_DCPHASE,2h_HT_PHASOR1,2h_HT_PHASOR2,2h_CDL3BLACKCROWS,2h_CDLUNIQUE3RIVER,2h_CDL3WHITESOLDIERS,2h_CDLENGULFING,2h_HT_SINE1,2h_HT_SINE2,2h_HT_TRENDMODE,2h_ULTOSC1,2h_ULTOSC2,2h_CDLIDENTICAL3CROWS,2h_CDL3OUTSIDE,2h_CDLMATCHINGLOW,2h_CDLGAPSIDESIDEWHITE,2h_CDLDARKCLOUDCOVER,2h_CCI1,2h_CCI2,2h_STOCHRSI1,2h_STOCHRSI2,2h_STOCHRSI3,2h_STOCHRSI4,2h_ADX1,2h_ADX2,2h_DX1,2h_DX2,2h_CDL3INSIDE,2h_CDLBELTHOLD,2h_CDLHARAMICROSS,2h_CDLEVENINGDOJISTAR,2h_CDLMORNINGDOJISTAR,2h_CDLSEPARATINGLINES,2h_CDLTHRUSTING,2h_CDLHARAMI,2h_CDLHOMINGPIGEON,2h_CDLPIERCING,2h_CDLEVENINGSTAR,2h_CDLHIGHWAVE,12h_GAIN,12h_RATIO,12h_TREND,12h_TRENDPoint1,12h_TRENDPoint3,12h_TRENDPoint5,12h_TRENDPoint7,12h_TREND1,12h_TREND1Point3,12h_TREND1Point6,12h_TREND2,12h_TREND2Point5,12h_TREND3,12h_CDLMARUBOZU,12h_CDLRICKSHAWMAN,12h_CDLCLOSINGMARUBOZU,12h_CMO1,12h_CMO2,12h_RSI1,12h_RSI2,12h_STOCH1,12h_STOCH2,12h_STOCH3,12h_STOCH4,12h_CDLHIKKAKE,12h_CDLBREAKAWAY,12h_CDLDOJI,12h_CDLDOJISTAR,12h_CDLSHOOTINGSTAR,12h_WILLR1,12h_WILLR2,12h_TRIX1,12h_TRIX2,12h_STOCHF1,12h_STOCHF2,12h_STOCHF3,12h_STOCHF4,12h_CDLHIKKAKEMOD,12h_CDLRISEFALL3METHODS,12h_CDLDRAGONFLYDOJI,12h_CDLGRAVESTONEDOJI,12h_CDLHANGINGMAN,12h_AROONOSC1,12h_AROONOSC2,12h_PPO1,12h_MFI1,12h_MFI2,12h_CDLTASUKIGAP,12h_CDLXSIDEGAP3METHODS,12h_CDLHAMMER,12h_CDLINVERTEDHAMMER,12h_CDLLONGLINE,12h_CDLLONGLEGGEDDOJI,12h_PPO2,12h_PPO3,12h_PPO4,12h_CDLADVANCEBLOCK,12h_CDL2CROWS,12h_CDLSTALLEDPATTERN,12h_CDLTAKURI,12h_CDLSPINNINGTOP,12h_CDLSHORTLINE,12h_HT_DCPERIOD,12h_HT_DCPHASE,12h_HT_PHASOR1,12h_HT_PHASOR2,12h_CDL3BLACKCROWS,12h_CDLUNIQUE3RIVER,12h_CDL3WHITESOLDIERS,12h_CDLENGULFING,12h_HT_SINE1,12h_HT_SINE2,12h_HT_TRENDMODE,12h_ULTOSC1,12h_ULTOSC2,12h_CDLIDENTICAL3CROWS,12h_CDL3OUTSIDE,12h_CDLMATCHINGLOW,12h_CDLGAPSIDESIDEWHITE,12h_CDLDARKCLOUDCOVER,12h_CCI1,12h_CCI2,12h_STOCHRSI1,12h_STOCHRSI2,12h_STOCHRSI3,12h_STOCHRSI4,12h_ADX1,12h_ADX2,12h_DX1,12h_DX2,12h_CDL3INSIDE,12h_CDLBELTHOLD,12h_CDLHARAMICROSS,12h_CDLEVENINGDOJISTAR,12h_CDLMORNINGDOJISTAR,12h_CDLSEPARATINGLINES,12h_CDLTHRUSTING,12h_CDLHARAMI,12h_CDLHOMINGPIGEON,12h_CDLPIERCING,12h_CDLEVENINGSTAR,12h_CDLHIGHWAVE
591,591,2019-10-02 08:00:00+00:00,8234.8,8275.9,8202.8,8203.8,792.24254304,0.0042,0.6126,1,UP,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0047,-0.1167,0.4976,0.4416,0.1891,0.2573,0.5764,0.3196,-0.5,0.0,0.0,0.0,0.0,-0.5137,-0.335,-0.0232,-0.0113,0.2573,0.4698,0.3196,0.2431,0.0,0.0,0.0,0.0,0.0,0.375,0.1528,0.0139,0.6047,0.4035,0.0,0.0,0.0,0.0,0.0,0.0,-0.0683,,,0.0,0.0,0.0,0.0,0.0,1.0,0.3458,0.7153,-0.0043,-0.0015,0.0,0.0,0.0,0.0,-0.9763,-0.8433,0,0.4474,0.5159,0.0,0.0,0.0,0.0,0.0,-0.0369,0.0567,0.1202,0.3766,0.8647,0.8228,0.1946,0.3096,0.1054,0.1705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592,592,2019-10-02 10:00:00+00:00,8269.8,8292.0,8212.5,8235.3,781.84359881,-0.0065,-0.9585,0,DOWN,DOWN,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0256,-0.1071,0.5128,0.4464,0.3094,0.5076,0.5198,0.2938,0.0,0.0,0.0,0.0,0.0,-0.4454,-0.2904,-0.0226,-0.0114,0.5076,0.7976,0.2938,0.3443,0.0,0.0,0.0,0.0,0.0,0.2917,0.1528,0.0147,0.5838,0.4078,0.0,0.0,0.0,0.0,1.0,0.0,-0.0688,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3468,0.7473,-0.0043,-0.0034,0.0,0.0,0.0,0.0,-0.9999,-0.7192,0,0.4465,0.5188,0.0,0.0,0.0,0.0,0.0,-0.0299,0.0706,0.2792,0.7948,0.857,0.8786,0.1914,0.3076,0.1176,0.1657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,593,2019-10-02 12:00:00+00:00,8214.9,8297.8,8201.0,8269.0,987.43717342,0.0027,0.3964,1,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0227,-0.1192,0.4887,0.4404,0.4442,0.5678,0.4637,0.2565,0.0,0.0,0.0,0.0,0.0,-0.6939,-0.3603,-0.022000000000000002,-0.0115,0.5678,0.4361,0.2565,0.1855,0.0,0.0,0.0,0.0,0.0,0.2917,0.1528,0.015,0.5409,0.4259,0.0,1.0,0.0,0.0,-1.0,0.0,-0.0694,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3508,0.7861,-0.0061,-0.0097,0.0,0.0,0.0,0.0,-0.9743,-0.5297,0,0.4208,0.5117,0.0,0.0,0.0,0.0,0.0,-0.0663,0.0591,0.3569,0.3885,0.8519,0.8086,0.1878,0.3056,0.1064,0.1682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,594,2019-10-02 14:00:00+00:00,8236.9,8248.9,8193.6,8215.0,848.65501144,-0.0009,-0.13,0,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0029,-0.1131,0.4985,0.4435,0.5564,0.594,0.4114,0.239,0.0,0.0,0.0,0.0,0.0,-0.752,-0.3323,-0.0214,-0.0115,0.594,0.5482,0.239,0.2491,0.0,0.0,0.0,0.0,0.0,0.25,0.1528,0.0143,0.4675,0.4571,0.0,0.0,0.0,0.0,0.0,0.0,-0.0699,,,0.0,0.0,0.0,0.0,0.0,1.0,0.3588,0.8008,-0.0114,-0.0039,0.0,0.0,0.0,0.0,-0.9495,-0.4495,0,0.4072,0.5205,0.0,0.0,0.0,0.0,0.0,-0.0807,0.0511,0.4694,0.5625,0.846,0.8440000000000001,0.1841,0.3037,0.099,0.1698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,595,2019-10-02 16:00:00+00:00,8229.9,8272.0,8181.5,8237.0,1369.44202865,0.003,0.4558,1,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,1.0,0.0,-0.0093,-0.1146,0.4954,0.4427,0.5429,0.4668,0.3636,0.2219,0.0,0.0,1.0,0.0,0.0,-0.7722,-0.3412,-0.0209,-0.0116,0.4668,0.4162,0.2219,0.2289,0.0,0.0,0.0,0.0,0.0,-0.5417,0.1528,0.0141,0.4511,0.5062,0.0,0.0,0.0,0.0,0.0,1.0,-0.0705,,,0.0,0.0,0.0,0.0,-1.0,0.0,0.3678,0.8478,-0.0101,0.0147,0.0,0.0,0.0,0.0,-0.8170000000000001,-0.17,0,0.4434,0.5179,0.0,0.0,0.0,0.0,0.0,-0.0762,0.0502,0.5321,0.5383,0.8338,0.7488,0.1814,0.3018,0.1182,0.1627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596,596,2019-10-02 18:00:00+00:00,8254.4,8263.3,8218.2,8229.5,723.81399804,0.0002,0.0268,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0136,-0.1077,0.5068,0.4461,0.5304,0.5304,0.3219,0.2167,0.0,0.0,0.0,0.0,0.0,-0.7016,-0.31,-0.0203,-0.0117,0.5304,0.6268,0.2167,0.2998,0.0,0.0,0.0,0.0,0.0,-0.5417,0.1528,0.0137,0.444,0.4873,0.0,0.0,0.0,0.0,0.0,0.0,-0.0709,,,0.0,0.0,0.0,0.0,0.0,1.0,0.3751,0.8627,-0.0028,0.022000000000000002,0.0,0.0,0.0,1.0,-0.7595,-0.0771,0,0.4343,0.5198,0.0,0.0,0.0,0.0,0.0,-0.0528,0.059000000000000004,0.6223,0.8274,0.8227,0.7941,0.1788,0.2999,0.1182,0.1627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,597,2019-10-02 20:00:00+00:00,8255.8,8266.7,8213.6,8254.4,336.19565539,0.0126,1.9982,1,UP,UP,UP,UP,UP,UP,UP,UP,UP,EITHER,0.0,1.0,0.0,0.015,-0.1073,0.5075,0.4463,0.5193,0.5606,0.2882,0.2273,0.0,0.0,1.0,0.0,0.0,-0.6976,-0.3083,-0.0198,-0.0117,0.5606,0.6389,0.2273,0.3038,0.0,0.0,0.0,0.0,0.0,-0.5417,0.1528,0.0135,0.4663,0.4818,0.0,0.0,0.0,0.0,0.0,1.0,-0.0715,,,0.0,0.0,0.0,0.0,1.0,0.0,0.3805,-0.0909,0.0033,0.0128,0.0,0.0,0.0,0.0,-0.5404,0.2128,0,0.46299999999999997,0.519,0.0,1.0,0.0,0.0,0.0,-0.0547,0.0575,0.6409,0.8877,0.8153,0.7467,0.17600000000000002,0.298,0.1131,0.1637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,598,2019-10-02 22:00:00+00:00,8359.6,8372.1,8231.0,8255.8,1600.1065101,-0.0047,-0.7486,0,DOWN,DOWN,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.1083,-0.0782,0.5542,0.4609,0.6081,0.7334,0.2739,0.3156,0.0,0.0,0.0,0.0,0.0,-0.3986,-0.1761,-0.0193,-0.0118,0.7334,0.9344,0.3156,0.8289,0.0,0.0,0.0,0.0,0.0,-0.5417,0.1528,0.0135,0.4745,0.4935,0.0,0.0,0.0,0.0,0.0,0.0,-0.0719,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3876,-0.0708,0.0035,-0.0005,0.0,0.0,0.0,0.0,-0.4302,0.3341,0,0.5157,0.5345,0.0,0.0,0.0,0.0,0.0,0.0361,0.0988,0.7632,1.0,0.8238,1.0,0.1771,0.2956,0.2011,0.1311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
599,599,2019-10-03 00:00:00+00:00,8320.7,8395.9,8300.4,8359.7,911.51652345,0.0008,0.1255,1,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0687,-0.0873,0.5344,0.4563,0.6783,0.7408,0.2737,0.3731,0.0,0.0,0.0,0.0,0.0,-0.5107,-0.2257,-0.0187,-0.0119,0.7408,0.6493,0.3731,0.6745,0.0,0.0,0.0,0.0,0.0,-0.5417,0.1528,0.0133,0.5221,0.5071,0.0,0.0,0.0,0.0,0.0,0.0,-0.0724,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3919,-0.0182,0.001,-0.0025,0.0,0.0,0.0,0.0,-0.1139,0.622,0,0.5023,0.5292,0.0,0.0,0.0,0.0,0.0,0.0537,0.1063,0.7937,0.715,0.8214,0.8439,0.1788,0.2933,0.2193,0.1239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,600,2019-10-03 02:00:00+00:00,8327.2,8345.7,8320.6,8320.7,499.9701409,-0.0055,-0.88,0,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0745,-0.0855,0.5372,0.4573,0.7366,0.7356,0.2855,0.4261,0.0,0.0,1.0,0.0,0.0,-0.4896,-0.2174,-0.0182,-0.0119,0.7356,0.6231,0.4261,0.7197,0.0,0.0,0.0,1.0,0.0,-0.5417,0.1528,0.0125,0.4242,0.5019,0.0,0.0,0.0,0.0,0.0,1.0,-0.0727,,,0.0,0.0,0.0,0.0,0.0,1.0,0.3877,0.032,0.0007,0.0035,0.0,0.0,0.0,0.0,0.1996,0.8340000000000001,0,0.5022,0.5299,0.0,0.0,0.0,0.0,0.0,0.0491,0.0991,0.8343,0.7417,0.8218,0.8751,0.1805,0.2909,0.2193,0.1239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,601,2019-10-03 04:00:00+00:00,8281.0,8368.2,8279.9,8326.8,877.84785388,-0.0022,-0.3492,0,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,-1.0,0.0273,-0.0964,0.5137,0.4518,0.6746,0.5474,0.3025,0.4468,0.0,0.0,0.0,0.0,0.0,-0.6233,-0.2762,-0.0177,-0.012,0.5474,0.3697,0.4468,0.5312,0.0,0.0,0.0,0.0,0.0,-0.25,0.1528,0.0113,0.3901,0.505,0.0,0.0,0.0,0.0,0.0,0.0,-0.073,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3767,0.1034,0.0019,0.0076,0.0,0.0,0.0,0.0,0.6047,0.9908,0,0.4954,0.53,0.0,0.0,0.0,0.0,0.0,0.0302,0.0846,0.7452,0.3816,0.81,0.6885,0.1801,0.2887,0.1696,0.1336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,602,2019-10-03 06:00:00+00:00,8262.9,8300.0,8240.0,8281.0,929.98974142,0.0003,0.0412,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0092,-0.1007,0.5046,0.4497,0.5595,0.3954,0.327,0.47700000000000004,0.0,0.0,0.0,0.0,0.0,-0.6756,-0.2992,-0.0171,-0.012,0.3954,0.1935,0.47700000000000004,0.4574,0.0,0.0,0.0,0.0,0.0,-0.25,0.1528,0.0101,0.3923,0.4913,0.0,0.0,0.0,0.0,0.0,0.0,-0.0734,,,0.0,0.0,0.0,0.0,-1.0,0.0,0.3656,0.1633,0.0044,0.0136,0.0,0.0,0.0,0.0,0.8551,0.9713,0,0.4837,0.5251,0.0,0.0,0.0,0.0,0.0,-0.0236,0.0586,0.6163,0.2433,0.7964,0.6156,0.1777,0.2867,0.1227,0.14300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
603,603,2019-10-03 08:00:00+00:00,8265.0,8290.8,8238.0,8262.9,860.74327988,-0.0059,-0.9565,0,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,0.0,1.0,0.0,0.0113,-0.1,0.5057,0.45,0.3958,0.2447,0.3562,0.5011,0.0,0.0,1.0,0.0,0.0,-0.6696,-0.2966,-0.0166,-0.0121,0.2447,0.171,0.5011,0.4659,0.0,0.0,0.0,0.0,0.0,-0.25,0.1528,0.0094,0.4021,0.4815,0.0,0.0,0.0,0.0,0.0,1.0,-0.0737,,,0.0,0.0,0.0,0.0,1.0,0.0,0.3602,0.193,0.0108,0.0097,0.0,0.0,0.0,0.0,0.9365,0.9102,0,0.4908,0.5124,0.0,0.0,0.0,0.0,0.0,-0.0243,0.0554,0.4513,0.1751,0.7906,0.6261,0.1753,0.2847,0.1204,0.1435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,604,2019-10-03 10:00:00+00:00,8216.3,8266.2,8181.9,8265.0,1330.82827123,-0.0001,-0.0143,0,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0383,-0.1116,0.4809,0.4442,0.2744,0.183,0.3872,0.5011,0.0,0.0,0.0,0.0,0.0,-0.8105,-0.3585,-0.0161,-0.0122,0.183,0.1846,0.5011,0.2289,0.0,0.0,0.0,0.0,0.0,-0.25,0.1528,0.0084,0.3991,0.4845,0.0,0.0,0.0,0.0,0.0,0.0,-0.0741,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3619,0.2195,0.0115,-0.0096,0.0,0.0,0.0,0.0,0.9817,0.8288,0,0.4693,0.5126,0.0,0.0,0.0,0.0,0.0,-0.0851,0.0289,0.3083,0.0,0.7658,0.4279,0.1703,0.2829,0.0557,0.1568,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
