ts,pOpen,pHigh,pLow,pClose
2019-10-24T11:43:00.000Z,7424.7,7426.9,7424.6,7425.4
2019-10-24T11:44:00.000Z,7425.3,7425.3,7424.6,7425.2
2019-10-24T11:45:00.000Z,7425.2,7425.2,7424.6,7424.7
2019-10-24T11:46:00.000Z,7424.7,7424.7,7424.7,7424.7
2019-10-24T11:47:00.000Z,7424.7,7424.7,7424.6,7424.6
2019-10-24T11:48:00.000Z,7424.6,7424.6,7424.6,7424.6
2019-10-24T11:49:00.000Z,7424.6,7424.6,7423.9,7423.9
2019-10-24T11:50:00.000Z,7423.4,7423.4,7416.7,7416.9
2019-10-24T11:51:00.000Z,7416.9,7426.5,7416.9,7423.7
2019-10-24T11:52:00.000Z,7421.6,7421.6,7420.4,7420.4
2019-10-24T11:53:00.000Z,7419.9,7422.6,7419.9,7421.3
2019-10-24T11:54:00.000Z,7420,7420,7419.1,7419.1
2019-10-24T11:55:00.000Z,7419.2,7424.8,7419.2,7424.8
2019-10-24T11:56:00.000Z,7424.8,7424.9,7424.2,7424.9
2019-10-24T11:57:00.000Z,7425.7,7431,7425.7,7428
2019-10-24T11:58:00.000Z,7432.2,7432.2,7426.9,7428.7
2019-10-24T11:59:00.000Z,7428.9,7428.9,7421.2,7421.2
2019-10-24T12:00:00.000Z,7421.3,7424.8,7421.2,7421.5
2019-10-24T12:01:00.000Z,7421.5,7424.5,7421.5,7424.5
2019-10-24T12:02:00.000Z,7424.5,7425.1,7422.8,7422.8
2019-10-24T12:03:00.000Z,7422.7,7426.7,7422.7,7426.7
2019-10-24T12:04:00.000Z,7426.7,7426.7,7424.9,7425
2019-10-24T12:05:00.000Z,7424.9,7425,7424,7424
2019-10-24T12:06:00.000Z,7424,7426.3,7423.2,7425.6
2019-10-24T12:07:00.000Z,7425.7,7431.5,7425.7,7430
2019-10-24T12:08:00.000Z,7430.1,7437.8,7430.1,7431.4
2019-10-24T12:09:00.000Z,7430.8,7437.5,7430.3,7435
2019-10-24T12:10:00.000Z,7436.3,7436.9,7435.2,7435.2
2019-10-24T12:11:00.000Z,7435.1,7436.9,7435.1,7435.9
2019-10-24T12:12:00.000Z,7435.9,7438.6,7435.9,7436.5
2019-10-24T12:13:00.000Z,7436.5,7440.2,7436.5,7440.2
2019-10-24T12:14:00.000Z,7440.2,7444.3,7440.2,7444.1
2019-10-24T12:15:00.000Z,7442.8,7448.6,7442.8,7444.8
2019-10-24T12:16:00.000Z,7444.7,7444.8,7439.5,7444.2
2019-10-24T12:17:00.000Z,7444,7444.1,7438,7438
2019-10-24T12:18:00.000Z,7438.1,7438.1,7435.6,7436.1
2019-10-24T12:19:00.000Z,7436,7437,7435.4,7436
2019-10-24T12:20:00.000Z,7436.1,7443.7,7436.1,7439.4
2019-10-24T12:21:00.000Z,7439.3,7442,7437.5,7441.8
2019-10-24T12:22:00.000Z,7441.1,7445,7441.1,7443.8
2019-10-24T12:23:00.000Z,7442.7,7445.3,7442.2,7445.3
2019-10-24T12:24:00.000Z,7445.2,7446.7,7442.9,7446.7
2019-10-24T12:25:00.000Z,7446.7,7446.7,7442.3,7442.3
2019-10-24T12:26:00.000Z,7442.1,7442.1,7436.8,7436.8
2019-10-24T12:27:00.000Z,7436.8,7443.2,7436.8,7442.7
2019-10-24T12:28:00.000Z,7443.2,7443.2,7440.8,7440.8
2019-10-24T12:29:00.000Z,7441,7441,7440.9,7441
2019-10-24T12:30:00.000Z,7441,7444.1,7440.9,7444.1
2019-10-24T12:31:00.000Z,7444,7444,7441.5,7441.5
2019-10-24T12:32:00.000Z,7441.6,7443.9,7441.6,7442.8
2019-10-24T12:33:00.000Z,7442.9,7442.9,7440.3,7442.4
2019-10-24T12:34:00.000Z,7443.8,7449.4,7443.8,7448.5
2019-10-24T12:35:00.000Z,7447.3,7448.4,7447.2,7447.3
2019-10-24T12:36:00.000Z,7447.2,7448.3,7446.3,7448.3
2019-10-24T12:37:00.000Z,7448.3,7448.3,7445.3,7447.6
2019-10-24T12:38:00.000Z,7447.6,7447.7,7447.4,7447.4
2019-10-24T12:39:00.000Z,7447.4,7447.5,7447.4,7447.4
2019-10-24T12:40:00.000Z,7447.5,7447.9,7444.9,7445.5
2019-10-24T12:41:00.000Z,7447.8,7453.2,7447.8,7453.2
2019-10-24T12:42:00.000Z,7453.8,7457.3,7453.8,7457.3
2019-10-24T12:43:00.000Z,7458.7,7460,7452.9,7455.3
2019-10-24T12:44:00.000Z,7455.2,7455.2,7450.9,7454
2019-10-24T12:45:00.000Z,7453.9,7454,7450,7454
2019-10-24T12:46:00.000Z,7453.9,7454,7449,7450.9
2019-10-24T12:47:00.000Z,7452.3,7452.3,7450.6,7451.9
2019-10-24T12:48:00.000Z,7451.9,7454.5,7451.9,7453.1
2019-10-24T12:49:00.000Z,7452.6,7452.6,7452.5,7452.6
2019-10-24T12:50:00.000Z,7452.6,7453,7451.8,7453
2019-10-24T12:51:00.000Z,7452.9,7452.9,7447.4,7448
2019-10-24T12:52:00.000Z,7447.2,7447.4,7442,7443.5
2019-10-24T12:53:00.000Z,7443.5,7444.2,7442.4,7444.1
2019-10-24T12:54:00.000Z,7444.1,7444.1,7440.8,7441.5
2019-10-24T12:55:00.000Z,7441.6,7442.1,7441.5,7442.1
2019-10-24T12:56:00.000Z,7442.1,7442.3,7441.6,7441.7
2019-10-24T12:57:00.000Z,7441.8,7445.3,7441.8,7445.3
2019-10-24T12:58:00.000Z,7445.3,7445.3,7442.5,7443.3
2019-10-24T12:59:00.000Z,7443.2,7443.2,7442.6,7442.6
2019-10-24T13:00:00.000Z,7442.6,7445,7442.5,7444.1
2019-10-24T13:01:00.000Z,7444,7444,7443.7,7443.7
2019-10-24T13:02:00.000Z,7443.7,7450,7443.6,7449.6
2019-10-24T13:03:00.000Z,7448.9,7448.9,7447.3,7448.5
2019-10-24T13:04:00.000Z,7448.5,7453.3,7448.5,7453.3
2019-10-24T13:05:00.000Z,7454.4,7454.4,7450.4,7450.4
2019-10-24T13:06:00.000Z,7450.4,7454.6,7450.4,7454.6
2019-10-24T13:07:00.000Z,7454.6,7454.6,7449.1,7449.1
2019-10-24T13:08:00.000Z,7449.1,7449.2,7445.1,7445.2
2019-10-24T13:09:00.000Z,7447.6,7447.6,7445,7446.6
2019-10-24T13:10:00.000Z,7446.6,7447.2,7445.2,7447
2019-10-24T13:11:00.000Z,7447.1,7447.1,7447,7447
2019-10-24T13:12:00.000Z,7447,7450.4,7447,7448.3
2019-10-24T13:13:00.000Z,7447,7447.1,7445.6,7445.6
2019-10-24T13:14:00.000Z,7445.6,7445.6,7443.9,7443.9
2019-10-24T13:15:00.000Z,7443.9,7444,7440.5,7440.5
2019-10-24T13:16:00.000Z,7439.7,7439.8,7437.2,7437.6
2019-10-24T13:17:00.000Z,7437.7,7437.7,7435.7,7435.7
2019-10-24T13:18:00.000Z,7435.7,7435.7,7435.6,7435.7
2019-10-24T13:19:00.000Z,7435.7,7442.8,7435.7,7438.4
2019-10-24T13:20:00.000Z,7437.8,7440.5,7436.5,7440.5
2019-10-24T13:21:00.000Z,7440.5,7440.5,7438.8,7440.2
2019-10-24T13:22:00.000Z,7441,7442.9,7439.7,7440.3
2019-10-24T13:23:00.000Z,7440.2,7442.1,7440.2,7441.4
2019-10-24T13:24:00.000Z,7440.6,7440.6,7439,7439
2019-10-24T13:25:00.000Z,7439.2,7439.2,7438.7,7439.1
2019-10-24T13:26:00.000Z,7439.2,7440.5,7438.5,7438.5
2019-10-24T13:27:00.000Z,7438.5,7438.6,7436.8,7436.9
2019-10-24T13:28:00.000Z,7436.8,7436.9,7436.7,7436.7
2019-10-24T13:29:00.000Z,7436.8,7436.8,7436.5,7436.5
2019-10-24T13:30:00.000Z,7436.5,7436.6,7435.1,7435.6
2019-10-24T13:31:00.000Z,7435.6,7441.1,7435.3,7440.2
2019-10-24T13:32:00.000Z,7440.2,7440.2,7434.7,7434.7
2019-10-24T13:33:00.000Z,7434.5,7434.5,7434.4,7434.5
2019-10-24T13:34:00.000Z,7434.4,7436,7434,7436
2019-10-24T13:35:00.000Z,7436,7436,7434.4,7434.4
2019-10-24T13:36:00.000Z,7434.4,7435,7434.4,7435
2019-10-24T13:37:00.000Z,7435,7435,7434.2,7434.9
2019-10-24T13:38:00.000Z,7435,7435,7434.9,7435
2019-10-24T13:39:00.000Z,7435,7445.1,7434.9,7442.5
2019-10-24T13:40:00.000Z,7442.6,7451.2,7442.6,7445.3
2019-10-24T13:41:00.000Z,7445.3,7448.5,7445.2,7447.6
2019-10-24T13:42:00.000Z,7447.6,7454.9,7447.6,7454.6
2019-10-24T13:43:00.000Z,7454.6,7454.7,7452.2,7453.1
2019-10-24T13:44:00.000Z,7453.1,7453.9,7452.4,7453.9
2019-10-24T13:45:00.000Z,7453.9,7453.9,7453.8,7453.9
