,Unnamed: 0,timedate,close,high,low,open,volume,12h_GAIN,12h_RATIO,12h_TREND,12h_TRENDPoint1,12h_TRENDPoint3,12h_TRENDPoint5,12h_TRENDPoint7,12h_TREND1,12h_TREND1Point3,12h_TREND1Point6,12h_TREND2,12h_TREND2Point5,12h_TREND3,12h_CDLMARUBOZU,12h_CDLRICKSHAWMAN,12h_CDLCLOSINGMARUBOZU,12h_CMO1,12h_CMO2,12h_RSI1,12h_RSI2,12h_STOCH1,12h_STOCH2,12h_STOCH3,12h_STOCH4,12h_CDLHIKKAKE,12h_CDLBREAKAWAY,12h_CDLDOJI,12h_CDLDOJISTAR,12h_CDLSHOOTINGSTAR,12h_WILLR1,12h_WILLR2,12h_TRIX1,12h_TRIX2,12h_STOCHF1,12h_STOCHF2,12h_STOCHF3,12h_STOCHF4,12h_CDLHIKKAKEMOD,12h_CDLRISEFALL3METHODS,12h_CDLDRAGONFLYDOJI,12h_CDLGRAVESTONEDOJI,12h_CDLHANGINGMAN,12h_AROONOSC1,12h_AROONOSC2,12h_PPO1,12h_MFI1,12h_MFI2,12h_CDLTASUKIGAP,12h_CDLXSIDEGAP3METHODS,12h_CDLHAMMER,12h_CDLINVERTEDHAMMER,12h_CDLLONGLINE,12h_CDLLONGLEGGEDDOJI,12h_PPO2,12h_PPO3,12h_PPO4,12h_CDLADVANCEBLOCK,12h_CDL2CROWS,12h_CDLSTALLEDPATTERN,12h_CDLTAKURI,12h_CDLSPINNINGTOP,12h_CDLSHORTLINE,12h_HT_DCPERIOD,12h_HT_DCPHASE,12h_HT_PHASOR1,12h_HT_PHASOR2,12h_CDL3BLACKCROWS,12h_CDLUNIQUE3RIVER,12h_CDL3WHITESOLDIERS,12h_CDLENGULFING,12h_HT_SINE1,12h_HT_SINE2,12h_HT_TRENDMODE,12h_ULTOSC1,12h_ULTOSC2,12h_CDLIDENTICAL3CROWS,12h_CDL3OUTSIDE,12h_CDLMATCHINGLOW,12h_CDLGAPSIDESIDEWHITE,12h_CDLDARKCLOUDCOVER,12h_CCI1,12h_CCI2,12h_STOCHRSI1,12h_STOCHRSI2,12h_STOCHRSI3,12h_STOCHRSI4,12h_ADX1,12h_ADX2,12h_DX1,12h_DX2,12h_CDL3INSIDE,12h_CDLBELTHOLD,12h_CDLHARAMICROSS,12h_CDLEVENINGDOJISTAR,12h_CDLMORNINGDOJISTAR,12h_CDLSEPARATINGLINES,12h_CDLTHRUSTING,12h_CDLHARAMI,12h_CDLHOMINGPIGEON,12h_CDLPIERCING,12h_CDLEVENINGSTAR,12h_CDLHIGHWAVE,1w_GAIN,1w_RATIO,1w_TREND,1w_TRENDPoint1,1w_TRENDPoint3,1w_TRENDPoint5,1w_TRENDPoint7,1w_TREND1,1w_TREND1Point3,1w_TREND1Point6,1w_TREND2,1w_TREND2Point5,1w_TREND3,1w_CDLMARUBOZU,1w_CDLRICKSHAWMAN,1w_CDLCLOSINGMARUBOZU,1w_CMO1,1w_CMO2,1w_RSI1,1w_RSI2,1w_STOCH1,1w_STOCH2,1w_STOCH3,1w_STOCH4,1w_CDLHIKKAKE,1w_CDLBREAKAWAY,1w_CDLDOJI,1w_CDLDOJISTAR,1w_CDLSHOOTINGSTAR,1w_WILLR1,1w_WILLR2,1w_TRIX1,1w_TRIX2,1w_STOCHF1,1w_STOCHF2,1w_STOCHF3,1w_STOCHF4,1w_CDLHIKKAKEMOD,1w_CDLRISEFALL3METHODS,1w_CDLDRAGONFLYDOJI,1w_CDLGRAVESTONEDOJI,1w_CDLHANGINGMAN,1w_AROONOSC1,1w_AROONOSC2,1w_PPO1,1w_MFI1,1w_MFI2,1w_CDLTASUKIGAP,1w_CDLXSIDEGAP3METHODS,1w_CDLHAMMER,1w_CDLINVERTEDHAMMER,1w_CDLLONGLINE,1w_CDLLONGLEGGEDDOJI,1w_PPO2,1w_PPO3,1w_PPO4,1w_CDLADVANCEBLOCK,1w_CDL2CROWS,1w_CDLSTALLEDPATTERN,1w_CDLTAKURI,1w_CDLSPINNINGTOP,1w_CDLSHORTLINE,1w_HT_DCPERIOD,1w_HT_DCPHASE,1w_HT_PHASOR1,1w_HT_PHASOR2,1w_CDL3BLACKCROWS,1w_CDLUNIQUE3RIVER,1w_CDL3WHITESOLDIERS,1w_CDLENGULFING,1w_HT_SINE1,1w_HT_SINE2,1w_HT_TRENDMODE,1w_ULTOSC1,1w_ULTOSC2,1w_CDLIDENTICAL3CROWS,1w_CDL3OUTSIDE,1w_CDLMATCHINGLOW,1w_CDLGAPSIDESIDEWHITE,1w_CDLDARKCLOUDCOVER,1w_CCI1,1w_CCI2,1w_STOCHRSI1,1w_STOCHRSI2,1w_STOCHRSI3,1w_STOCHRSI4,1w_ADX1,1w_ADX2,1w_DX1,1w_DX2,1w_CDL3INSIDE,1w_CDLBELTHOLD,1w_CDLHARAMICROSS,1w_CDLEVENINGDOJISTAR,1w_CDLMORNINGDOJISTAR,1w_CDLSEPARATINGLINES,1w_CDLTHRUSTING,1w_CDLHARAMI,1w_CDLHOMINGPIGEON,1w_CDLPIERCING,1w_CDLEVENINGSTAR,1w_CDLHIGHWAVE
413,413,2019-02-20 12:00:00+00:00,3937.9227,3984.6497,3890.0,3913.4401,25025.40203311,0.0077,0.8715,1,UP,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.5009,0.1827,0.7504,0.5913,0.8449,0.8397,0.6389,0.7341,0.0,0.0,0.0,0.0,0.0,-0.1361,-0.095,0.0088,-0.0356,0.8397,0.8003,0.7341,0.8639,0.0,0.0,0.0,0.0,0.0,0.7143,0.5476,0.0209,0.7004,0.5819,0.0,0.0,0.0,0.0,0.0,0.0,-0.0512,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2581,0.3887,0.0086,0.0196,0.0,0.0,0.0,0.0,0.6436,-0.086,1,0.5612,0.514,0.0,0.0,0.0,0.0,0.0,0.1132,0.2003,0.6914,0.4158,0.8684,0.8725,0.4205,0.1319,0.7152,0.2301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054,,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.2218,-0.046,0.3891,0.47700000000000004,0.3923,0.529,0.1016,0.1155,-0.5,0.0,0.0,0.0,0.0,-0.7598,-0.9048,,,0.529,0.5027,0.1155,0.1861,0.0,0.0,0.0,0.0,0.0,-0.2857,-0.7619,-0.2774,0.3816,0.3534,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2905,0.0341,-0.0194,-0.0274,0.0,0.0,0.0,1.0,0.2124,0.8412,1,0.3634,,0.0,0.0,0.0,0.0,0.0,0.0434,-0.0939,0.9923,1.0,0.1387,0.2148,0.1532,,0.0267,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,414,2019-02-21 00:00:00+00:00,3968.2283,3979.0,3934.0112,3937.8971,16705.25752012,-0.0096,-1.1732,0,DOWN,DOWN,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.5298,0.1985,0.7649,0.5992,0.8247,0.8069,0.6559999999999999,0.774,0.0,0.0,0.0,0.0,0.0,-0.0657,-0.0458,0.0111,-0.0352,0.8069,0.8348,0.774,0.9343,0.0,0.0,0.0,0.0,0.0,0.7143,0.5476,0.0224,0.7475,0.5859,0.0,0.0,0.0,0.0,0.0,0.0,-0.0486,,,0.0,0.0,0.0,0.0,0.0,1.0,0.2649,0.4127,0.0175,0.0167,0.0,0.0,0.0,0.0,0.5213,-0.2348,1,0.5948,0.5227,0.0,0.0,0.0,0.0,0.0,0.1021,0.1999,0.4611,0.3092,0.8981,0.9386,0.4416,0.1342,0.7152,0.2301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054,,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.2218,-0.046,0.3891,0.47700000000000004,0.3923,0.529,0.1016,0.1155,-0.5,0.0,0.0,0.0,0.0,-0.7598,-0.9048,,,0.529,0.5027,0.1155,0.1861,0.0,0.0,0.0,0.0,0.0,-0.2857,-0.7619,-0.2774,0.3816,0.3534,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2905,0.0341,-0.0194,-0.0274,0.0,0.0,0.0,1.0,0.2124,0.8412,1,0.3634,,0.0,0.0,0.0,0.0,0.0,0.0434,-0.0939,0.9923,1.0,0.1387,0.2148,0.1532,,0.0267,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,415,2019-02-21 12:00:00+00:00,3931.1284,4017.2445,3902.47,3969.3415,29448.25059828,0.0054,0.6979,1,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.4213,0.1701,0.7107,0.585,0.7732,0.6731,0.6779999999999999,0.8042,0.0,0.0,0.0,0.0,0.0,-0.1941,-0.1351,0.0133,-0.0347,0.6731,0.3841,0.8042,0.809,0.0,0.0,0.0,0.0,0.0,1.0,0.6429,0.0236,0.7051,0.5719,0.0,0.0,0.0,0.0,0.0,0.0,-0.046,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2786,0.4275,0.0212,0.0073,0.0,0.0,0.0,-1.0,0.4398,-0.3241,1,0.541,0.523,0.0,0.0,0.0,0.0,0.0,0.0829,0.1836,0.2417,0.0,0.9312,0.8198,0.46299999999999997,0.13699999999999998,0.7412,0.2504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054,,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.2218,-0.046,0.3891,0.47700000000000004,0.3923,0.529,0.1016,0.1155,-0.5,0.0,0.0,0.0,0.0,-0.7598,-0.9048,,,0.529,0.5027,0.1155,0.1861,0.0,0.0,0.0,0.0,0.0,-0.2857,-0.7619,-0.2774,0.3816,0.3534,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2905,0.0341,-0.0194,-0.0274,0.0,0.0,0.0,1.0,0.2124,0.8412,1,0.3634,,0.0,0.0,0.0,0.0,0.0,0.0434,-0.0939,0.9923,1.0,0.1387,0.2148,0.1532,,0.0267,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,416,2019-02-22 00:00:00+00:00,3953.6231,3962.59,3912.9528,3932.2,20168.91399699,-0.0001,-0.0074,0,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.4469,0.1821,0.7235,0.5911,0.6879,0.5837,0.7094,0.8538,0.0,0.0,0.0,0.0,0.0,-0.1434,-0.0998,0.0155,-0.0342,0.5837,0.5322,0.8538,0.8566,0.0,0.0,0.0,0.0,0.0,0.8571,0.6429,0.0247,0.6436,0.5655,0.0,0.0,0.0,0.0,0.0,0.0,-0.0432,,,0.0,0.0,0.0,0.0,0.0,1.0,0.2979,0.4401,0.0229,-0.0056,0.0,0.0,0.0,0.0,0.3674,-0.3979,1,0.5165,0.5307,0.0,0.0,0.0,0.0,0.0,0.0695,0.1693,0.1407,0.1129,0.9149,0.8702,0.4828,0.1397,0.7412,0.2504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054,,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.2218,-0.046,0.3891,0.47700000000000004,0.3923,0.529,0.1016,0.1155,-0.5,0.0,0.0,0.0,0.0,-0.7598,-0.9048,,,0.529,0.5027,0.1155,0.1861,0.0,0.0,0.0,0.0,0.0,-0.2857,-0.7619,-0.2774,0.3816,0.3534,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2905,0.0341,-0.0194,-0.0274,0.0,0.0,0.0,1.0,0.2124,0.8412,1,0.3634,,0.0,0.0,0.0,0.0,0.0,0.0434,-0.0939,0.9923,1.0,0.1387,0.2148,0.1532,,0.0267,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,417,2019-02-22 12:00:00+00:00,3953.3956,3987.5995,3928.1435,3953.6232,27885.23832826,0.0039,0.5006,1,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,1.0,0.0,0.4462,0.1819,0.7231,0.591,0.5761,0.4715,0.7398,0.8631,-0.5,0.0,1.0,0.0,0.0,-0.1476,-0.1002,0.0176,-0.0338,0.4715,0.4982,0.8631,0.8561,0.0,0.0,0.0,0.0,0.0,0.8571,0.6429,0.0274,0.7118,0.5692,0.0,0.0,0.0,0.0,0.0,1.0,-0.0404,,,0.0,0.0,0.0,0.0,-1.0,0.0,0.308,0.4532,0.017,-0.0227,0.0,0.0,0.0,0.0,0.2895,-0.4721,1,0.5272,0.5255,0.0,0.0,0.0,0.0,0.0,0.0668,0.1635,0.1142,0.2297,0.8986,0.8695,0.5025,0.1426,0.7579,0.2638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0054,,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.2218,-0.046,0.3891,0.47700000000000004,0.3923,0.529,0.1016,0.1155,-0.5,0.0,0.0,0.0,0.0,-0.7598,-0.9048,,,0.529,0.5027,0.1155,0.1861,0.0,0.0,0.0,0.0,0.0,-0.2857,-0.7619,-0.2774,0.3816,0.3534,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2905,0.0341,-0.0194,-0.0274,0.0,0.0,0.0,1.0,0.2124,0.8412,1,0.3634,,0.0,0.0,0.0,0.0,0.0,0.0434,-0.0939,0.9923,1.0,0.1387,0.2148,0.1532,,0.0267,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,418,2019-02-23 00:00:00+00:00,3968.7073,3976.3994,3944.6102,3953.2739,22247.46116748,-0.0063,-0.8084,0,DOWN,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.4649,0.1903,0.7325,0.5952,0.5303,0.5358,0.7664,0.8598,0.0,0.0,0.0,0.0,0.0,-0.11699999999999999,-0.0762,0.0197,-0.0333,0.5358,0.5771,0.8598,0.8878,0.0,0.0,0.0,0.0,0.0,0.7857,0.6429,0.0308,0.7232,0.5778,0.0,0.0,0.0,0.0,0.0,0.0,-0.0379,,,0.0,0.0,0.0,0.0,0.0,1.0,0.3104,0.4749,0.0086,-0.018000000000000002,0.0,0.0,0.0,1.0,0.157,-0.5873,1,0.4961,0.5296,0.0,0.0,0.0,0.0,0.0,0.0635,0.1531,0.2481,0.4019,0.8867,0.9045,0.5207,0.1455,0.7579,0.2638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054,,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.2218,-0.046,0.3891,0.47700000000000004,0.3923,0.529,0.1016,0.1155,-0.5,0.0,0.0,0.0,0.0,-0.7598,-0.9048,,,0.529,0.5027,0.1155,0.1861,0.0,0.0,0.0,0.0,0.0,-0.2857,-0.7619,-0.2774,0.3816,0.3534,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2905,0.0341,-0.0194,-0.0274,0.0,0.0,0.0,1.0,0.2124,0.8412,1,0.3634,,0.0,0.0,0.0,0.0,0.0,0.0434,-0.0939,0.9923,1.0,0.1387,0.2148,0.1532,,0.0267,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,419,2019-02-23 12:00:00+00:00,3943.135,3968.9309999999996,3933.1984,3968.3046,21197.07075228,0.0573,6.7173,1,UP,UP,UP,UP,UP,UP,UP,UP,UP,UP,0.0,0.0,0.0,0.3811,0.1698,0.6906,0.5849,0.4946,0.4765,0.7914,0.8639,0.5,0.0,0.0,0.0,0.0,-0.1787,-0.1163,0.0217,-0.0328,0.4765,0.3543,0.8639,0.8213,0.0,0.0,0.0,0.0,0.0,0.5714,0.6429,0.0337,0.6618,0.5702,0.0,0.0,0.0,0.0,0.0,0.0,-0.0353,,,0.0,0.0,0.0,0.0,0.0,-1.0,0.3101,0.49700000000000005,0.006999999999999999,-0.0123,0.0,0.0,0.0,0.0,0.0191,-0.6935,1,0.5067,0.5237,0.0,0.0,0.0,0.0,0.0,0.0503,0.1338,0.2105,0.0,0.8640000000000001,0.8187,0.5335,0.1481,0.6998,0.2531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054,,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.2218,-0.046,0.3891,0.47700000000000004,0.3923,0.529,0.1016,0.1155,-0.5,0.0,0.0,0.0,0.0,-0.7598,-0.9048,,,0.529,0.5027,0.1155,0.1861,0.0,0.0,0.0,0.0,0.0,-0.2857,-0.7619,-0.2774,0.3816,0.3534,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2905,0.0341,-0.0194,-0.0274,0.0,0.0,0.0,1.0,0.2124,0.8412,1,0.3634,,0.0,0.0,0.0,0.0,0.0,0.0434,-0.0939,0.9923,1.0,0.1387,0.2148,0.1532,,0.0267,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,420,2019-02-24 00:00:00+00:00,4169.0084,4199.0,3940.1422,3943.1477,38725.37578328,-0.0939,-9.7941,0,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,0.0,0.0,0.0,0.5992,0.2818,0.7996,0.6409,0.5404,0.6089,0.8129,0.8651,1.0,0.0,0.0,0.0,0.0,-0.0503,-0.0366,0.024,-0.0323,0.6089,0.8952,0.8651,0.9497,0.0,0.0,0.0,0.0,0.0,0.9286,0.7619,0.0389,0.723,0.5879,0.0,0.0,0.0,0.0,0.0,0.0,-0.0323,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3097,0.5135,0.0027,-0.0107,0.0,0.0,0.0,0.0,-0.085,-0.7646,1,0.6269,0.5770000000000001,0.0,0.0,0.0,0.0,0.0,0.1579,0.1823,0.4673,1.0,0.8867,1.0,0.5543,0.1532,0.8252,0.3644,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054,,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.2218,-0.046,0.3891,0.47700000000000004,0.3923,0.529,0.1016,0.1155,-0.5,0.0,0.0,0.0,0.0,-0.7598,-0.9048,,,0.529,0.5027,0.1155,0.1861,0.0,0.0,0.0,0.0,0.0,-0.2857,-0.7619,-0.2774,0.3816,0.3534,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2905,0.0341,-0.0194,-0.0274,0.0,0.0,0.0,1.0,0.2124,0.8412,1,0.3634,,0.0,0.0,0.0,0.0,0.0,0.0434,-0.0939,0.9923,1.0,0.1387,0.2148,0.1532,,0.0267,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,421,2019-02-24 12:00:00+00:00,3777.4041,4180.0,3707.2647,4169.0085,49138.02104449,0.0054,0.5732,1,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0354,0.034,0.4823,0.517,0.5165,0.46399999999999997,0.8251,0.8079999999999999,0.0,0.0,0.0,0.0,0.0,-0.715,-0.5147,0.0257,-0.0317,0.46399999999999997,0.1426,0.8079999999999999,0.2932,0.0,0.0,0.0,0.0,0.0,0.9286,0.7619,0.0404,0.6183,0.56,0.0,0.0,0.0,0.0,0.0,0.0,-0.0299,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3106,0.5355,0.0009,-0.0031,0.0,0.0,0.0,-1.0,-0.2213,-0.846,1,0.4529,0.5039,0.0,0.0,0.0,0.0,0.0,-0.0398,0.0857,0.3333,0.0,0.7932,0.1245,0.5329,0.1539,0.254,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054,,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.2218,-0.046,0.3891,0.47700000000000004,0.3923,0.529,0.1016,0.1155,-0.5,0.0,0.0,0.0,0.0,-0.7598,-0.9048,,,0.529,0.5027,0.1155,0.1861,0.0,0.0,0.0,0.0,0.0,-0.2857,-0.7619,-0.2774,0.3816,0.3534,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2905,0.0341,-0.0194,-0.0274,0.0,0.0,0.0,1.0,0.2124,0.8412,1,0.3634,,0.0,0.0,0.0,0.0,0.0,0.0434,-0.0939,0.9923,1.0,0.1387,0.2148,0.1532,,0.0267,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,422,2019-02-25 00:00:00+00:00,3797.6713,3816.3867,3714.7185,3777.4044,35822.94520195,0.0027,0.3056,1,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.013000000000000001,0.0438,0.4935,0.5219,0.4934,0.4072,0.8266,0.7475,0.0,0.0,0.0,0.0,0.0,-0.8096,-0.4899,0.0271,-0.0312,0.4072,0.1839,0.7475,0.3194,0.0,0.0,0.0,0.0,0.0,0.8571,0.7619,0.0399,0.5439,0.5429999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.027999999999999997,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3137,0.5509,0.0016,0.0033,0.0,0.0,0.0,0.0,-0.3144,-0.8936,1,0.4893,0.5137,0.0,0.0,0.0,0.0,0.0,-0.1966,0.0366,0.3451,0.0353,0.6958,0.1591,0.513,0.1546,0.254,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0286,,1,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,1.0,0.0,-0.2163,-0.0454,0.3918,0.4773,0.5062,0.5755,0.10300000000000001,0.1293,0.0,0.0,1.0,0.0,0.0,-0.5016,-0.8877,,,0.5755,0.5266,0.1293,0.248,0.0,0.0,0.0,0.0,0.0,-0.2143,-0.7381,-0.2652,0.3864,0.3601,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.2941,0.0641,-0.0192,0.0057,0.0,0.0,0.0,0.0,0.3919,0.9276,1,0.4386,,0.0,1.0,0.0,0.0,0.0,0.047,-0.0909,0.9923,1.0,0.1439,0.2308,0.1441,,0.0267,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
423,423,2019-02-25 12:00:00+00:00,3807.8209,3820.5666,3753.1709,3797.4842,26761.02271505,0.0075,0.8313,1,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,1.0,0.0,-0.0013,0.0487,0.4993,0.5244,0.3494,0.177,0.8147,0.6671,-0.5,0.0,1.0,0.0,0.0,-0.7955,-0.4776,0.0281,-0.0307,0.177,0.2045,0.6671,0.2109,0.0,0.0,0.0,0.0,0.0,0.7857,0.7619,0.0379,0.5498,0.5475,0.0,0.0,0.0,0.0,0.0,1.0,-0.0266,,,0.0,0.0,0.0,0.0,1.0,0.0,0.3171,0.5793,0.0031,-0.0027,0.0,0.0,0.0,0.0,-0.4779,-0.9591,1,0.4883,0.5167,0.0,0.0,0.0,0.0,0.0,-0.1738,0.0409,0.0297,0.0537,0.6154,0.1766,0.4948,0.1553,0.2588,0.1839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0286,,1,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,1.0,0.0,-0.2163,-0.0454,0.3918,0.4773,0.5062,0.5755,0.10300000000000001,0.1293,0.0,0.0,1.0,0.0,0.0,-0.5016,-0.8877,,,0.5755,0.5266,0.1293,0.248,0.0,0.0,0.0,0.0,0.0,-0.2143,-0.7381,-0.2652,0.3864,0.3601,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.2941,0.0641,-0.0192,0.0057,0.0,0.0,0.0,0.0,0.3919,0.9276,1,0.4386,,0.0,1.0,0.0,0.0,0.0,0.047,-0.0909,0.9923,1.0,0.1439,0.2308,0.1441,,0.0267,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
424,424,2019-02-26 00:00:00+00:00,3836.2708,3872.422,3800.2005,3807.8204,26727.79987456,-0.0038,-0.4274,0,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0324,0.0627,0.5162,0.5313,0.267,0.2169,0.7927,0.6064,0.0,0.0,0.0,0.0,0.0,-0.7377,-0.4428,0.0289,-0.0302,0.2169,0.2623,0.6064,0.2623,0.0,0.0,0.0,0.0,0.0,-0.0714,0.7619,0.0349,0.551,0.5576,0.0,0.0,0.0,0.0,0.0,0.0,-0.0254,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3192,0.6094,0.0005,0.0024,0.0,0.0,0.0,0.0,-0.6343,-0.9952,0,0.4929,0.5233,0.0,0.0,0.0,0.0,0.0,-0.1019,0.055,0.0653,0.1068,0.5211,0.1158,0.4822,0.1566,0.3178,0.2092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0286,,1,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,1.0,0.0,-0.2163,-0.0454,0.3918,0.4773,0.5062,0.5755,0.10300000000000001,0.1293,0.0,0.0,1.0,0.0,0.0,-0.5016,-0.8877,,,0.5755,0.5266,0.1293,0.248,0.0,0.0,0.0,0.0,0.0,-0.2143,-0.7381,-0.2652,0.3864,0.3601,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.2941,0.0641,-0.0192,0.0057,0.0,0.0,0.0,0.0,0.3919,0.9276,1,0.4386,,0.0,1.0,0.0,0.0,0.0,0.047,-0.0909,0.9923,1.0,0.1439,0.2308,0.1441,,0.0267,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
