,Unnamed: 0,timedate,close,high,low,open,volume,12h_GAIN,12h_RATIO,12h_TREND,12h_TRENDPoint1,12h_TRENDPoint3,12h_TRENDPoint5,12h_TRENDPoint7,12h_TREND1,12h_TREND1Point3,12h_TREND1Point6,12h_TREND2,12h_TREND2Point5,12h_TREND3,12h_CDLMARUBOZU,12h_CDLRICKSHAWMAN,12h_CDLCLOSINGMARUBOZU,12h_CMO1,12h_CMO2,12h_RSI1,12h_RSI2,12h_STOCH1,12h_STOCH2,12h_STOCH3,12h_STOCH4,12h_CDLHIKKAKE,12h_CDLBREAKAWAY,12h_CDLDOJI,12h_CDLDOJISTAR,12h_CDLSHOOTINGSTAR,12h_WILLR1,12h_WILLR2,12h_TRIX1,12h_TRIX2,12h_STOCHF1,12h_STOCHF2,12h_STOCHF3,12h_STOCHF4,12h_CDLHIKKAKEMOD,12h_CDLRISEFALL3METHODS,12h_CDLDRAGONFLYDOJI,12h_CDLGRAVESTONEDOJI,12h_CDLHANGINGMAN,12h_AROONOSC1,12h_AROONOSC2,12h_PPO1,12h_MFI1,12h_MFI2,12h_CDLTASUKIGAP,12h_CDLXSIDEGAP3METHODS,12h_CDLHAMMER,12h_CDLINVERTEDHAMMER,12h_CDLLONGLINE,12h_CDLLONGLEGGEDDOJI,12h_PPO2,12h_PPO3,12h_PPO4,12h_CDLADVANCEBLOCK,12h_CDL2CROWS,12h_CDLSTALLEDPATTERN,12h_CDLTAKURI,12h_CDLSPINNINGTOP,12h_CDLSHORTLINE,12h_HT_DCPERIOD,12h_HT_DCPHASE,12h_HT_PHASOR1,12h_HT_PHASOR2,12h_CDL3BLACKCROWS,12h_CDLUNIQUE3RIVER,12h_CDL3WHITESOLDIERS,12h_CDLENGULFING,12h_HT_SINE1,12h_HT_SINE2,12h_HT_TRENDMODE,12h_ULTOSC1,12h_ULTOSC2,12h_CDLIDENTICAL3CROWS,12h_CDL3OUTSIDE,12h_CDLMATCHINGLOW,12h_CDLGAPSIDESIDEWHITE,12h_CDLDARKCLOUDCOVER,12h_CCI1,12h_CCI2,12h_STOCHRSI1,12h_STOCHRSI2,12h_STOCHRSI3,12h_STOCHRSI4,12h_ADX1,12h_ADX2,12h_DX1,12h_DX2,12h_CDL3INSIDE,12h_CDLBELTHOLD,12h_CDLHARAMICROSS,12h_CDLEVENINGDOJISTAR,12h_CDLMORNINGDOJISTAR,12h_CDLSEPARATINGLINES,12h_CDLTHRUSTING,12h_CDLHARAMI,12h_CDLHOMINGPIGEON,12h_CDLPIERCING,12h_CDLEVENINGSTAR,12h_CDLHIGHWAVE,1w_GAIN,1w_RATIO,1w_TREND,1w_TRENDPoint1,1w_TRENDPoint3,1w_TRENDPoint5,1w_TRENDPoint7,1w_TREND1,1w_TREND1Point3,1w_TREND1Point6,1w_TREND2,1w_TREND2Point5,1w_TREND3,1w_CDLMARUBOZU,1w_CDLRICKSHAWMAN,1w_CDLCLOSINGMARUBOZU,1w_CMO1,1w_CMO2,1w_RSI1,1w_RSI2,1w_STOCH1,1w_STOCH2,1w_STOCH3,1w_STOCH4,1w_CDLHIKKAKE,1w_CDLBREAKAWAY,1w_CDLDOJI,1w_CDLDOJISTAR,1w_CDLSHOOTINGSTAR,1w_WILLR1,1w_WILLR2,1w_TRIX1,1w_TRIX2,1w_STOCHF1,1w_STOCHF2,1w_STOCHF3,1w_STOCHF4,1w_CDLHIKKAKEMOD,1w_CDLRISEFALL3METHODS,1w_CDLDRAGONFLYDOJI,1w_CDLGRAVESTONEDOJI,1w_CDLHANGINGMAN,1w_AROONOSC1,1w_AROONOSC2,1w_PPO1,1w_MFI1,1w_MFI2,1w_CDLTASUKIGAP,1w_CDLXSIDEGAP3METHODS,1w_CDLHAMMER,1w_CDLINVERTEDHAMMER,1w_CDLLONGLINE,1w_CDLLONGLEGGEDDOJI,1w_PPO2,1w_PPO3,1w_PPO4,1w_CDLADVANCEBLOCK,1w_CDL2CROWS,1w_CDLSTALLEDPATTERN,1w_CDLTAKURI,1w_CDLSPINNINGTOP,1w_CDLSHORTLINE,1w_HT_DCPERIOD,1w_HT_DCPHASE,1w_HT_PHASOR1,1w_HT_PHASOR2,1w_CDL3BLACKCROWS,1w_CDLUNIQUE3RIVER,1w_CDL3WHITESOLDIERS,1w_CDLENGULFING,1w_HT_SINE1,1w_HT_SINE2,1w_HT_TRENDMODE,1w_ULTOSC1,1w_ULTOSC2,1w_CDLIDENTICAL3CROWS,1w_CDL3OUTSIDE,1w_CDLMATCHINGLOW,1w_CDLGAPSIDESIDEWHITE,1w_CDLDARKCLOUDCOVER,1w_CCI1,1w_CCI2,1w_STOCHRSI1,1w_STOCHRSI2,1w_STOCHRSI3,1w_STOCHRSI4,1w_ADX1,1w_ADX2,1w_DX1,1w_DX2,1w_CDL3INSIDE,1w_CDLBELTHOLD,1w_CDLHARAMICROSS,1w_CDLEVENINGDOJISTAR,1w_CDLMORNINGDOJISTAR,1w_CDLSEPARATINGLINES,1w_CDLTHRUSTING,1w_CDLHARAMI,1w_CDLHOMINGPIGEON,1w_CDLPIERCING,1w_CDLEVENINGSTAR,1w_CDLHIGHWAVE
74,74,2018-09-04 00:00:00+00:00,7276.3,7337.0,7243.81,7287.7862,9279.18525904,0.0145,,1,UP,UP,UP,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,0.0,1.0,0.0,0.3567,-0.0493,0.6784,0.4754,0.7819,0.7689,0.8353,0.8632,-0.5,0.0,1.0,0.0,0.0,-0.1271,-0.0491,,,0.7689,0.6809,0.8632,0.89,0.0,0.0,0.0,0.0,0.0,0.7857,0.9286,0.0357,0.7487,0.5498,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,-1.0,0.0,0.3588,0.5113,0.0222,0.0341,0.0,0.0,0.0,0.0,-0.071,-0.7555,1,0.5685,,0.0,0.0,0.0,0.0,0.0,0.1066,0.1419,0.9205,0.7616,0.991,0.9837,0.2654,,0.4105,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0175,,1,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0747,0.0077,0.4626,0.5039,0.3206,0.3941,0.2461,0.3092,0.0,0.0,0.0,0.0,0.0,-0.7734,-0.9559,,,0.3941,0.3201,0.3092,0.2266,0.0,0.0,0.0,0.0,0.0,0.3571,0.0952,-0.10800000000000001,0.3386,0.4462,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1982,,0.0496,-0.15,0.0,0.0,0.0,0.0,,,0,0.4543,,0.0,0.0,0.0,0.0,0.0,-0.0238,-0.0748,0.29600000000000004,0.1014,,,0.1026,,0.0915,0.0313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,75,2018-09-04 12:00:00+00:00,7379.7992,7405.0,7240.5,7274.4726,12837.75686645,-0.0001,,0,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.4214,-0.0232,0.7107,0.4884,0.7846,0.7972,0.8421,0.8829,0.0,0.0,0.0,0.0,0.0,-0.0417,-0.0177,,,0.7972,0.8901,0.8829,0.9583,0.0,0.0,0.0,0.0,0.0,0.6429,1.0,0.034,0.7501,0.6922,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3593,0.5139,0.0266,0.0064,0.0,0.0,0.0,1.0,-0.0869,-0.7659,1,0.5734,,0.0,0.0,0.0,0.0,0.0,0.1132,0.1454,0.9205,1.0,0.998,1.0,0.27899999999999997,,0.4557,0.0145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,,1,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0747,0.0077,0.4626,0.5039,0.3206,0.3941,0.2461,0.3092,0.0,0.0,0.0,0.0,0.0,-0.7734,-0.9559,,,0.3941,0.3201,0.3092,0.2266,0.0,0.0,0.0,0.0,0.0,0.3571,0.0952,-0.10800000000000001,0.3386,0.4462,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1982,,0.0496,-0.15,0.0,0.0,0.0,0.0,,,0,0.4543,,0.0,0.0,0.0,0.0,0.0,-0.0238,-0.0748,0.29600000000000004,0.1014,,,0.1026,,0.0915,0.0313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,76,2018-09-05 00:00:00+00:00,7378.9659,7414.8285,7340.0,7379.7991,8460.35339904,-0.0525,,0,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,0.0,1.0,0.0,0.4201,-0.0234,0.7101,0.4883,0.7896,0.8026,0.8506,0.9049,0.0,0.0,1.0,0.0,0.0,-0.0583,-0.0299,,,0.8026,0.8367,0.9049,0.9417,0.0,0.0,0.0,0.0,0.0,0.7143,1.0,0.0339,0.7458,0.6847,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,-1.0,-1.0,0.3556,0.5206,0.024,-0.0078,0.0,0.0,0.0,0.0,-0.1291,-0.7925,1,0.5482,,0.0,0.0,0.0,0.0,0.0,0.1105,0.1433,0.9159,0.9862,0.9978,0.9985,0.292,,0.4621,0.0171,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0175,,1,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0747,0.0077,0.4626,0.5039,0.3206,0.3941,0.2461,0.3092,0.0,0.0,0.0,0.0,0.0,-0.7734,-0.9559,,,0.3941,0.3201,0.3092,0.2266,0.0,0.0,0.0,0.0,0.0,0.3571,0.0952,-0.10800000000000001,0.3386,0.4462,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1982,,0.0496,-0.15,0.0,0.0,0.0,0.0,,,0,0.4543,,0.0,0.0,0.0,0.0,0.0,-0.0238,-0.0748,0.29600000000000004,0.1014,,,0.1026,,0.0915,0.0313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,77,2018-09-05 12:00:00+00:00,6993.4948,7394.7799,6933.3977,7380.7199,23073.01404352,-0.0793,,0,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,0.0,0.0,0.0,-0.0094,-0.1098,0.4953,0.4451,0.7390000000000001,0.6172,0.8509,0.8404,-1.0,0.0,0.0,0.0,0.0,-0.6853,-0.3511,,,0.6172,0.1248,0.8404,0.3147,0.0,0.0,0.0,0.0,0.0,0.7143,0.9524,0.0313,0.7019,0.637,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3456,0.534,0.0207,-0.0134,0.0,0.0,0.0,0.0,-0.2122,-0.841,1,0.4482,,0.0,0.0,0.0,0.0,0.0,-0.0188,0.0775,0.6621,0.0,0.9125,0.3176,0.2741,,0.0415,0.0867,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,,1,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0747,0.0077,0.4626,0.5039,0.3206,0.3941,0.2461,0.3092,0.0,0.0,0.0,0.0,0.0,-0.7734,-0.9559,,,0.3941,0.3201,0.3092,0.2266,0.0,0.0,0.0,0.0,0.0,0.3571,0.0952,-0.10800000000000001,0.3386,0.4462,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1982,,0.0496,-0.15,0.0,0.0,0.0,0.0,,,0,0.4543,,0.0,0.0,0.0,0.0,0.0,-0.0238,-0.0748,0.29600000000000004,0.1014,,,0.1026,,0.0915,0.0313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,78,2018-09-06 00:00:00+00:00,6438.8354,7002.2197,6301.9066,6993.4949,35937.97073162,-0.0024,,0,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.3255,-0.2125,0.3372,0.3937,0.5938,0.3615,0.8411,0.7505,0.0,0.0,0.0,0.0,0.0,-0.877,-0.8224,,,0.3615,0.12300000000000001,0.7505,0.12300000000000001,0.0,0.0,0.0,0.0,0.0,-0.1429,0.9524,0.0251,0.5605,0.619,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3317,0.5547,0.0165,-0.0177,0.0,0.0,0.0,0.0,-0.3371,-0.9041,1,0.38,,0.0,0.0,0.0,0.0,0.0,-0.2083,-0.0422,0.3287,0.0,0.7875,0.0,0.2825,,0.3918,0.2144,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,,1,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0747,0.0077,0.4626,0.5039,0.3206,0.3941,0.2461,0.3092,0.0,0.0,0.0,0.0,0.0,-0.7734,-0.9559,,,0.3941,0.3201,0.3092,0.2266,0.0,0.0,0.0,0.0,0.0,0.3571,0.0952,-0.10800000000000001,0.3386,0.4462,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1982,,0.0496,-0.15,0.0,0.0,0.0,0.0,,,0,0.4543,,0.0,0.0,0.0,0.0,0.0,-0.0238,-0.0748,0.29600000000000004,0.1014,,,0.1026,,0.0915,0.0313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,79,2018-09-06 12:00:00+00:00,6423.3394,6650.0,6301.3807,6438.8486,26787.12810053,0.0105,,1,UP,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,1.0,0.0,-0.332,-0.2151,0.33399999999999996,0.3924,0.366,0.1191,0.8224,0.6647,0.0,0.0,1.0,0.0,0.0,-0.8905,-0.8354,,,0.1191,0.1095,0.6647,0.1095,0.0,0.0,0.0,0.0,0.0,-0.2143,0.7143,0.0206,0.5284,0.5735,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,-1.0,0.0,0.3159,0.5920000000000001,0.0113,-0.0198,0.0,0.0,0.0,0.0,-0.5462,-0.9785,1,0.3735,,0.0,0.0,0.0,0.0,0.0,-0.198,-0.071,-0.0,0.0,0.6625,0.0,0.2904,,0.392,0.2145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0175,,1,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0747,0.0077,0.4626,0.5039,0.3206,0.3941,0.2461,0.3092,0.0,0.0,0.0,0.0,0.0,-0.7734,-0.9559,,,0.3941,0.3201,0.3092,0.2266,0.0,0.0,0.0,0.0,0.0,0.3571,0.0952,-0.10800000000000001,0.3386,0.4462,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1982,,0.0496,-0.15,0.0,0.0,0.0,0.0,,,0,0.4543,,0.0,0.0,0.0,0.0,0.0,-0.0238,-0.0748,0.29600000000000004,0.1014,,,0.1026,,0.0915,0.0313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,80,2018-09-07 00:00:00+00:00,6491.606,6538.4747,6373.91,6424.1394,17035.03365817,-0.018000000000000002,,0,DOWN,DOWN,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.2745,-0.1973,0.3628,0.4013,0.205,0.1345,0.7964,0.5906,0.0,0.0,0.0,0.0,0.0,-0.8292,-0.7779,,,0.1345,0.1708,0.5906,0.1708,0.0,0.0,0.0,0.0,0.0,-0.2143,0.7143,0.0158,0.5437,0.605,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.301,0.6559999999999999,0.0091,-0.0285,0.0,0.0,0.0,0.0,-0.8307,-0.9811,1,0.3729,,0.0,0.0,0.0,0.0,0.0,-0.1542,-0.0698,0.0254,0.0763,0.5491,0.0927,0.2976,,0.392,0.2145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,,1,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0747,0.0077,0.4626,0.5039,0.3206,0.3941,0.2461,0.3092,0.0,0.0,0.0,0.0,0.0,-0.7734,-0.9559,,,0.3941,0.3201,0.3092,0.2266,0.0,0.0,0.0,0.0,0.0,0.3571,0.0952,-0.10800000000000001,0.3386,0.4462,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1982,,0.0496,-0.15,0.0,0.0,0.0,0.0,,,0,0.4543,,0.0,0.0,0.0,0.0,0.0,-0.0238,-0.0748,0.29600000000000004,0.1014,,,0.1026,,0.0915,0.0313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,81,2018-09-07 12:00:00+00:00,6374.557,6550.0,6320.0,6491.606,22688.85048855,0.0079,,1,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.32799999999999996,-0.2175,0.336,0.3913,0.1231,0.1158,0.7592,0.4988,0.0,0.0,0.0,0.0,0.0,-0.9343,-0.8765,,,0.1158,0.0669,0.4988,0.0657,0.0,0.0,0.0,0.0,0.0,-0.2143,0.7143,0.0104,0.4694,0.5665,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,-1.0,0.2873,0.7177,0.0027,-0.0601,0.0,0.0,0.0,0.0,-0.9794,-0.8353,1,0.3596,,0.0,0.0,0.0,0.0,0.0,-0.1311,-0.0813,0.0272,0.0052,0.4241,0.0,0.306,,0.4148,0.2244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,,1,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0747,0.0077,0.4626,0.5039,0.3206,0.3941,0.2461,0.3092,0.0,0.0,0.0,0.0,0.0,-0.7734,-0.9559,,,0.3941,0.3201,0.3092,0.2266,0.0,0.0,0.0,0.0,0.0,0.3571,0.0952,-0.10800000000000001,0.3386,0.4462,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1982,,0.0496,-0.15,0.0,0.0,0.0,0.0,,,0,0.4543,,0.0,0.0,0.0,0.0,0.0,-0.0238,-0.0748,0.29600000000000004,0.1014,,,0.1026,,0.0915,0.0313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,82,2018-09-08 00:00:00+00:00,6427.9201,6478.7279,6357.0743,6377.2339,13201.63779563,0.0001,,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.2816,-0.2034,0.3592,0.3983,0.1299,0.1394,0.7117,0.4097,0.0,0.0,0.0,0.0,0.0,-0.8864,-0.8316,0.0173,,0.1394,0.1806,0.4097,0.1136,0.0,0.0,0.0,0.0,0.0,-0.2143,0.7143,0.0054,0.4758,0.564,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.2752,0.7799,-0.0262,-0.0951,0.0,0.0,0.0,0.0,-0.9825,-0.5629,1,0.3392,,0.0,0.0,0.0,0.0,0.0,-0.1022,-0.0787,0.0793,0.1562,0.3102,0.0725,0.3138,,0.4148,0.2244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,,1,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0747,0.0077,0.4626,0.5039,0.3206,0.3941,0.2461,0.3092,0.0,0.0,0.0,0.0,0.0,-0.7734,-0.9559,,,0.3941,0.3201,0.3092,0.2266,0.0,0.0,0.0,0.0,0.0,0.3571,0.0952,-0.10800000000000001,0.3386,0.4462,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1982,,0.0496,-0.15,0.0,0.0,0.0,0.0,,,0,0.4543,,0.0,0.0,0.0,0.0,0.0,-0.0238,-0.0748,0.29600000000000004,0.1014,,,0.1026,,0.0915,0.0313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,83,2018-09-08 12:00:00+00:00,6430.5065,6478.9427,6368.0,6429.7779,11869.61481984,-0.0399,-2.4279,0,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,EITHER,0.0,1.0,0.0,-0.2792,-0.2027,0.3604,0.3987,0.1537,0.20600000000000002,0.6518,0.3237,-0.5,0.0,1.0,0.0,0.0,-0.884,-0.8294,0.0157,,0.20600000000000002,0.3704,0.3237,0.11599999999999999,0.0,0.0,0.0,0.0,0.0,-0.2143,0.7143,-0.0007,0.4765,0.5864,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.2678,0.8243,-0.0704,-0.0715,0.0,0.0,0.0,0.0,-0.893,-0.3133,1,0.3369,,0.0,0.0,0.0,0.0,0.0,-0.0839,-0.0779,0.3595,0.9169,0.1947,0.0761,0.321,0.146,0.4146,0.2243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0175,,1,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0747,0.0077,0.4626,0.5039,0.3206,0.3941,0.2461,0.3092,0.0,0.0,0.0,0.0,0.0,-0.7734,-0.9559,,,0.3941,0.3201,0.3092,0.2266,0.0,0.0,0.0,0.0,0.0,0.3571,0.0952,-0.10800000000000001,0.3386,0.4462,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1982,,0.0496,-0.15,0.0,0.0,0.0,0.0,,,0,0.4543,,0.0,0.0,0.0,0.0,0.0,-0.0238,-0.0748,0.29600000000000004,0.1014,,,0.1026,,0.0915,0.0313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,84,2018-09-09 00:00:00+00:00,6174.0242,6437.3487,6101.0,6430.481,14871.30297779,0.032,1.9025,1,UP,UP,UP,UP,UP,UP,UP,UP,EITHER,EITHER,0.0,0.0,0.0,-0.3967,-0.2466,0.3017,0.3767,0.1944,0.2379,0.5785,0.2234,-1.0,0.0,0.0,0.0,0.0,-0.9444,-0.9444,0.0138,,0.2379,0.1626,0.2234,0.0556,0.0,0.0,0.0,0.0,0.0,-0.5714,-0.1905,-0.009000000000000001,0.4263,0.5828,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2694,0.8604,-0.0839,0.0079,0.0,0.0,0.0,0.0,-0.7689,-0.0916,1,0.345,0.4414,0.0,0.0,0.0,0.0,0.0,-0.0971,-0.1192,0.3577,0.0,0.0699,0.0,0.3355,0.149,0.5248,0.2733,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,,1,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0747,0.0077,0.4626,0.5039,0.3206,0.3941,0.2461,0.3092,0.0,0.0,0.0,0.0,0.0,-0.7734,-0.9559,,,0.3941,0.3201,0.3092,0.2266,0.0,0.0,0.0,0.0,0.0,0.3571,0.0952,-0.10800000000000001,0.3386,0.4462,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1982,,0.0496,-0.15,0.0,0.0,0.0,0.0,,,0,0.4543,,0.0,0.0,0.0,0.0,0.0,-0.0238,-0.0748,0.29600000000000004,0.1014,,,0.1026,,0.0915,0.0313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,85,2018-09-09 12:00:00+00:00,6371.2931,6447.8888,6170.0,6174.0023,14531.403932100002,-0.0085,-0.5069,0,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.2306,-0.1947,0.3847,0.4026,0.2741,0.3783,0.4937,0.1416,0.0,0.0,0.0,0.0,0.0,-0.7943,-0.7943,0.0118,,0.3783,0.602,0.1416,0.2057,0.0,0.0,0.0,0.0,0.0,-0.5714,-0.1905,-0.0162,0.4202,0.5849,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2749,-0.1073,-0.0595,0.0577,0.0,0.0,0.0,0.0,-0.6243,0.1109,1,0.4277,0.4495,0.0,0.0,0.0,0.0,0.0,-0.0722,-0.0976,0.639,1.0,0.0592,0.2322,0.3482,0.1519,0.5127,0.2701,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,,1,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0747,0.0077,0.4626,0.5039,0.3206,0.3941,0.2461,0.3092,0.0,0.0,0.0,0.0,0.0,-0.7734,-0.9559,,,0.3941,0.3201,0.3092,0.2266,0.0,0.0,0.0,0.0,0.0,0.3571,0.0952,-0.10800000000000001,0.3386,0.4462,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1982,,0.0496,-0.15,0.0,0.0,0.0,0.0,,,0,0.4543,,0.0,0.0,0.0,0.0,0.0,-0.0238,-0.0748,0.29600000000000004,0.1014,,,0.1026,,0.0915,0.0313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
