timedate,open,high,low,close,volume
2019-08-14 00:00:00+00:00,10632.566666666668,10632.566666666668,10517.666666666666,10543.9,15122.63179971
2019-08-14 12:00:00+00:00,10613.233333333332,10613.233333333332,10085.9,10085.9,30851.90264469
2019-08-15 00:00:00+00:00,10116.533333333335,10116.533333333335,9764.199999999999,10104.766666666666,44495.76960727
2019-08-15 12:00:00+00:00,10026.9,10328.466666666665,10026.9,10328.466666666665,23942.4147919
2019-08-16 00:00:00+00:00,10331.666666666666,10337.766666666668,9943.266666666668,10056.9,30406.463146739996
2019-08-16 12:00:00+00:00,10125.9,10441.866666666667,10125.9,10356.1,21743.8066385
2019-08-17 00:00:00+00:00,10323.166666666666,10408.233333333332,10323.166666666666,10367.166666666666,12400.40406807
2019-08-17 12:00:00+00:00,10336.8,10336.8,10134.866666666667,10199.4,13548.238407429999
2019-08-18 00:00:00+00:00,10203.4,10336.733333333332,10124.133333333333,10336.733333333332,11269.26422238
2019-08-18 12:00:00+00:00,10430.033333333333,10430.033333333333,10343.166666666666,10343.166666666666,9315.38666847
2019-08-19 00:00:00+00:00,10319.033333333333,10698.699999999999,10319.033333333333,10698.699999999999,16601.83542892
2019-08-19 12:00:00+00:00,10679.433333333334,10849.666666666666,10679.433333333334,10849.666666666666,12714.966044870001
2019-08-20 00:00:00+00:00,10894.466666666667,10894.466666666667,10680.6,10680.6,14096.17835135
2019-08-20 12:00:00+00:00,10666.266666666666,10774.800000000001,10666.266666666666,10774.800000000001,8276.4672064
2019-08-21 00:00:00+00:00,10707.633333333333,10707.633333333333,10154.533333333335,10154.533333333335,23334.20058701
2019-08-21 12:00:00+00:00,10023.733333333334,10105.3,10011.533333333333,10089.300000000001,18114.955977449998
2019-08-22 00:00:00+00:00,9920.833333333334,9973.4,9861.699999999999,9973.4,19785.985238729998
2019-08-22 12:00:00+00:00,10069.7,10189.366666666667,10069.7,10125.566666666668,10143.941886330002
2019-08-23 00:00:00+00:00,10079.6,10177.466666666665,10079.6,10109.633333333333,10178.34387151
2019-08-23 12:00:00+00:00,10290.133333333333,10403.733333333334,10290.133333333333,10388.433333333334,14417.526887160002
2019-08-24 00:00:00+00:00,10379.366666666667,10379.366666666667,9996.9,9996.9,15854.46657757
2019-08-24 12:00:00+00:00,9982.4,10100.0,9982.1,10100.0,8258.287486259998
2019-08-25 00:00:00+00:00,10091.666666666666,10120.2,10070.033333333333,10120.2,6378.323287110001
2019-08-25 12:00:00+00:00,10221.8,10221.8,9998.9,10089.666666666666,15292.214982869998
2019-08-26 00:00:00+00:00,10399.666666666666,10399.666666666666,10316.833333333334,10381.933333333332,32284.421766649997
2019-08-26 12:00:00+00:00,10349.933333333332,10356.8,10273.800000000001,10356.8,10502.57902983
2019-08-27 00:00:00+00:00,10332.633333333333,10332.633333333333,10136.933333333334,10136.933333333334,11921.22719296
2019-08-27 12:00:00+00:00,10148.066666666666,10196.833333333334,10148.066666666666,10172.199999999999,9330.98953209
2019-08-28 00:00:00+00:00,10129.333333333334,10162.699999999999,10102.433333333334,10142.466666666667,7166.057362320001
2019-08-28 12:00:00+00:00,10216.233333333334,10220.233333333334,9706.566666666668,9722.766666666666,27908.57417756
2019-08-29 00:00:00+00:00,9683.699999999999,9683.699999999999,9437.466666666667,9465.966666666665,19148.40341371
2019-08-29 12:00:00+00:00,9443.733333333332,9510.300000000001,9443.733333333332,9487.699999999999,10992.494035910002
2019-08-30 00:00:00+00:00,9446.766666666666,9581.766666666666,9446.766666666666,9581.766666666666,13558.14333114
2019-08-30 12:00:00+00:00,9590.533333333335,9616.800000000001,9540.5,9588.666666666666,7560.224375989999
2019-08-31 00:00:00+00:00,9614.5,9622.300000000001,9559.133333333333,9559.133333333333,4894.0813926499995
2019-08-31 12:00:00+00:00,9583.433333333332,9620.733333333334,9576.266666666666,9620.733333333334,5974.33711739
2019-09-01 00:00:00+00:00,9612.666666666666,9614.800000000001,9577.333333333332,9577.333333333332,3529.94374013
2019-09-01 12:00:00+00:00,9565.199999999999,9745.466666666667,9565.199999999999,9745.466666666667,8441.19218608
2019-09-02 00:00:00+00:00,9736.433333333332,9814.699999999999,9736.433333333332,9814.699999999999,6795.65049637
2019-09-02 12:00:00+00:00,9863.133333333333,10362.133333333333,9863.133333333333,10362.133333333333,26376.76427855
2019-09-03 00:00:00+00:00,10335.833333333334,10397.4,10325.733333333332,10389.633333333333,17670.60980294
2019-09-03 12:00:00+00:00,10602.6,10683.233333333334,10602.6,10605.866666666667,23314.71008542
2019-09-04 00:00:00+00:00,10518.800000000001,10578.333333333334,10511.566666666668,10519.733333333334,13191.350549640001
2019-09-04 12:00:00+00:00,10437.533333333335,10670.533333333333,10414.1,10572.8,19396.546881289996
2019-09-05 00:00:00+00:00,10530.0,10591.566666666666,10530.0,10554.4,13182.11454155
2019-09-05 12:00:00+00:00,10564.133333333333,10565.9,10517.933333333332,10565.9,8227.07452631
2019-09-06 00:00:00+00:00,10578.533333333333,10809.533333333335,10578.533333333333,10809.533333333335,17964.3227785
2019-09-06 12:00:00+00:00,10818.133333333333,10837.166666666666,10326.5,10326.5,23789.143695810002
2019-09-07 00:00:00+00:00,10345.0,10387.166666666666,10343.233333333334,10387.166666666666,7353.350038250001
2019-09-07 12:00:00+00:00,10388.766666666666,10495.7,10388.766666666666,10471.833333333334,9844.848224149999
2019-09-08 00:00:00+00:00,10482.933333333332,10536.533333333333,10378.433333333332,10378.433333333332,8333.6752175
2019-09-08 12:00:00+00:00,10376.633333333333,10389.266666666668,10346.1,10389.266666666668,5726.7258129
2019-09-09 00:00:00+00:00,10383.366666666667,10383.366666666667,10181.533333333333,10375.4,16801.7109941
2019-09-09 12:00:00+00:00,10352.233333333334,10352.233333333334,10257.566666666668,10319.699999999999,10599.82525024
2019-09-10 00:00:00+00:00,10336.300000000001,10336.300000000001,10244.900000000001,10251.533333333333,7637.28143709
2019-09-10 12:00:00+00:00,10239.466666666667,10239.466666666667,10059.066666666668,10091.566666666668,10524.554748350001
2019-09-11 00:00:00+00:00,10145.933333333334,10145.933333333334,10007.633333333333,10073.5,12779.977223760001
2019-09-11 12:00:00+00:00,10048.966666666665,10143.533333333335,10007.966666666667,10143.533333333335,6751.5635178
2019-09-12 00:00:00+00:00,10151.733333333334,10160.6,10066.133333333333,10160.6,5173.4658152
2019-09-12 12:00:00+00:00,10287.233333333332,10406.766666666666,10287.233333333332,10406.766666666666,8085.605141980001
2019-09-13 00:00:00+00:00,10366.4,10366.4,10290.366666666667,10296.199999999999,8692.18975052
2019-09-13 12:00:00+00:00,10315.266666666666,10324.666666666666,10213.433333333334,10324.666666666666,8075.232858519999
2019-09-14 00:00:00+00:00,10316.366666666667,10316.366666666667,10286.4,10297.433333333332,4900.95907852
2019-09-14 12:00:00+00:00,10298.199999999999,10369.666666666666,10298.199999999999,10348.466666666667,9468.20378428
2019-09-15 00:00:00+00:00,10335.733333333334,10335.733333333334,10285.933333333334,10297.333333333334,6080.40114076
2019-09-15 12:00:00+00:00,10282.4,10307.133333333333,10282.4,10301.133333333333,3220.68148609
2019-09-16 00:00:00+00:00,10332.266666666666,10332.266666666666,10288.266666666666,10288.266666666666,6065.26455282
2019-09-16 12:00:00+00:00,10183.466666666667,10264.233333333332,10126.866666666667,10264.233333333332,11403.323220620001
2019-09-17 00:00:00+00:00,10210.9,10218.066666666666,10165.300000000001,10166.9,5443.02311824
2019-09-17 12:00:00+00:00,10194.166666666666,10240.566666666668,10194.166666666666,10196.699999999999,6430.5830377699995
2019-09-18 00:00:00+00:00,10228.533333333333,10228.533333333333,10163.733333333334,10163.733333333334,6634.03341475
2019-09-18 12:00:00+00:00,10161.033333333333,10181.366666666667,10161.033333333333,10174.333333333334,6769.306926589999
2019-09-19 00:00:00+00:00,10142.533333333333,10142.533333333333,9852.5,9852.5,26572.720529500002
2019-09-19 12:00:00+00:00,9870.233333333332,10235.0,9870.233333333332,10235.0,16032.917600400002
2019-09-20 00:00:00+00:00,10221.766666666668,10221.766666666668,10150.866666666667,10174.300000000001,9057.675816879999
2019-09-20 12:00:00+00:00,10191.066666666666,10191.066666666666,10124.933333333334,10162.366666666667,6152.24419378
2019-09-21 00:00:00+00:00,10155.733333333334,10155.733333333334,10021.9,10031.066666666668,7616.77090935
2019-09-21 12:00:00+00:00,9990.199999999999,10030.966666666665,9983.433333333332,9983.433333333332,5932.89373232
2019-09-22 00:00:00+00:00,9924.333333333334,10028.466666666667,9894.433333333332,10007.333333333334,8161.646661829999
2019-09-22 12:00:00+00:00,9991.7,10035.1,9975.666666666666,10035.1,5490.03454037
2019-09-23 00:00:00+00:00,9991.933333333334,9991.933333333334,9912.699999999999,9927.033333333335,7364.53089319
2019-09-23 12:00:00+00:00,9903.300000000001,9903.300000000001,9694.366666666667,9694.366666666667,18292.43783196
2019-09-24 00:00:00+00:00,9706.300000000001,9756.933333333334,9706.300000000001,9730.766666666668,9154.499871990001
2019-09-24 12:00:00+00:00,9649.6,9649.6,8437.466666666667,8570.033333333333,82574.97721424
2019-09-25 00:00:00+00:00,8637.533333333335,8637.533333333335,8339.4,8356.1,29677.084841440002
2019-09-25 12:00:00+00:00,8351.666666666666,8493.033333333335,8334.866666666667,8455.666666666666,20504.899362899996
2019-09-26 00:00:00+00:00,8379.1,8425.033333333333,8359.4,8410.266666666666,8781.56937591
2019-09-26 12:00:00+00:00,8250.033333333335,8250.033333333335,7890.233333333334,8072.233333333333,52053.220735070005
2019-09-27 00:00:00+00:00,8013.833333333333,8067.099999999999,7991.600000000001,8006.8,14282.0973419
2019-09-27 12:00:00+00:00,7995.033333333333,8191.966666666667,7979.366666666666,8191.966666666667,17845.55395846
2019-09-28 00:00:00+00:00,8170.766666666667,8205.0,8153.166666666667,8168.2,7528.09197059
2019-09-28 12:00:00+00:00,8095.033333333333,8203.4,8062.233333333334,8203.4,20227.9008395
2019-09-29 00:00:00+00:00,8187.533333333334,8187.533333333334,8069.133333333334,8069.133333333334,7641.056440830001
2019-09-29 12:00:00+00:00,7992.366666666666,8064.566666666666,7961.566666666667,8064.566666666666,12764.42635471
2019-09-30 00:00:00+00:00,8012.0,8039.8,7785.3,8039.8,24981.03469216
2019-09-30 12:00:00+00:00,8092.833333333333,8264.666666666666,8092.833333333333,8263.266666666666,15597.603230350001
2019-10-01 00:00:00+00:00,8250.6,8424.300000000001,8250.6,8330.6,13662.34099755
2019-10-01 12:00:00+00:00,8345.466666666667,8345.6,8284.933333333334,8307.533333333333,13014.240732979999
2019-10-02 00:00:00+00:00,8291.433333333334,8291.433333333334,8189.566666666666,8258.1,6606.822384669999
2019-10-02 12:00:00+00:00,8237.9,8320.9,8226.466666666667,8320.9,5865.6503770399995
2019-10-03 00:00:00+00:00,8339.0,8339.0,8221.466666666665,8221.466666666665,5410.89581076
2019-10-03 12:00:00+00:00,8223.199999999999,8223.199999999999,8131.8,8215.933333333334,10995.755093519998
2019-10-04 00:00:00+00:00,8128.066666666667,8149.966666666666,8072.733333333334,8149.966666666666,9432.16103302
2019-10-04 12:00:00+00:00,8157.3,8177.400000000001,8152.033333333333,8155.366666666666,5801.58370656
2019-10-05 00:00:00+00:00,8118.633333333334,8125.066666666666,8084.566666666667,8084.566666666667,4055.7640849699997
2019-10-05 12:00:00+00:00,8058.733333333333,8134.599999999999,8056.366666666666,8133.066666666667,5718.18335585
2019-10-06 00:00:00+00:00,8083.966666666667,8083.966666666667,7921.366666666668,7933.7,9316.60408212
2019-10-06 12:00:00+00:00,7915.466666666667,7986.133333333334,7858.466666666667,7858.466666666667,13942.49513975
2019-10-07 00:00:00+00:00,7815.333333333333,7989.666666666667,7815.333333333333,7989.666666666667,13704.975890489999
2019-10-07 12:00:00+00:00,8108.666666666667,8238.433333333332,8108.666666666667,8207.4,14350.695862730001
2019-10-08 00:00:00+00:00,8253.1,8271.400000000001,8167.533333333333,8180.766666666666,9194.49404766
2019-10-08 12:00:00+00:00,8194.266666666668,8194.266666666668,8149.133333333334,8177.866666666666,6027.00621378
2019-10-09 00:00:00+00:00,8167.633333333332,8195.966666666667,8136.066666666667,8195.966666666667,7971.81075581
2019-10-09 12:00:00+00:00,8216.066666666666,8600.933333333334,8216.066666666666,8572.133333333333,26714.89532325
2019-10-10 00:00:00+00:00,8548.866666666667,8599.133333333333,8506.133333333333,8506.133333333333,14643.94894912
2019-10-10 12:00:00+00:00,8473.0,8550.766666666666,8473.0,8550.766666666666,6879.814259489999
2019-10-11 00:00:00+00:00,8523.066666666666,8534.800000000001,8318.533333333333,8318.533333333333,25834.715184790006
2019-10-11 12:00:00+00:00,8323.166666666666,8336.266666666666,8275.066666666666,8275.066666666666,8452.93802853
2019-10-12 00:00:00+00:00,8297.6,8342.066666666668,8297.6,8314.533333333335,4805.757109259999
2019-10-12 12:00:00+00:00,8324.6,8359.733333333332,8308.033333333333,8311.566666666666,3756.35569838
2019-10-13 00:00:00+00:00,8328.466666666667,8352.699999999999,8324.566666666666,8352.699999999999,2856.1063205200003
2019-10-13 12:00:00+00:00,8400.366666666667,8430.1,8277.699999999999,8278.566666666666,10429.830069040001
2019-10-14 00:00:00+00:00,8275.8,8306.066666666668,8275.8,8292.133333333333,4597.260462130001
2019-10-14 12:00:00+00:00,8271.933333333332,8341.966666666665,8261.033333333333,8333.533333333333,8384.61816102
2019-10-15 00:00:00+00:00,8352.300000000001,8352.300000000001,8277.733333333332,8295.6,7752.063857430001
2019-10-15 12:00:00+00:00,8302.666666666666,8307.866666666667,8153.899999999999,8158.7,11279.126312380002
2019-10-16 00:00:00+00:00,8167.033333333333,8167.633333333334,8075.933333333333,8075.933333333333,6646.3126954
2019-10-16 12:00:00+00:00,7997.233333333334,7997.233333333334,7955.133333333334,7995.8,9816.810606699999
2019-10-17 00:00:00+00:00,7969.366666666666,8081.866666666666,7961.900000000001,8081.866666666666,5335.8632734
