timedate,close,high,low,open,volume
2017-10-09 00:00:00+00:00,5848.0,5922.0,1.0,1.0,68.49812552
2017-10-16 00:00:00+00:00,5987.54,6174.99,5159.0,5848.0,144.338702
2017-10-23 00:00:00+00:00,5900.0,6020.0,5330.7,5987.54,398.35202594
2017-10-30 00:00:00+00:00,7453.39,7500.0,5898.0,5900.0,2395.06909612
2017-11-06 00:00:00+00:00,6175.31,7799.0,5100.0,7453.39,11739.8226796
2017-11-13 00:00:00+00:00,7745.1,8020.25,5590.46,6174.59,17643.28150786
2017-11-20 00:00:00+00:00,9057.15,9078.99,7727.95,7745.1,21257.00771454
2017-11-27 00:00:00+00:00,11727.48,11770.4401,8900.0,9057.16,124781.25629582
2017-12-04 00:00:00+00:00,15361.51,17387.78,10522.0,11727.5402,83006.86720306
2017-12-11 00:00:00+00:00,19200.0699,19821.98,14386.0001,15361.5101,69815.4178284
2017-12-18 00:00:00+00:00,12570.2701,19414.86,11088.04,19200.0699,140968.6388751
2017-12-25 00:00:00+00:00,13234.7098,16500.0,11843.8542,12578.6502,139406.66163378
2018-01-01 00:00:00+00:00,16484.5069,17137.4802,12752.9802,13234.7098,185002.13953856
2018-01-08 00:00:00+00:00,12645.3397,16498.89,12559.5532,16484.5069,275663.46527438
2018-01-15 00:00:00+00:00,11485.8445,14198.3399,9150.0,12645.3397,413358.29040992
2018-01-22 00:00:00+00:00,11753.0001,13891.0,9970.0,11483.3251,368089.02176968
2018-01-29 00:00:00+00:00,8837.6286,11944.0001,8050.0,11753.0001,520067.38917514
2018-02-05 00:00:00+00:00,8426.0,9036.7861,6032.3096,8837.6286,627060.9148769
2018-02-12 00:00:00+00:00,10594.7503,11249.0,8024.0,8426.0,358549.53265564
2018-02-19 00:00:00+00:00,9399.9898,11774.0,9285.0001,10594.7503,344933.94116646
2018-02-26 00:00:00+00:00,11142.14,11520.0,9291.99,9378.5824,351180.25252198
2018-03-05 00:00:00+00:00,9062.7298,11684.6727,8350.0,11133.3811,377245.19826542
2018-03-12 00:00:00+00:00,7380.8442,9890.0,7319.0,9072.8786,283541.23449942
