timedate,close,high,low,open,volume
2018-07-29 00:00:00+00:00,8237.95,8294.405999999999,8113.5558,8113.5558,9408.48942671
2018-07-29 12:00:00+00:00,8230.8345,8247.0,8120.0,8237.95,10175.19255597
2018-07-30 00:00:00+00:00,8191.8343,8282.8438,8068.8199,8226.1004,11834.01759335
2018-07-30 12:00:00+00:00,8114.3123,8202.9973,8100.0,8191.5094,11280.17643681
2018-07-31 00:00:00+00:00,8134.9999,8222.0,7868.2785,8114.3124,19260.62587098
2018-07-31 12:00:00+00:00,7753.3193,8157.2161,7657.7606,8130.1605,21078.24661051
2018-08-01 00:00:00+00:00,7538.6928,7832.2080000000005,7492.7689,7753.3193,19954.52749074
2018-08-01 12:00:00+00:00,7602.1133,7658.3457,7469.1785,7538.6929,14974.29528735
2018-08-02 00:00:00+00:00,7646.6922,7931.0,7440.7959,7597.8837,11489.636311799999
2018-08-02 12:00:00+00:00,7511.6989,7688.8888,7470.526,7646.6922,11266.62511076
2018-08-03 00:00:00+00:00,7331.4252,7593.0589,7308.0,7511.6989,15025.38992761
2018-08-03 12:00:00+00:00,7467.3997,7485.1766,7279.0153,7331.4252,17512.14653326
2018-08-04 00:00:00+00:00,7452.9963,7529.0,7354.8984,7467.3997,10545.58886028
2018-08-04 12:00:00+00:00,6989.4675,7490.5665,6960.0,7452.5345,17846.69634834
2018-08-05 00:00:00+00:00,7017.5122,7035.6393,6877.4196,6989.4673,13083.85196768
2018-08-05 12:00:00+00:00,7002.0109,7085.0,6882.6713,7017.5122,11869.07633078
2018-08-06 00:00:00+00:00,7089.9284,7151.0,6952.0264,7003.9196,12875.35270595
2018-08-06 12:00:00+00:00,6972.9711,7118.888000000001,6887.3772,7089.8593,12650.9644219
2018-08-07 00:00:00+00:00,6936.0,6990.13,6845.0464,6972.9627,10784.759176799998
2018-08-07 12:00:00+00:00,7113.6763,7147.2699,6925.2641,6935.9593,13254.73768204
2018-08-08 00:00:00+00:00,6593.0612,7136.8967,6560.0,7113.6763,36662.07856687
2018-08-08 12:00:00+00:00,6472.3698,6593.0797,6393.5254,6592.9747,34346.63091525
2018-08-09 00:00:00+00:00,6310.0257,6489.0,6120.0427,6476.2092,36144.76769363
2018-08-09 12:00:00+00:00,6444.0,6540.2446,6185.6362,6311.0639,41829.50350619
2018-08-10 00:00:00+00:00,6451.9999,6623.0,6428.8,6448.1904,41265.74916286
2018-08-10 12:00:00+00:00,6451.9998,6520.0,6301.0,6447.9,81712.04805894
2018-08-11 00:00:00+00:00,6109.6127,6458.4283,6015.4,6451.9998,49084.61891921
2018-08-11 12:00:00+00:00,6110.8639,6169.3501,5988.4683,6109.6128,62612.82187145
2018-08-12 00:00:00+00:00,6271.4251,6474.7094,6058.4894,6111.28,31396.09006164
2018-08-12 12:00:00+00:00,6319.6237,6390.9995,6194.4196,6271.4251,49445.25339225
2018-08-13 00:00:00+00:00,6352.1288,6458.9929,6223.4852,6319.3737,35436.44994918
2018-08-13 12:00:00+00:00,6287.4243,6526.0917,6243.1296,6352.0714,41878.99331085
2018-08-14 00:00:00+00:00,5977.0284,6328.3731,5880.0,6286.6757,35390.53550578
2018-08-14 12:00:00+00:00,6029.9202,6163.7391,5932.8102,5976.8333,159167.63095842
2018-08-15 00:00:00+00:00,6293.5459,6324.9995,5981.8087,6030.2454,25357.09576658
2018-08-15 12:00:00+00:00,6431.2431,6475.4415,6271.1197,6293.5459,35546.67568373
2018-08-16 00:00:00+00:00,6275.4495,6600.0,6214.9174,6431.2431,19560.28077077
2018-08-16 12:00:00+00:00,6403.5024,6474.6527,6263.0786,6272.2873,29855.88129304
2018-08-17 00:00:00+00:00,6407.9006,6461.9409,6233.8199,6403.5024,21027.24878439
2018-08-17 12:00:00+00:00,6475.7,6555.826999999999,6395.775,6409.0,24432.72879969
2018-08-18 00:00:00+00:00,6521.1598,6616.0,6450.0,6475.7009,16436.71409698
2018-08-18 12:00:00+00:00,6356.9486,6544.1997,6303.255999999999,6521.1598,14755.63681467
2018-08-19 00:00:00+00:00,6333.6878,6432.9668,6300.0,6357.0438,10910.09860944
2018-08-19 12:00:00+00:00,6406.4231,6465.9615,6320.8317,6331.6439,11423.6261366
2018-08-20 00:00:00+00:00,6477.5626,6549.28,6330.0,6411.0097,11453.56599253
2018-08-20 12:00:00+00:00,6424.64,6485.3531,6380.0,6478.9761,12093.65170829
2018-08-21 00:00:00+00:00,6306.0,6505.2178,6228.0,6425.5736,17982.69332721
2018-08-21 12:00:00+00:00,6416.7998,6486.026999999999,6277.0692,6306.0,15008.29128246
2018-08-22 00:00:00+00:00,6723.1901,6875.7699,6374.1631,6416.7996,16327.2304428
2018-08-22 12:00:00+00:00,6471.0993,6750.0,6459.844,6723.1901,13446.99315288
2018-08-23 00:00:00+00:00,6402.8387,6489.8989,6254.5265,6471.0993,18937.84494291
2018-08-23 12:00:00+00:00,6433.2967,6482.8881,6381.8948,6402.8386,12548.28908009
2018-08-24 00:00:00+00:00,6498.9013,6569.0,6358.9001,6429.2709,10585.86161298
2018-08-24 12:00:00+00:00,6506.7709,6575.5628,6452.0953,6498.9013,18498.78150939
2018-08-25 00:00:00+00:00,6718.1234,6785.0,6498.2753,6504.5254,14072.73570326
2018-08-25 12:00:00+00:00,6738.661999999999,6757.1601,6655.0,6720.6329,10491.30871905
2018-08-26 00:00:00+00:00,6621.3716,6780.0,6591.4473,6738.661999999999,10442.00681046
2018-08-26 12:00:00+00:00,6675.2117,6741.2681,6568.88,6621.0375,10014.27557471
2018-08-27 00:00:00+00:00,6671.0876,6720.0,6631.2014,6675.9572,8626.27485987
2018-08-27 12:00:00+00:00,6752.4119,6776.2,6666.1533,6669.5153,13526.36488688
2018-08-28 00:00:00+00:00,6880.7867,6940.4235,6714.83,6752.0894,12788.951804200002
2018-08-28 12:00:00+00:00,7051.3084,7096.4562,6881.9297,6881.9297,12600.53122695
2018-08-29 00:00:00+00:00,7041.4385,7128.8346,6991.8204,7052.1787,11464.98005614
2018-08-29 12:00:00+00:00,6975.9937,7132.3143,6900.0,7041.4385,13762.18655201
2018-08-30 00:00:00+00:00,7024.9649,7074.01,6929.3109,6977.8987,9741.97716541
2018-08-30 12:00:00+00:00,6866.1393,7029.3572,6809.0,7024.1613,13475.68421991
2018-08-31 00:00:00+00:00,6963.0109999999995,6999.0,6800.0,6866.1471,9132.44522734
2018-08-31 12:00:00+00:00,6958.1684,7026.7665,6863.595,6966.6048,10585.10717121
2018-09-01 00:00:00+00:00,7066.0,7087.3903,6950.9765,6958.1684,9418.13906181
2018-09-01 12:00:00+00:00,7173.8855,7217.9999,7024.1032,7066.0,10411.70129227
2018-09-02 00:00:00+00:00,7191.9974,7275.3906,7128.2384,7175.3951,9103.85390913
2018-09-02 12:00:00+00:00,7219.1187,7345.6789,7175.7272,7190.9986,14948.12464178
2018-09-03 00:00:00+00:00,7268.7816,7333.4386,7195.1687,7219.1187,8664.12835482
2018-09-03 12:00:00+00:00,7288.0,7306.2584,7195.5802,7268.6473,11781.46556475
2018-09-04 00:00:00+00:00,7276.3,7337.0,7243.81,7287.7862,9279.18525904
2018-09-04 12:00:00+00:00,7379.7992,7405.0,7240.5,7274.4726,12837.75686645
2018-09-05 00:00:00+00:00,7378.9659,7414.8285,7340.0,7379.7991,8460.35339904
2018-09-05 12:00:00+00:00,6993.4948,7394.7799,6933.3977,7380.7199,23073.01404352
2018-09-06 00:00:00+00:00,6438.8354,7002.2197,6301.9066,6993.4949,35937.97073162
2018-09-06 12:00:00+00:00,6423.3394,6650.0,6301.3807,6438.8486,26787.12810053
2018-09-07 00:00:00+00:00,6491.606,6538.4747,6373.91,6424.1394,17035.03365817
2018-09-07 12:00:00+00:00,6374.557,6550.0,6320.0,6491.606,22688.85048855
2018-09-08 00:00:00+00:00,6427.9201,6478.7279,6357.0743,6377.2339,13201.63779563
2018-09-08 12:00:00+00:00,6430.5065,6478.9427,6368.0,6429.7779,11869.61481984
2018-09-09 00:00:00+00:00,6174.0242,6437.3487,6101.0,6430.481,14871.30297779
2018-09-09 12:00:00+00:00,6371.2931,6447.8888,6170.0,6174.0023,14531.403932100002
2018-09-10 00:00:00+00:00,6315.1089,6397.0042,6201.7724,6369.5117,12737.42614504
2018-09-10 12:00:00+00:00,6295.0144,6349.8483,6251.0,6315.014,11402.18801343
2018-09-11 00:00:00+00:00,6351.72,6400.0,6217.0,6297.3685,10401.03241865
2018-09-11 12:00:00+00:00,6255.6776,6362.8491,6167.8304,6352.0138,11613.97872122
2018-09-12 00:00:00+00:00,6264.3909,6321.154,6192.6259,6254.7113,9951.8682574
2018-09-12 12:00:00+00:00,6272.0497,6311.0556,6189.8196,6263.0128,11989.21185944
2018-09-13 00:00:00+00:00,6388.9855,6438.5648,6264.4557,6272.0495,12054.07533752
2018-09-13 12:00:00+00:00,6483.2626,6532.013000000001,6356.4,6388.3187,11939.39991577
2018-09-14 00:00:00+00:00,6543.5304,6579.0,6418.0499,6482.9397,11814.77415706
2018-09-14 12:00:00+00:00,6480.1043,6584.6552,6388.0,6543.5305,10846.77132756
2018-09-15 00:00:00+00:00,6495.6473,6541.451999999999,6453.5172,6480.1044,8119.76974987
2018-09-15 12:00:00+00:00,6536.8198,6564.415,6466.3386,6497.5864,8287.73362921
2018-09-16 00:00:00+00:00,6482.2572,6556.5732,6470.8533,6537.0701,6836.40643711
2018-09-16 12:00:00+00:00,6481.0387,6513.0,6376.0,6480.6527,8835.76726073
2018-09-17 00:00:00+00:00,6520.0418,6534.9989,6424.9463,6482.7145,6709.08069035
2018-09-17 12:00:00+00:00,6263.7655,6521.9999,6221.9441,6520.0012,16408.81519988
2018-09-18 00:00:00+00:00,6237.8326,6318.0,6205.0,6264.5652,11511.86613037
2018-09-18 12:00:00+00:00,6361.3102,6392.7891,6234.0,6239.5254,13132.80847646
2018-09-19 00:00:00+00:00,6359.6222,6372.9554,6283.6145,6360.6606,10605.56201323
2018-09-19 12:00:00+00:00,6330.1823,6375.61,6252.0,6359.6222,12096.08615331
2018-09-20 00:00:00+00:00,6393.5763,6527.4549,6119.8,6330.6936,18555.41464727
2018-09-20 12:00:00+00:00,6417.3551,6453.0,6376.63,6394.3134,9103.0640232
2018-09-21 00:00:00+00:00,6555.4895,6570.0,6340.0,6420.8825,15112.37340205
2018-09-21 12:00:00+00:00,6683.7337,6775.3498,6524.3001,6558.4711,20841.41826854
2018-09-22 00:00:00+00:00,6740.0,6838.0,6683.1819,6683.7338,15582.60593509
2018-09-22 12:00:00+00:00,6686.54,6768.38,6637.976,6742.4601,10282.89393327
2018-09-23 00:00:00+00:00,6713.9474,6759.68,6636.0,6686.5363,9292.72054841
2018-09-23 12:00:00+00:00,6687.794,6785.0,6666.755,6713.9474,9982.82887752
2018-09-24 00:00:00+00:00,6720.8802,6730.0,6667.17,6686.68,7584.6578187
2018-09-24 12:00:00+00:00,6607.562,6723.68,6577.0,6720.8804,11749.46685577
2018-09-25 00:00:00+00:00,6468.1473,6662.0,6405.7515,6610.3281,12802.92775249
2018-09-25 12:00:00+00:00,6405.144,6480.0,6366.8474,6467.7032,15317.40085001
2018-09-26 00:00:00+00:00,6391.5687,6446.0499,6330.0011,6403.5412,11699.34974739
2018-09-26 12:00:00+00:00,6541.1163,6564.2538,6386.11,6391.5687,11271.63479845
2018-09-27 00:00:00+00:00,6510.68,6550.0,6434.0044,6541.1163,9591.38678368
2018-09-27 12:00:00+00:00,6498.0,6538.8895,6438.0,6510.0331,10001.80857219
2018-09-28 00:00:00+00:00,6697.9,6741.5611,6493.984,6495.2458,12855.26880213
2018-09-28 12:00:00+00:00,6669.6343,6816.3593,6582.0001,6698.9999,19501.61550606
2018-09-29 00:00:00+00:00,6501.7994,6700.0,6480.0,6670.2366,12584.30862081
2018-09-29 12:00:00+00:00,6587.88,6617.7659,6468.5821,6501.9676,11359.46205865
2018-09-30 00:00:00+00:00,6578.4516,6633.0,6554.2,6587.8801,7844.87563673
2018-09-30 12:00:00+00:00,6602.88,6660.0,6550.2,6577.8896,8823.37347439
2018-10-01 00:00:00+00:00,6646.68,6661.68,6525.0,6604.3497,8767.44771557
2018-10-01 12:00:00+00:00,6568.7945,6660.0,6500.98,6646.68,9157.99206563
2018-10-02 00:00:00+00:00,6606.6586,6648.68,6545.45,6567.3588,9268.73295932
2018-10-02 12:00:00+00:00,6561.609,6620.3675,6529.645,6606.6585,7797.45028239
2018-10-03 00:00:00+00:00,6461.0412,6588.7347,6430.62,6561.6286,10990.44616895
2018-10-03 12:00:00+00:00,6511.5337,6546.8959,6441.7151,6461.0412,8628.20431699
2018-10-04 00:00:00+00:00,6599.868,6645.0,6450.0,6508.4854,9734.34315751
2018-10-04 12:00:00+00:00,6597.4284,6618.1842,6565.7633,6600.3,8525.21078766
2018-10-05 00:00:00+00:00,6579.5978,6628.68,6550.0,6599.9998,7920.82407556
2018-10-05 12:00:00+00:00,6594.0,6607.3,6564.4196,6575.967,6843.64031656
2018-10-06 00:00:00+00:00,6607.5796,6690.5242,6575.674,6594.0,8493.027618600001
2018-10-06 12:00:00+00:00,6600.0,6629.9989,6567.3895,6608.6734,7362.970659299999
2018-10-07 00:00:00+00:00,6605.3011,6608.6795,6582.8462,6599.0,6805.65066618
2018-10-07 12:00:00+00:00,6580.2288,6611.6969,6531.7075,6607.58,7710.65237945
2018-10-08 00:00:00+00:00,6607.5029,6639.575,6576.68,6580.2964,8745.64694152
2018-10-08 12:00:00+00:00,6672.1879,6698.25,6589.8801,6609.7186,11243.29226247
2018-10-09 00:00:00+00:00,6664.4,6698.0,6651.6801,6669.6826,6717.51816601
2018-10-09 12:00:00+00:00,6638.2253,6680.0,6610.552,6665.0,5900.94857822
2018-10-10 00:00:00+00:00,6613.4895,6670.0,6593.7157,6640.3688,4278.18547917
2018-10-10 12:00:00+00:00,6590.5918,6623.33,6527.7361,6613.0391,5899.01348312
2018-10-11 00:00:00+00:00,6340.0,6645.0557,6250.0,6590.1282,16323.10090341
2018-10-11 12:00:00+00:00,6291.2367,6368.68,6218.4506,6339.0,9762.84536158
2018-10-12 00:00:00+00:00,6309.3824,6331.6834,6206.6841,6291.2367,6352.53378869
2018-10-12 12:00:00+00:00,6339.6288,6359.6325,6292.2106,6309.3824,4809.897995
2018-10-13 00:00:00+00:00,6296.9999,6343.7049,6280.0,6337.4312,3073.71112528
2018-10-13 12:00:00+00:00,6328.9101,6336.0558,6292.5257,6296.2879,2737.86021791
2018-10-14 00:00:00+00:00,6364.8059,6375.46,6298.2495,6327.2681,1994.61755679
2018-10-14 12:00:00+00:00,6379.371,6406.3413,6349.0051,6362.0068,2190.10542297
2018-10-15 00:00:00+00:00,6377.5243,6420.0,6300.0,6382.0519,4798.37143653
2018-10-15 12:00:00+00:00,6908.1858,8100.0,6370.005999999999,6377.5238,56395.11983401
2018-10-16 00:00:00+00:00,6724.8368,6957.8061,6650.0,6907.8613,14738.31160346
2018-10-16 12:00:00+00:00,6715.0,6900.0,6713.8024,6728.3454,12616.38103945
2018-10-17 00:00:00+00:00,6773.91,6785.2365,6674.9,6713.9401,8914.60091259
2018-10-17 12:00:00+00:00,6747.9862,6800.0,6679.0,6770.4771,9784.53300463
2018-10-18 00:00:00+00:00,6757.6737,6791.6559,6707.5741,6744.6022,8948.12189155
2018-10-18 12:00:00+00:00,6708.0,6765.3471,6679.1803,6758.4397,9506.06196893
2018-10-19 00:00:00+00:00,6612.0948,6714.6685,6571.0,6708.0311,10023.2887875
2018-10-19 12:00:00+00:00,6571.6521,6637.319,6550.0,6615.9283,10482.32717356
2018-10-20 00:00:00+00:00,6540.3927,6596.6667,6505.0,6569.5615,7247.13781478
2018-10-20 12:00:00+00:00,6574.8234,6612.8989,6538.4652,6540.3929,7746.10464333
2018-10-21 00:00:00+00:00,6615.654,6651.3303,6561.4553,6574.8233,7623.04897882
2018-10-21 12:00:00+00:00,6645.3240000000005,6658.7999,6606.2,6618.1336,8333.20214268
2018-10-22 00:00:00+00:00,6601.1482,6647.6854,6561.28,6646.5997,7931.89126306
2018-10-22 12:00:00+00:00,6562.8442,6635.3823,6545.2827,6600.4308,8420.3151708
2018-10-23 00:00:00+00:00,6573.4802,6595.1547,6551.3873,6564.6559,8323.57222332
2018-10-23 12:00:00+00:00,6556.3062,6590.3465,6520.1061,6574.6903,9592.707402700002
2018-10-24 00:00:00+00:00,6581.2103,6588.0122,6543.7969,6558.173000000001,7524.48875056
2018-10-24 12:00:00+00:00,6581.8123,6625.0318,6571.8931,6579.9922,9422.99639645
2018-10-25 00:00:00+00:00,6533.0948,6602.9297,6508.8738,6581.6106,8164.86274964
2018-10-25 12:00:00+00:00,6545.7412,6567.6,6526.0,6533.0947,8909.13161018
2018-10-26 00:00:00+00:00,6530.0,6561.4337,6525.0,6545.7411,7123.68981068
2018-10-26 12:00:00+00:00,6540.1564,6598.0,6515.4727,6528.0006,9392.51701082
2018-10-27 00:00:00+00:00,6548.4784,6557.9108,6525.1835,6541.3344,7554.76072541
2018-10-27 12:00:00+00:00,6497.6329,6556.4989,6480.0,6548.7688,7490.38007458
2018-10-28 00:00:00+00:00,6501.2351,6510.7874,6483.6604,6495.1013,7404.41839764
2018-10-28 12:00:00+00:00,6488.6887,6514.0,6483.9431,6500.0008,21898.86442026
2018-10-29 00:00:00+00:00,6496.9976,6506.2724,6462.7445,6488.1565,7610.26070647
2018-10-29 12:00:00+00:00,6379.5176,6505.0709,6311.0,6496.9958,13503.37895785
2018-10-30 00:00:00+00:00,6367.3315,6384.1387,6317.16,6382.3214,8462.15394253
2018-10-30 12:00:00+00:00,6353.5776,6389.3871,6340.0,6367.3315,9495.90354863
2018-10-31 00:00:00+00:00,6341.6112,6355.3415,6315.7231,6353.5775,8033.80082271
2018-10-31 12:00:00+00:00,6392.14,6419.4107,6250.0,6341.6119,10722.95200359
2018-11-01 00:00:00+00:00,6363.6016,6395.0831,6354.6002,6395.0831,7941.74411542
2018-11-01 12:00:00+00:00,6364.840999999999,6391.8,6357.4341,6363.6001,8959.95381124
